"","symbol","chromosome","length","num_transcript","b_cell, Mean_Control","b_cell, Mean_SLE","b_cell, LogFC","b_cell, Pvalue","b_cell, FDR","t_cell, Mean_Control","t_cell, Mean_SLE","t_cell, LogFC","t_cell, Pvalue","t_cell, FDR"
"9261","MAPKAPK2","chr1","3197.66666666667","3",584.333333333333,304,-0.574127130765954,0.0764955525285975,0.301544121346078,225.666666666667,299.333333333333,0.280736707948366,0.439965598477678,0.97867323721779
"9262","STK17B","chr2","5307","1",3903,2327.33333333333,-0.358086651631856,0.297796897331954,0.722285502314668,1473.66666666667,3146,0.931798697539777,0.00719603421969492,0.0886623533216347
"9263","STK17A","chr7","3933","1",873.333333333333,1240.66666666667,0.874807584014202,0.00967958478941197,0.0705049443565557,1188.33333333333,1061.33333333333,-0.281807539808512,0.447476768943394,0.987140916618392
"9265","CYTH3","chr7","4469","1",102.333333333333,27.3333333333333,-1.54269966450553,0.00014911833061455,0.00294390388980155,42.6666666666667,35.6666666666667,-0.270784087543143,0.679533980338459,1
"9266","CYTH2","chr19","3854","4",100,32,-1.28124059034928,0.00115488328798151,0.0142429485309516,106,30.3333333333333,-2.00470848893802,1.00163762328754e-05,0.000761768325789136
"9267","CYTH1","chr17","3460","8",1636.33333333333,1012.33333333333,-0.327488392814161,0.300899421896356,0.727233497390382,922,1329.33333333333,0.385498756694091,0.282448571268797,0.798070908188785
"9270","ITGB1BP1","chr2","2151.9","10",45.3333333333333,38,0.116668947681795,0.789874733735806,1,14,29.6666666666667,1.00161502725216,0.0836201921846187,0.400583330379725
"9271","PIWIL1","chr12","3261.33333333333","3",0,0,0,1,1,0,0,0,1,1
"9274","BCL7C","chr16","1538","2",2.66666666666667,2,-0.107393506891523,1,1,2.66666666666667,2,-0.745748556593263,0.635260506678358,1
"9275","BCL7B","chr7","1664.75","4",216,193.666666666667,0.254845963993248,0.510152918785578,0.986561303471662,61.3333333333333,118,0.884916754603008,0.037852842162879,0.250707774010574
"9276","COPB2","chr3","3162.5","2",412.666666666667,420,0.349096529377306,0.321958088544977,0.750912871980227,172.333333333333,423.333333333333,1.09999289247881,0.00526914938797412,0.0721740109222682
"9277","WDR46","chr6","2320.33333333333","3",24.6666666666667,38.6666666666667,0.957159981637626,0.0764412232696387,0.301515279310344,43,25.3333333333333,-0.954705476301919,0.0576706383477613,0.324024890301569
"9278","ZBTB22","chr6","2655","2",18.6666666666667,13.3333333333333,-0.106637330539408,0.870713934133181,1,12,6.33333333333333,-0.988298983215531,0.191545267767243,0.638630583306487
"9282","MED14","chrX","6240.25","4",1061,1020.33333333333,0.28815289020864,0.370404757137505,0.818463682881125,823,943,0.0438929429313627,0.913174321110724,1
"9283","GPR37L1","chr1","2459","1",1,0.666666666666667,-0.171916848127969,0.999999999999998,1,0.333333333333333,0.666666666666667,0.629998969074413,0.999999999999996,1
"9284","NPIPA1","chr16","1404.8","5",43.6666666666667,84.6666666666667,1.33971544602526,0.00131314709953152,0.0157848963327983,48,39.3333333333333,-0.401006099939625,0.397641739479643,0.931377029155968
"9288","TAAR3","chr6","1078","1",0,0,0,1,1,0,0,0,1,1
"NA.20",NA,NA,NA,NA,72.6666666666667,13,-2.05601517446807,0.00965707818063606,0.0703850684058134,31.3333333333333,22.3333333333333,-0.450638128607663,0.643225420205202,1
"9290","GPR55","chr2","3158","2",4,5.33333333333333,0.696730259820176,0.569559189394487,1,10.3333333333333,38.6666666666667,1.59803670024044,0.0165061726702655,0.14940943227632
"9293","GPR52","chr1","1472","1",20.6666666666667,12.6666666666667,-0.369489614269396,0.52964987603424,0.995484195295411,32,5.33333333333333,-2.65514283590209,6.00648655718265e-05,0.00296150328726175
"9294","S1PR2","chr19","2438","2",132.333333333333,259.333333333333,1.36143691374395,0.000150272830070537,0.00296254300705351,89,75,-0.471908206930937,0.333567804951015,0.850343954082596
"9295","SRSF11","chr1","2847","10",1009.33333333333,1564,1.00566397190035,0.00133089952933848,0.0159570808071948,1258,1446,0.0821839077904025,0.820311006485528,1
"9296","ATP6V1F","chr7","775","2",104.333333333333,99.6666666666667,0.320723820063178,0.403488600451908,0.857924779325427,25,53.3333333333333,0.966710537689593,0.0832678193830254,0.399465819971504
"9298","SNORD31","chr11","68","1",0,0,0,1,1,0,0,0,1,1
"9300","SNORD28","chr11","75","1",0,0,0,1,1,0,0,0,1,1
"9301","SNORD27","chr11","72","1",0,0,0,1,1,0,0,0,1,1
"9303","SNORD25","chr11","67","1",0,0,0,1,1,0,0,0,1,1
"9304","SNORD22","chr11","126","1",0.333333333333333,0,-1.74745588750508,0.999999999999994,1,0.333333333333333,0,-1.98687189266003,1,1
"9306","SOCS6","chr18","5763","3",21,14.3333333333333,-0.192467810865429,0.779442545875041,1,9,25.3333333333333,1.52881844473225,0.0428990439066263,0.27040805790764
"9308","CD83","chr6","2420","3",11959,8586.33333333333,-0.0745956807493428,0.849959933251819,1,966,789,-0.281579453273677,0.640174559195962,1
"9310","ZNF235","chr19","3397","2",24.6666666666667,24,0.3008255518198,0.7206140138602,1,15,19.6666666666667,0.219710500962514,0.775842685145689,1
"9311","ASIC3","chr7","2247.25","4",1.33333333333333,2.33333333333333,1.04657683568568,0.473683754496067,0.942265863290237,14.6666666666667,6.33333333333333,-1.43109201910835,0.0718538657596047,0.368322282810027
"9312","KCNB2","chr8","3149","2",0.666666666666667,0.333333333333333,-0.472063746754653,1,1,0.333333333333333,0.666666666666667,0.719039668358784,1,1
"9313","MMP20","chr11","1956","1",0,0,0,1,1,0,0,0,1,1
"9314","KLF4","chr9","2882.5","2",232.333333333333,148,-0.258848767193954,0.588125663390731,1,54.6666666666667,48.3333333333333,-0.155948563946451,0.864618212170209,1
"9315","NREP","chr5","2073.38461538462","13",102.333333333333,35.6666666666667,-1.18054145657373,0.0181711083069023,0.111254415290247,14.3333333333333,14.6666666666667,-0.0359300468968767,0.999999999999997,1
"9317","PTER","chr10","3611.85714285714","7",33.6666666666667,21,-0.328686476679836,0.534754653952553,0.995903513667079,28.3333333333333,29,-0.114124080201943,0.845736684744072,1
"9318","COPS2","chr15","4097.5","2",358.666666666667,435.333333333333,0.666697086800264,0.0583136104605502,0.251589607459756,206,383,0.826259427819477,0.0287569633461997,0.212018297262424
"9319","TRIP13","chr5","2087.66666666667","3",4,3,-0.0556604567690245,1,1,7,5.33333333333333,-0.498016987780353,0.622758678450458,1
"9320","TRIP12","chr2","8079","15",1886.66666666667,1339,-0.151267829072749,0.620521657704697,1,972,1236.33333333333,0.20191069673738,0.555316085097008,1
"9321","TRIP11","chr14","5994.8","5",286.333333333333,537.666666666667,1.24763966208394,0.000184848918614425,0.00347480131986663,331.333333333333,455.666666666667,0.239861901993081,0.542408846110827,1
"9322","TRIP10","chr19","1936.71428571429","7",75.3333333333333,29,-1.01320646156144,0.0670560969359574,0.276885998561675,15,9.66666666666667,-0.763319187744632,0.425271215905915,0.961931499372011
"9324","HMGN3","chr6","1197.85714285714","7",43.3333333333333,25.3333333333333,-0.394647232641508,0.44368692516969,0.909413609525191,18,34.3333333333333,0.7814304681539,0.133102993495033,0.519222350384461
"9325","TRIP4","chr15","2028","3",48.6666666666667,55.3333333333333,0.546104300012035,0.178776651667422,0.527244992726427,23.6666666666667,47.6666666666667,0.86017164960626,0.0836458420072973,0.400618653054913
"9326","ZNHIT3","chr17","1236","7",98.6666666666667,123,0.698516510671025,0.0524049268883836,0.234082045786269,107,149.333333333333,0.317422224519423,0.520275604917793,1
"9328","GTF3C5","chr9","2354.25","4",84.3333333333333,78,0.258463050402622,0.515399315835651,0.992336632590988,46.6666666666667,90,0.755451598353668,0.103924262048608,0.451638735087806
"9329","GTF3C4","chr9","3866","1",164.333333333333,318,1.34450723639172,0.000805159532431096,0.0108988782508762,104.333333333333,176,0.627331061719567,0.107401059570497,0.459708931087845
"9330","GTF3C3","chr2","3049.33333333333","3",92,128.333333333333,0.825644006348041,0.0258744094298545,0.142116888423784,45.3333333333333,143.333333333333,1.52660783970054,0.000435175324785677,0.0129176022428728
"9331","B4GALT6","chr18","3545.5","4",22.3333333333333,3.33333333333333,-2.33064162830217,0.00176534108693977,0.019808591019895,2.66666666666667,3.66666666666667,0.549930189199271,0.688956864183627,1
"9332","CD163","chr12","4171.2","5",207,19,-3.11581618583552,1.79530889486532e-08,2.17066830523628e-06,64.3333333333333,26,-1.3508603250444,0.0895682926328248,0.41688666123022
"9333","TGM5","chr15","2644","2",0.666666666666667,1.33333333333333,1.17797556294001,0.766700578714398,1,0.333333333333333,1,1.32650967580244,0.681442467359423,1
"9334","B4GALT5","chr20","4728","1",813.666666666667,311.666666666667,-0.993331883726284,0.00829529579911105,0.0631701975906127,151,213,0.486056842923445,0.356688586825721,0.879887300467265
"9337","CNOT8","chr5","2325.4","5",253,242.666666666667,0.320549126656665,0.332725742811115,0.767108528502107,118.666666666667,250,0.986764865952115,0.0115473791607626,0.119542085333304
"9338","TCEAL1","chrX","1207","3",16.3333333333333,9.33333333333333,-0.473244026971993,0.495083744003463,0.967794110915464,5.33333333333333,6,0.0380196771744969,1,1
"9340","GLP2R","chr17","2122","2",0,0,0,1,1,0,0.666666666666667,2.74631803810888,0.593639273596383,1
"9341","VAMP3","chr1","2205","1",448.666666666667,241.333333333333,-0.501694455713071,0.161158897543613,0.492234532867271,142.333333333333,282.666666666667,0.865964474569255,0.0610746065371572,0.335456276453321
"9342","SNAP29","chr22","4262","1",211.666666666667,233,0.499086646883998,0.138161716169251,0.444900990548058,95.6666666666667,202.333333333333,0.867418000813638,0.03771663674966,0.250497023526851
"9343","EFTUD2","chr17","4166.5","4",144,185,0.70758031336139,0.0365619285630612,0.181845039512476,101,162,0.506864247483658,0.19470653093166,0.642542596120474
"9344","TAOK2","chr16","4740.33333333333","3",29.6666666666667,23.3333333333333,-0.034206953928393,0.973663515764055,1,47.3333333333333,18.6666666666667,-1.47624383977405,0.0037631858004659,0.0580695940141897
"9348","NDST3","chr4","5279.5","2",0,0.333333333333333,2.04469335743725,0.999999999999999,1,0.666666666666667,0.333333333333333,-0.853992561990423,1,1
"9349","RPL23","chr17","577","1",3402.66666666667,2911.66666666667,0.164074700179195,0.613805128228634,1,724,3063,1.80454594453551,4.33350223579956e-05,0.00234668882570537
"9351","SLC9A3R2","chr16","2067","8",0.333333333333333,0.333333333333333,0.285508434379589,1,1,0.666666666666667,1,0.319021876231112,1,1
"9352","TXNL1","chr18","3669","5",258.666666666667,193.333333333333,-0.0755913166951489,0.822467648280755,1,131,158.666666666667,0.0751811412166326,0.858175878795209,1
"9353","SLIT2","chr4","6484.16666666667","6",0.333333333333333,0.333333333333333,0.285116891005577,1,1,0,0,0,1,1
"9354","UBE4A","chr11","6117.5","2",584.666666666667,660,0.536338670341911,0.0874321607131477,0.331042265081823,625.333333333333,919.333333333333,0.416431914194651,0.257766449766266,0.757895239287496
"9355","LHX2","chr9","2024.5","2",0,1,3.3777813025291,0.313464653980834,0.737728054489269,0,0.666666666666667,2.6696876109657,0.532152438810668,1
"9356","SLC22A6","chr11","2136.5","4",0,0,0,1,1,0,0,0,1,1
"9358","ITGBL1","chr13","3379.8","5",0,0,0,1,1,0,0,0,1,1
"9360","PPIG","chr2","5134.33333333333","3",951.333333333333,910.666666666667,0.30308451568503,0.342830785294484,0.780584877739285,502,971.666666666667,0.857935751174478,0.0215926712047218,0.177814806891821
"9361","LONP1","chr19","2977","4",65.6666666666667,85.3333333333333,0.75164858220301,0.0468063171099774,0.216244277885679,42.6666666666667,70,0.587051512211312,0.330581593640077,0.845238028692901
"9362","CPNE6","chr14","2127.5","4",0.333333333333333,0,-1.74775217840073,0.999999999999998,1,0.333333333333333,0.333333333333333,-0.00700518138894285,1,1
"9363","RAB33A","chrX","1108","1",12,1.66666666666667,-2.3808734539764,0.0251609852881571,0.139227768397507,4,29.3333333333333,2.66136180415802,0.00061613562502576,0.0164623516252577
"9364","RAB28","chr4","1227.57142857143","7",53,52,0.316411445205652,0.436800449440528,0.900772712395212,38.3333333333333,44.3333333333333,-0.0145733126654732,0.981094964642462,1
"9365","KL","chr13","4708","2",2,0.666666666666667,-1.1047736029739,0.52163365106356,0.995484195295411,0.666666666666667,1.33333333333333,0.65156138499179,0.763483683965058,1
"9366","RAB9BP1","chr5","625","1",0,0.333333333333333,2.03401697030702,0.999999999999998,1,0,0,0,1,1
"9367","RAB9A","chrX","1317.5","2",134.333333333333,35,-1.60355986022915,9.912064662394e-05,0.00213784586490485,68,85,0.206993811078234,0.686784848334848,1
"9368","SLC9A3R1","chr17","2016","1",403.333333333333,75.6666666666667,-2.0426226493045,5.96554303927151e-08,5.83319821890448e-06,204,139.666666666667,-0.681619445466515,0.0839149076833572,0.401329168024474
"9369","NRXN3","chr14","10658.4444444444","9",0.333333333333333,0.333333333333333,0.285112066111966,1,1,0.666666666666667,0,-2.84374742134437,0.592572428706242,1
"9370","ADIPOQ","chr3","4603.5","2",0,0,0,1,1,0,0,0,1,1
"9371","KIF3B","chr20","6116","1",131,54.3333333333333,-0.893436083980546,0.0198118560265846,0.118220900884789,48.6666666666667,115,1.13399953406944,0.014744338110069,0.139031700363665
"9372","ZFYVE9","chr1","5106.5","2",10.6666666666667,7.66666666666667,-0.130573052691429,0.933586386578488,1,51,20.6666666666667,-1.52679630490162,0.00988268735375127,0.108383553297125
"9373","PLAA","chr9","4954","1",190.666666666667,208.333333333333,0.495457956123665,0.155024742850397,0.480454896206477,81,206.333333333333,1.24604153794786,0.00430460289993146,0.0634029865108892
"9374","PPT2","chr6","1977","3",10.6666666666667,0.666666666666667,-3.42452954750139,0.00280020096960279,0.028243896300142,10.3333333333333,3,-1.92083568794631,0.0215805422264402,0.177777833165918
"9375","TM9SF2","chr13","3515","1",700.333333333333,513.333333333333,-0.0791073295321161,0.802203896626947,1,185.333333333333,377.666666666667,0.905292004064184,0.0163230930191758,0.148619335188677
"9376","SLC22A8","chr11","2021","4",0,0,0,1,1,0,0,0,1,1
"9377","COX5A","chr15","770","1",150,71,-0.725736258489496,0.048091726894841,0.219880288466943,37.6666666666667,64.3333333333333,0.603956926913753,0.202720916721759,0.658256058873837
"9378","NRXN1","chr2","7731.88235294118","17",0.666666666666667,0,-2.50485165328504,0.590283590920076,1,0,0.333333333333333,1.89572737222757,1,1
"9379","NRXN2","chr11","5163.64705882353","17",1,0.666666666666667,-0.206446527793725,0.999999999999997,1,2.33333333333333,0.333333333333333,-2.57158672199738,0.110940963285352,0.46761049247168
"9380","GRHPR","chr9","1083.5","2",54.3333333333333,84,0.966973302135862,0.0424559907091726,0.201746381981096,24.6666666666667,28.3333333333333,0.039237142011586,0.970530892526761,1
"9381","OTOF","chr2","5958","6",1.33333333333333,0.333333333333333,-1.36358047975071,0.437374349083666,0.901476915408297,1.33333333333333,2,0.544227709263462,0.742136230157952,1
"9382","COG1","chr17","3035","1",50.6666666666667,52.6666666666667,0.419191363326654,0.312551267353087,0.736933247050638,59.3333333333333,91.3333333333333,0.4595371279537,0.296434440158954,0.815644624070388
"9383","TSIX","chrX","37027","1",4155.33333333333,2899.33333333333,-0.149575474264371,0.920143404367711,1,6975.33333333333,3342.33333333333,-1.29832977270754,0.407973746987628,0.94040858160619
"9388","LIPG","chr18","4562.5","2",1,0.666666666666667,-0.322070995415562,0.999999999999997,1,0,0,0,1,1
"9389","SLC22A14","chr3","2171.66666666667","6",1,0,-3.02225829896073,0.307947254855464,0.734144795266948,0.666666666666667,0.666666666666667,-0.11234747310036,1,1
"9390","SLC22A13","chr3","2733","2",18.3333333333333,2,-2.81360815687659,0.0010666917286507,0.0134184053563022,19,6,-1.95967614537716,0.00835084949650894,0.0965429555304302
"9391","CIAO1","chr2","4053","1",219.666666666667,272.666666666667,0.66603908997439,0.0402580777544105,0.194657383233044,120.333333333333,218,0.651911617027746,0.142544415250819,0.538651431603485
"9392","TGFBRAP1","chr2","4407.75","4",185,254.666666666667,0.812089574315245,0.01306220670216,0.0876585378188759,98.6666666666667,163.666666666667,0.611753847909104,0.237372288873452,0.721919485972684
"9394","HS6ST1","chr2","3952","1",70.6666666666667,45.6666666666667,-0.261261639393394,0.54855003555184,1,23,21.6666666666667,-0.221264767648736,0.70918077263009,1
"9397","NMT2","chr10","3283.25","4",78.6666666666667,117.333333333333,0.944806631626194,0.0142043119313649,0.0930900442880101,49.6666666666667,48.3333333333333,-0.197126805524225,0.674187852628665,1
"9398","CD101","chr1","3492","4",57.3333333333333,6.66666666666667,-2.716837391878,6.98957111229548e-05,0.00163807954607594,33,18.6666666666667,-0.940472658481568,0.148018797247239,0.550358435778517
"9399","STOML1","chr15","1967.07692307692","13",0.666666666666667,3.33333333333333,2.42130757330161,0.0903204416668235,0.337552162914777,1.33333333333333,4.33333333333333,1.31223671849103,0.351002839352722,0.871961793063252
"9400","RECQL5","chr17","2871","7",14.3333333333333,12,0.0777004729909616,0.957717307228148,1,7,12,0.62134924629513,0.460173491455256,1
"9401","RECQL4","chr8","3816","1",3,4,0.752791624151145,0.41704779151039,0.876109063371529,5,2.66666666666667,-1.00896498288811,0.321028154176831,0.835024835587706
"9402","GRAP2","chr22","2975.5","4",83,36.3333333333333,-0.804405768336154,0.125387531576948,0.417782625351133,182.333333333333,153.666666666667,-0.424666679909275,0.273156993817355,0.784568626245615
"9403","SEP15","chr1","1815","2",591.666666666667,413,-0.153887945547919,0.628482422204852,1,141.666666666667,375.666666666667,1.21373423676945,0.00116303472677881,0.0265702117124101
"9404","LPXN","chr11","1917.66666666667","3",884,521.333333333333,-0.421005759158669,0.347916854543728,0.787772041150189,528.333333333333,264.333333333333,-1.03786027175611,0.0207289237826394,0.173526443981865
"9406","ZRANB2","chr1","3117.66666666667","3",230.333333333333,373.666666666667,1.06575807664081,0.00106452564977848,0.0133983996331232,316.666666666667,370.333333333333,0.135982383900141,0.709296302349204,1
"9407","TMPRSS11D","chr4","2713.5","2",0,0.666666666666667,2.75085342291883,0.57875060920756,1,1,0.333333333333333,-1.43327924966152,0.684727834262537,1
"9409","PEX16","chr11","1840.5","2",9.33333333333333,21.3333333333333,1.55971665262668,0.0181342832931137,0.111175195152092,6,18.3333333333333,1.40000892975861,0.0531693396999518,0.308798820438552
"9410","SNRNP40","chr1","1624","1",52,70.6666666666667,0.802863048618997,0.0536735970408679,0.237831673711934,18.6666666666667,61.6666666666667,1.59360430666665,0.00223420776298965,0.0423407842510546
"9411","ARHGAP29","chr1","8905","2",2.66666666666667,2.33333333333333,0.0939946337013994,1,1,0.333333333333333,2,2.17027477280638,0.212198864949005,0.674445777805686
"9412","MED21","chr12","2738.25","4",259.666666666667,277.333333333333,0.467054404803996,0.146663453369656,0.46361747987213,225.666666666667,278,0.132239044744704,0.719714673028006,1
"9413","FAM189A2","chr9","2295.83333333333","6",0.333333333333333,0,-1.74745027211473,0.999999999999995,1,0,0.333333333333333,1.88581036537779,1,1
"9414","TJP2","chr9","4480.25","12",89.3333333333333,18.3333333333333,-1.9442820900792,0.000320399306478654,0.00530322379827257,30.3333333333333,22,-0.487344261715871,0.457995557192241,0.999139391528147
"9415","FADS2","chr11","3153.66666666667","3",43,13.3333333333333,-1.3017994705961,0.0213889080561535,0.124596412586434,8.33333333333333,2.66666666666667,-1.45284946397215,0.266904127115185,0.77381248862895
"9416","DDX23","chr12","2597","2",98.6666666666667,135.666666666667,0.823011395532845,0.0208340130873877,0.122282257899038,114.666666666667,110.666666666667,-0.205736276409275,0.59084309038831,1
"9419","CRIPT","chr2","6366","1",169,170.666666666667,0.371508892086675,0.288332020495698,0.707887201284511,233,236.666666666667,-0.237232600462768,0.579412539223446,1
"9420","CYP7B1","chr8","2395","1",16.6666666666667,0.333333333333333,-4.84916809292346,0.00102419264734935,0.0130388464382462,0,0.333333333333333,1.8858418867435,0.999999999999999,1
"9421","HAND1","chr5","1709","2",0,0,0,1,1,0,0,0,1,1
"9422","ZNF264","chr19","7034.75","4",328.333333333333,411,0.660060369658785,0.0616676848688326,0.261741813289708,245,283.333333333333,0.0102913762872335,0.983887501574673,1
"9423","NTN1","chr17","3986.5","2",6.66666666666667,3,-0.703236595235342,0.565012930972481,1,5.33333333333333,5,-0.236221763920062,0.905295807625601,1
"9424","KCNK6","chr19","1751.4","5",36.6666666666667,8.66666666666667,-1.76078705749986,0.00741427614889762,0.058056875685446,19.6666666666667,17,-0.35677820791007,0.62526122926977,1
"9425","CDYL","chr6","3314","5",257.333333333333,196,-0.0211974064557058,0.959312920718955,1,89.6666666666667,118.333333333333,0.352130763710755,0.399871326572943,0.931419338735304
"9427","ECEL1","chr2","2859","1",0,3,4.79850810812424,0.0108132609180039,0.0762850550791288,0,0.333333333333333,1.88587813417849,1,1
"9429","ABCG2","chr4","4299.6","5",5,4,0.0207617436111187,1,1,4.66666666666667,2.66666666666667,-0.881988217169264,0.456024675646283,0.99695690480416
"9435","CHST2","chr3","4137","1",89,67.6666666666667,-0.0446825275181223,0.92545306355962,1,19.6666666666667,20,-0.0439365581527199,0.999999999999995,1
"9436","NCR2","chr6","1024.33333333333","3",0.333333333333333,0,-1.77061808685068,0.999999999999996,1,0,0,0,1,1
"9437","NCR1","chr19","1018","5",2,0.666666666666667,-1.1327121667997,0.558137073738546,1,1.66666666666667,0.333333333333333,-2.01909843886258,0.294099565554121,0.812711360598337
"9439","MED23","chr6","4453.66666666667","6",307.333333333333,408.666666666667,0.780297390066632,0.0159421496049714,0.101339990605544,269,431.666666666667,0.562552602044274,0.128276144227216,0.508461063217286
"9440","MED17","chr11","2598.5","2",170.666666666667,191,0.529256449168704,0.111343369051492,0.387321806362679,136,141.333333333333,-0.103246513535239,0.790540554756653,1
"9441","MED26","chr19","3184","1",96.6666666666667,79,0.0742036199589958,0.853873823964442,1,72,49.6666666666667,-0.726411384750258,0.147783672298385,0.550275459476483
"9442","MED27","chr9","1255.5","4",27,52.6666666666667,1.31977166548494,0.00228476551679707,0.0243457248657973,31,28.3333333333333,-0.377083159317453,0.502378842585955,1
"9443","MED7","chr5","1242","2",9.66666666666667,21.6666666666667,1.4999484363177,0.0092336945967533,0.0682612899160237,13.3333333333333,16.6666666666667,0.260745717747547,0.718665107240094,1
"9444","QKI","chr6","11050.375","8",1724.33333333333,672,-1.00294448225648,0.00830838434771341,0.0632284893852147,852,476.666666666667,-0.889390575707734,0.0207461090080268,0.173527361133957
"9445","ITM2B","chr13","1896","1",1223.33333333333,539.333333333333,-0.797904945406359,0.0218745273509018,0.126601343076395,367.333333333333,601,0.570947898497861,0.138252084732368,0.529672676868421
"9446","GSTO1","chr10","988.666666666667","3",180,40.6666666666667,-1.77187959362492,3.74717025837256e-05,0.000988709141188733,54.6666666666667,61,0.0829902023140315,0.890377435926711,1
"9447","AIM2","chr1","1420.16666666667","6",40.6666666666667,18.3333333333333,-0.801182091553593,0.13106234811317,0.431107718831259,15.3333333333333,15.3333333333333,-0.034808355964213,0.999999999999995,1
"9448","MAP4K4","chr2","5096.13888888889","36",1932,1528,0.0381104884013578,0.906777419265649,1,695,549,-0.42652066845405,0.296732796384397,0.815874957166552
"9450","LY86","chr6","898.5","2",196,102.333333333333,-0.568089663708988,0.112627986000058,0.389809412580808,35,16,-1.17367461831576,0.1615922868019,0.579625718366693
"9451","EIF2AK3","chr2","4230.5","2",1080.66666666667,836.666666666667,0.056103395599599,0.902387713293908,1,187.333333333333,207.333333333333,0.107969710740848,0.792900827905225,1
"9452","ITM2A","chrX","1768","2",76.3333333333333,45.3333333333333,-0.391781235095081,0.418219465650722,0.877936442776799,117.666666666667,300,1.23774343976267,0.00500052500764394,0.0696422609083722
"9453","GGPS1","chr1","2782.5","2",130.333333333333,101.666666666667,-0.0169961257373614,0.975297286226203,1,98.6666666666667,122.333333333333,0.0733962957289241,0.869874936138248,1
"9454","HOMER3","chr19","1578.28571428571","7",14.6666666666667,4.33333333333333,-1.36093306551913,0.0534505662017749,0.237159499837503,2.66666666666667,2.66666666666667,-0.0362150306373577,1,1
"9455","HOMER2","chr15","2804.5","6",28.6666666666667,34.6666666666667,0.594367665088787,0.230986467866946,0.618261393965234,44.3333333333333,10.3333333333333,-2.22341506137059,0.000123921272762849,0.00506835827721795
"9456","HOMER1","chr5","4065.66666666667","3",217.333333333333,83.6666666666667,-1.05264318718272,0.0110620669794383,0.0775057144632081,294,36.3333333333333,-3.27043628480968,2.32828923183923e-12,3.01021927796459e-09
"9457","FHL5","chr6","3054.66666666667","3",0,0,0,1,1,0,0.333333333333333,1.88591428186289,0.999999999999997,1
"9459","ARHGEF6","chrX","5012.75","4",1319.66666666667,183.666666666667,-2.44748183363338,1.47877628180665e-09,2.88679945573035e-07,479,404.333333333333,-0.394054970928104,0.319143244193232,0.832541371916253
"9462","RASAL2","chr1","9681.5","6",14,3.33333333333333,-1.68702335444838,0.0561632617089284,0.244858535901212,2.33333333333333,2,-0.208326166626506,1,1
"9463","PICK1","chr22","2050","7",11.6666666666667,16.6666666666667,0.867970930117911,0.112542973448581,0.389573118859942,7,12,0.673554553310489,0.469779429763648,1
"9464","HAND2","chr4","2368","1",0,0,0,1,1,0.333333333333333,0,-1.9868684443972,0.999999999999998,1
"9465","AKAP7","chr6","2120.57142857143","7",18.6666666666667,14.6666666666667,0.0214022193370259,1,1,41,23.3333333333333,-0.957956549514782,0.0593022522365086,0.32968992213283
"9466","IL27RA","chr19","2673","1",106.666666666667,52,-0.676965910308903,0.0778591326482279,0.305297006737921,102,80.6666666666667,-0.544562872039697,0.294346288476866,0.812940017727456
"9467","SH3BP5","chr3","2937","3",873,874.666666666667,0.374846111542683,0.272339271112644,0.688525748759746,528.666666666667,430,-0.37166843758981,0.320172866261131,0.834011970408444
"9468","PCYT1B","chrX","5421.66666666667","3",1.66666666666667,3.33333333333333,1.27252352066303,0.231369183692439,0.618899269297753,1,4,1.95799157886266,0.165871583607439,0.588439556968343
"9469","CHST3","chr10","6956.5","2",0.333333333333333,0.666666666666667,1.06624544555241,1,1,0.333333333333333,1.33333333333333,1.66807244737284,0.485384559852852,1
"9470","EIF4E2","chr2","2777.66666666667","6",209.666666666667,166.333333333333,0.0241059901010812,0.943340798192177,1,84.3333333333333,135,0.519476486297289,0.182292393195294,0.6209468053924
"9472","AKAP6","chr14","9345","2",147.666666666667,119.333333333333,0.08863193378725,0.890650747716158,1,33.6666666666667,24.6666666666667,-0.488673947816735,0.499005701898809,1
"9473","THEMIS2","chr1","2094.28571428571","7",360.333333333333,287,-0.0101772740608329,0.980182688802198,1,94,125,0.337047281553693,0.539937430210793,1
"9474","ATG5","chr6","3024.28571428571","7",144.333333333333,168.666666666667,0.5885911752253,0.0760331058638088,0.300414675664271,79,165,0.936233433204594,0.0166669017455442,0.1503963309121
"9475","ROCK2","chr2","7222","2",375,190.333333333333,-0.636431792349398,0.0561383019244135,0.244855383970158,182.333333333333,110,-0.822519655864295,0.0444683441985562,0.276370077173474
"9476","NAPSA","chr19","1392","1",6,0.333333333333333,-3.38728814534541,0.0354873462346971,0.178087758677312,1,0.666666666666667,-0.599501839752941,1,1
"9477","MED20","chr6","2478","1",45.6666666666667,52,0.512887666058134,0.260992235690684,0.669265757332998,87.3333333333333,50,-1.05608369109769,0.05595454818329,0.318691689995479
"9479","MAPK8IP1","chr11","3188","2",4,5.66666666666667,0.862814843450543,0.337655617049556,0.773201941148815,2.66666666666667,1,-1.47038515278238,0.402014632635265,0.933156997285798
"9480","ONECUT2","chr18","16122","1",4.33333333333333,0.333333333333333,-2.98815151033066,0.109903548660863,0.384609837669308,0,2,4.05097788886477,0.0635325288725473,0.343167868153431
"9481","SLC25A27","chr6","2758","8",2,2.33333333333333,0.546078365336158,0.669237686655328,1,0.666666666666667,1,0.4017751606719,1,1
"9482","STX8","chr17","865","2",25.3333333333333,5.66666666666667,-1.74683636935798,0.0068488843824998,0.0547910750599984,12,9.66666666666667,-0.44565954024603,0.530194838481429,1
