"","ND410-B","ND422-B","ND426-B","SLE1077-B","SLE1169-B","SLE985-B","ND410-T","ND422-T","ND426-T","SLE1077-T","SLE1169-T","SLE985-T"
"768218",0,0,0,0,0,0,0,0,0,0,0,0
"768220",0,0,0,0,0,0,0,0,0,0,0,0
"768239",0,0,0,0,0,0,0,0,2,0,0,0
"780776",145,109,75,170,214,164,46,45,15,86,93,93
"780851",28,87,47,36,15,43,4,28,68,7,8,6
"780852",11,17,14,12,3,7,2,9,14,3,1,0
"780853",0,0,0,0,0,0,0,1,0,0,0,0
"780854",0,0,0,0,0,0,0,0,0,0,0,0
"790952",0,0,0,1,0,0,0,0,0,0,0,0
"790955",15,11,2,8,13,12,12,16,29,8,5,2
"790966",0,0,0,0,0,0,0,0,0,0,0,0
"100009602",0,0,0,0,0,0,0,0,0,0,0,0
"100009613",0,0,0,0,1,0,0,0,0,0,0,0
"100009676",51,60,132,33,31,45,61,69,36,13,58,29
"100033422",0,0,0,0,0,0,0,0,0,0,0,0
"100033430",0,0,0,0,0,0,0,0,0,0,0,0
"100033432",0,0,0,0,0,0,0,0,0,0,0,0
"100033433",0,0,0,0,0,0,0,0,0,0,0,0
"100033438",0,0,0,0,0,0,0,0,0,0,0,0
"100037417",42,36,45,34,64,34,37,12,23,39,77,35
"100048912",4,3,1,2,4,0,1,0,0,2,1,3
"100049076",0,1,2,0,1,0,0,0,1,1,0,1
"100049587",546,150,90,70,68,80,12,23,44,42,2,38
"100093630",119,104,287,134,79,148,49,59,173,85,162,72
"100093631",53,50,48,22,15,26,28,14,12,13,21,24
"100093698",0,0,0,0,0,0,0,2,1,0,0,0
"100101148",0,0,0,0,0,0,0,0,0,0,0,0
"100101266",1,2,0,2,8,1,1,2,1,1,1,1
"100101267",500,566,487,534,716,400,574,418,337,299,771,314
"100101467",34,20,58,29,56,41,21,40,12,11,44,18
"100101490",11,6,9,2,9,7,7,8,2,6,17,9
"100101938",0,1,0,0,0,1,0,0,0,0,0,1
"100113380",0,0,0,0,0,0,0,0,0,0,0,0
"100113381",0,0,0,0,0,0,0,0,0,0,0,0
"100113386",9,7,22,12,17,6,7,10,100,4,6,4
"100113389",0,0,0,0,0,0,0,0,0,0,0,0
"100113392",0,0,0,0,0,0,0,0,0,0,0,0
"100113393",0,0,0,0,0,0,0,0,0,0,0,0
"100113407",278,156,159,31,39,19,74,55,105,49,30,46
"100124533",0,0,0,0,0,0,0,0,0,0,0,0
"100124534",0,0,0,0,0,0,0,0,0,0,0,0
"100124535",0,0,0,0,0,0,0,0,0,0,0,0
"100124536",0,0,0,0,0,0,0,0,0,0,0,0
"100124537",0,0,0,0,0,1,2,0,0,0,0,0
"100124539",0,0,0,0,0,0,0,0,0,0,0,0
"100124696",37,102,174,21,27,33,33,32,14,10,22,17
"100124700",0,0,0,0,0,0,0,0,0,0,0,1
"100125288",2,4,5,4,7,2,5,3,5,4,7,0
"100125556",0,0,0,1,5,1,5,0,1,1,3,1
"100125918",0,0,0,0,0,0,0,0,0,0,0,0
"100126270",0,1,2,2,2,2,6,1,9,2,1,1
"100126299",0,0,0,0,0,0,0,0,0,0,0,0
"100126329",0,0,0,0,0,0,0,0,0,0,0,0
"100126351",0,0,0,0,0,0,0,0,0,0,0,0
"100126582",1,0,0,1,0,0,0,0,0,0,0,0
"100126693",1,0,0,0,0,0,0,0,0,0,0,0
"100126784",4,2,0,2,0,0,1,1,3,0,0,0
"100126791",55,20,26,27,66,16,10,16,17,16,12,4
"100126793",44,73,8,18,75,13,48,76,24,30,46,18
"100127206",0,0,0,0,0,0,0,0,0,0,0,0
"100127889",2,1,0,0,2,1,0,0,0,5,0,1
"100127967",0,3,4,0,1,2,7,13,2,14,73,14
"100127974",0,0,0,1,0,0,0,2,0,0,3,1
"100127983",0,1,3,4,1,1,0,0,2,1,0,0
"100128006",0,0,0,0,1,0,0,0,0,0,0,0
"100128023",0,1,0,0,0,0,0,0,0,0,1,1
"100128025",0,0,0,0,0,0,1,0,0,0,0,0
"100128055",23,19,24,22,27,13,24,13,26,13,32,10
"100128071",1,0,3,2,0,0,1,3,4,0,0,1
"100128079",2,3,3,3,4,0,5,3,6,1,1,2
"100128081",2,1,0,2,0,0,0,0,0,0,1,1
"100128108",6,2,2,7,5,7,11,7,26,4,7,7
"100128124",0,0,0,0,0,1,0,0,0,0,0,1
"100128126",1,1,1,0,0,0,0,4,0,0,1,0
"100128164",6,8,0,7,0,3,4,2,18,1,1,1
"100128191",79,61,73,36,17,22,29,33,91,11,39,17
"100128233",2,2,0,0,0,0,0,0,0,0,0,0
"100128252",69,22,70,71,89,63,8,8,33,21,43,15
"100128264",0,0,0,1,0,0,0,0,0,0,0,2
"100128276",3,3,0,0,0,0,0,0,0,0,0,0
"100128285",17,8,13,11,5,3,0,0,0,1,0,2
"100128288",12,13,7,1,7,1,15,11,35,2,11,5
"100128292",0,0,1,1,0,0,0,0,0,0,0,0
"100128325",1,0,0,0,0,0,0,0,0,0,1,0
"100128327",4,0,0,2,1,0,1,0,0,5,0,9
"100128338",0,0,0,0,0,0,0,1,1,0,1,1
"100128361",26,7,9,17,29,11,36,28,3,10,16,19
"100128364",1,1,15,0,7,0,7,9,18,1,4,0
"100128374",16,9,19,5,16,10,10,5,3,2,12,2
"100128378",0,0,0,1,0,0,0,1,0,0,0,1
"100128385",0,0,0,0,0,0,0,0,1,0,0,0
"100128398",14,4,36,26,28,21,6,8,16,9,24,7
"100128420",0,0,0,1,1,0,2,1,0,1,2,0
"100128494",124,118,180,69,129,75,249,154,54,70,207,78
"100128496",0,0,0,0,0,0,0,0,1,0,0,0
"100128531",0,0,0,0,0,0,1,1,0,0,2,1
"100128553",0,0,2,0,0,1,1,0,11,0,2,0
"100128568",0,0,0,1,0,0,2,0,0,1,0,1
"100128569",18,29,4,10,8,3,12,11,2,5,8,3
"100128573",1,0,4,0,3,1,0,0,0,0,0,0
"100128590",7,5,0,0,1,0,0,1,1,3,0,0
"100128593",2,1,0,3,2,0,0,0,0,1,0,0
"100128627",1,0,0,3,3,2,0,2,1,0,0,0
"100128640",0,0,3,0,1,0,1,0,1,0,1,0
"100128653",6,8,3,6,9,7,6,9,0,7,3,2
"100128675",0,0,0,0,0,0,0,0,0,1,0,0
"100128731",280,303,643,264,300,285,71,55,141,404,410,286
"100128782",20,24,42,92,74,68,36,38,58,48,52,32
"100128788",0,1,0,0,0,0,0,0,0,0,0,0
"100128818",10,16,18,3,5,1,13,14,1,1,3,3
"100128822",7,14,1,4,6,7,4,6,0,3,12,8
"100128830",2,0,0,2,1,2,0,0,0,0,0,0
"100128881",9,9,10,1,7,3,11,10,3,2,6,3
"100128882",4,3,0,0,3,2,10,4,1,2,7,4
"100128890",2,1,0,1,0,0,0,0,0,0,0,0
"100128905",2,1,0,0,0,0,0,0,0,0,0,0
"100128908",0,1,0,0,0,0,0,0,0,0,0,0
"100128927",4,1,2,0,2,4,5,1,3,1,9,4
"100128946",0,0,0,0,0,0,0,0,0,0,0,1
"100128966",0,0,0,0,0,0,0,2,0,0,0,0
"100128998",0,0,0,0,0,0,0,0,0,0,0,0
"100129034",903,704,1156,488,553,381,204,187,151,252,225,239
"100129055",0,0,0,0,0,0,0,0,0,1,0,0
"100129066",0,0,0,0,1,0,0,0,0,1,0,0
"100129075",0,2,2,2,1,1,2,0,5,1,4,4
"100129083",25,37,16,7,4,4,0,2,4,3,0,12
"100129094",0,0,0,0,4,1,0,2,6,2,0,0
"100129128",0,0,0,0,0,0,0,0,0,0,0,0
"100129138",0,0,0,0,0,0,0,0,0,1,0,0
"100129148",11,7,11,7,11,18,9,5,10,10,15,6
"100129195",17,22,16,7,20,15,38,26,13,16,30,11
"100129196",55,6,19,42,57,73,14,15,15,21,30,18
"100129203",20,10,48,23,51,43,46,29,15,26,110,32
"100129215",5,6,0,2,7,2,11,5,25,1,2,2
"100129216",0,0,0,0,0,0,0,0,0,0,0,0
"100129250",9,14,11,12,10,8,12,9,20,9,16,12
"100129269",2,0,0,1,0,0,1,0,0,0,0,0
"100129271",0,0,0,0,0,0,0,0,0,1,0,0
"100129316",0,3,0,0,0,0,0,0,14,0,0,3
"100129354",1,0,0,0,2,2,1,2,5,2,4,5
"100129361",38,43,35,38,54,58,61,34,23,34,108,56
"100129387",76,120,152,74,171,105,146,170,64,31,149,55
"100129396",1,0,0,0,0,1,4,0,8,0,4,7
"100129405",9,3,8,9,15,10,19,11,0,6,15,5
"100129424",3,1,8,3,0,2,2,3,8,1,7,2
"100129460",15,12,0,21,2,5,4,1,0,9,1,1
"100129461",3,5,0,3,12,3,2,0,0,4,5,2
"100129473",0,0,0,1,1,0,0,1,2,0,0,0
"100129480",0,0,0,0,1,0,0,0,5,0,3,0
"100129482",231,79,146,159,305,190,329,201,130,119,309,131
"100129503",4,2,5,1,0,1,1,3,4,0,4,0
"100129516",0,0,0,0,0,0,2,2,0,0,1,0
"100129518",124,111,117,17,8,11,56,81,148,4,9,9
"100129520",0,0,0,0,0,0,0,0,0,0,0,1
"100129528",0,0,0,0,0,0,0,0,0,0,0,0
"100129534",2,3,11,1,0,0,5,1,25,0,1,0
"100129543",1,2,0,2,3,5,1,0,0,0,0,1
"100129550",493,346,221,878,976,796,124,128,116,173,145,100
"100129583",0,0,0,1,0,0,0,0,0,1,0,0
"100129603",0,0,0,0,0,0,0,0,0,0,0,0
"100129617",47,11,19,19,44,24,9,13,2,12,5,9
"100129636",0,0,0,0,0,0,1,1,0,1,1,0
"100129637",27,34,26,16,34,12,55,43,58,10,33,16
"100129654",0,1,0,0,0,0,0,0,0,0,0,0
"100129662",0,0,0,0,0,0,0,0,0,0,0,0
"100129697",5,2,2,0,0,0,0,0,0,0,0,1
"100129716",5,2,10,3,8,5,0,0,2,0,3,3
"100129722",0,0,0,0,0,0,0,0,0,0,0,0
"100129726",12,4,11,7,24,8,7,16,5,4,12,10
"100129781",1,0,0,0,1,0,0,0,0,1,0,0
"100129792",5,13,13,6,5,14,4,7,2,6,24,11
"100129800",0,0,0,0,0,0,1,0,0,0,0,1
"100129827",0,1,0,1,0,0,0,0,0,0,0,1
"100129836",0,1,0,3,0,0,0,0,0,2,0,1
"100129842",68,28,127,249,428,223,76,34,19,135,318,101
"100129845",0,3,0,0,0,0,2,1,1,0,1,0
"100129917",3,10,5,9,10,7,7,7,4,3,13,2
"100129924",0,0,0,0,0,0,0,0,0,1,0,1
"100129940",1,4,0,0,0,0,0,1,0,0,0,3
"100129961",9,4,3,4,12,6,1,1,2,3,5,2
"100130015",2,0,1,1,0,0,0,2,0,2,4,1
"100130075",0,0,0,0,2,0,0,0,0,1,0,0
"100130083",2,0,7,0,2,2,0,0,1,0,1,1
"100130086",0,0,3,0,0,0,0,0,0,0,0,1
"100130093",3,1,0,0,3,3,5,2,0,4,5,1
"100130097",6,2,9,3,2,1,0,1,0,2,0,3
"100130148",0,0,0,0,0,0,1,0,13,0,0,0
"100130155",0,0,0,0,0,0,1,0,0,0,0,0
"100130197",2,1,2,0,3,3,2,2,2,2,3,4
"100130207",1,1,2,0,0,1,0,1,0,0,0,0
"100130231",48,143,272,16,1,21,339,428,289,65,275,120
"100130249",1,0,0,0,1,0,0,4,13,0,0,0
"100130274",0,0,0,0,0,0,0,0,0,0,0,0
"100130275",0,0,0,0,0,0,0,0,0,1,0,0
"100130285",3,2,0,0,1,1,2,2,2,1,1,0
"100130298",2,0,1,4,5,1,2,0,0,1,1,0
"100130301",0,1,0,0,0,3,0,1,0,0,1,0
"100130302",0,0,0,1,0,0,0,0,0,0,0,0
"100130311",93,93,139,31,55,21,33,48,44,26,89,35
"100130342",0,0,0,0,0,0,0,0,0,0,0,0
"100130348",0,0,0,0,0,0,0,0,0,0,0,0
"100130386",1,1,0,1,0,0,0,0,0,0,0,1
"100130417",0,0,0,0,0,0,0,0,0,0,0,0
"100130418",5,6,8,9,34,10,3,8,2,1,8,4
"100130449",2,1,1,0,1,1,0,0,3,0,3,0
"100130452",0,0,0,0,0,0,0,0,0,0,0,0
"100130458",17,0,1,23,31,26,0,0,0,3,0,1
"100130460",0,0,0,0,0,0,0,0,0,0,0,0
"100130502",0,0,0,0,0,0,0,0,0,0,0,1
"100130519",0,0,0,1,0,0,1,0,0,0,2,0
"100130520",18,21,18,3,1,2,3,2,10,2,0,3
"100130522",1,5,1,0,0,0,13,6,1,1,2,11
"100130557",109,98,141,98,69,100,124,106,75,58,154,50
"100130581",15,8,54,2,11,4,2,10,47,3,9,4
"100130673",1,0,0,0,1,0,0,1,0,0,0,0
"100130705",7,12,4,4,3,4,0,6,0,3,1,0
"100130717",0,0,0,0,0,0,0,0,0,0,0,0
"100130733",26,59,133,38,34,49,36,3,7,18,41,14
"100130742",2,0,3,3,1,1,2,7,9,0,4,2
"100130744",22,29,36,27,30,18,61,37,12,25,60,30
"100130771",5,4,2,6,6,8,14,7,4,10,21,8
"100130776",7,11,8,6,6,3,15,7,1,2,4,6
"100130827",0,0,1,0,0,0,0,0,0,0,0,0
"100130855",106,131,136,88,108,63,324,118,134,197,215,158
"100130872",14,21,40,15,17,18,38,23,41,12,52,39
"100130887",1,0,0,0,4,0,0,2,3,0,0,0
"100130889",1,0,0,1,0,0,0,0,5,0,1,0
"100130890",3,8,1,3,15,7,6,3,9,1,14,2
"100130894",33,28,8,16,26,18,26,33,3,7,38,13
"100130899",2,13,83,1,1,17,44,46,48,58,68,32
"100130933",0,1,1,0,0,0,1,0,0,0,1,0
"100130938",0,0,0,0,3,1,0,0,0,2,0,3
"100130958",0,0,0,0,0,0,0,0,0,1,0,0
"100130967",5,3,25,1,1,4,4,7,41,0,4,1
"100130987",0,0,0,2,0,0,0,0,2,0,0,0
"100130988",0,0,1,1,0,0,0,0,0,1,0,0
"100130992",5,5,0,5,7,5,15,7,11,5,16,3
"100131017",73,55,65,54,69,41,46,47,29,15,44,22
"100131060",1,0,0,0,0,1,0,0,0,0,0,0
"100131067",7,6,1,16,13,4,13,5,13,5,21,6
"100131089",9,5,9,2,7,2,4,3,5,1,6,1
"100131096",98,76,134,45,83,45,131,113,168,25,133,47
"100131117",4,3,4,2,27,3,8,4,5,3,3,3
"100131138",0,0,0,0,0,0,0,0,0,1,0,0
"100131176",0,1,1,1,7,4,1,2,1,1,11,6
"100131187",21,21,67,9,11,18,7,4,15,8,30,18
"100131193",14,7,39,4,18,4,11,19,5,7,36,6
"100131205",8,8,8,10,8,13,2,1,6,7,24,13
"100131211",30,40,82,62,97,44,156,97,126,64,124,68
"100131213",0,0,0,0,0,0,0,1,0,0,0,1
"100131234",18,26,13,3,4,4,16,5,0,9,5,7
"100131257",0,0,0,0,0,0,0,0,0,0,0,1
"100131270",0,0,0,0,1,0,1,0,0,0,0,0
"100131289",0,0,0,0,0,0,1,1,0,0,1,0
"100131303",1,0,8,0,0,0,1,0,0,0,1,0
"100131315",0,0,0,0,0,0,0,0,0,0,0,0
"100131320",0,0,1,0,0,1,1,0,0,3,0,0
"100131347",0,0,0,0,0,0,0,0,0,0,0,0
"100131372",0,2,0,2,0,0,0,0,0,0,0,0
"100131378",0,0,0,0,0,1,1,0,0,2,0,1
"100131390",0,0,0,0,0,0,0,0,1,0,0,0
"100131395",3,2,0,0,0,1,2,2,0,0,3,0
"100131434",31,10,14,13,9,33,49,32,30,11,14,22
"100131439",1,1,19,1,0,0,0,0,8,0,0,0
"100131454",12,9,30,6,10,15,4,8,7,5,10,1
"100131496",2,1,0,2,0,0,3,1,0,2,5,4
"100131530",1,0,0,0,1,0,2,1,0,0,3,1
"100131532",1,0,1,2,3,8,1,0,0,3,1,0
"100131539",1,0,2,1,2,0,2,3,0,0,3,2
"100131561",44,29,23,43,37,27,50,30,51,45,36,24
"100131564",123,80,106,135,195,188,136,195,84,110,277,117
"100131626",26,26,14,33,33,32,25,19,17,33,59,37
"100131635",0,0,0,0,0,0,0,0,0,0,0,0
"100131655",0,0,0,1,1,0,0,0,0,0,1,2
"100131726",1,0,1,0,0,0,0,0,0,0,0,0
"100131733",1,2,1,2,0,2,1,4,9,0,8,0
"100131755",47,32,37,36,30,29,183,97,28,68,121,59
"100131801",31,43,31,41,34,34,12,9,20,51,62,45
"100131814",0,0,0,2,0,0,0,0,0,0,0,0
"100131825",0,0,0,0,0,0,0,0,0,0,0,0
"100131827",29,9,47,33,52,12,23,8,8,18,32,11
"100131897",51,50,45,24,47,15,64,54,60,22,26,25
"100131902",0,0,0,0,0,0,0,0,0,0,0,0
"100131997",0,2,1,0,0,0,4,1,0,0,1,0
"100131998",68,62,74,20,23,30,30,32,57,19,28,6
"100132074",0,1,0,0,0,0,0,0,1,0,0,0
"100132101",0,0,0,0,0,0,0,0,0,0,0,0
"100132111",1,0,0,1,0,1,1,5,2,0,0,0
"100132116",2,1,1,0,1,0,2,0,0,0,2,0
"100132163",12,16,2,2,7,15,19,12,22,6,9,7
"100132169",0,0,2,0,1,0,0,0,0,0,0,1
"100132247",122,89,132,30,113,30,106,117,102,27,72,15
"100132249",1,0,0,0,0,0,0,0,0,0,0,0
"100132273",0,0,0,0,1,1,1,1,0,0,4,0
"100132288",1,1,2,0,0,0,2,4,0,0,6,0
"100132341",30,13,12,57,64,59,57,60,27,73,87,109
"100132352",39,33,45,41,57,27,25,24,51,28,64,26
"100132354",0,0,1,0,0,0,0,0,0,0,0,0
"100132356",12,12,17,7,15,11,16,13,7,4,21,7
"100132386",0,0,0,0,0,0,0,0,0,0,0,1
"100132403",1,0,0,0,0,0,0,1,0,0,0,0
"100132406",110,50,26,27,54,16,29,18,24,16,20,10
"100132417",0,2,3,0,0,0,0,0,0,0,0,0
"100132463",0,1,0,0,0,0,0,0,0,0,0,0
"100132476",0,0,0,0,0,0,0,0,0,0,0,0
"100132526",0,0,0,0,0,0,0,0,0,1,0,0
"100132594",0,0,0,0,1,0,0,0,0,0,0,1
"100132618",38,40,61,69,65,72,57,30,12,51,69,44
"100132677",0,0,0,0,0,0,0,0,0,0,0,0
"100132707",34,36,69,29,59,27,31,34,17,27,61,31
"100132724",13,7,25,5,15,9,17,7,6,8,18,9
"100132731",2,3,0,6,2,3,2,4,1,2,2,1
"100132735",1,1,0,0,0,0,0,0,0,0,0,0
"100132774",0,2,3,1,6,4,7,4,10,4,8,1
"100132781",2,0,5,4,4,3,13,13,35,0,4,1
"100132813",0,0,0,0,0,1,0,0,0,0,0,0
"100132815",44,22,78,45,58,24,85,60,47,21,74,10
"100132831",0,0,0,0,0,0,0,0,0,0,0,1
"100132832",16,12,12,9,10,10,24,15,10,8,10,4
"100132891",4,2,6,1,2,1,1,3,9,0,2,6
"100132911",10,10,15,9,14,10,6,6,3,2,18,7
"100132916",0,0,0,0,0,0,0,0,0,0,0,0
"100132923",0,0,0,0,0,0,0,1,0,0,1,0
"100132963",2,0,0,0,0,0,0,0,0,0,0,0
"100132979",0,0,0,0,0,0,0,0,0,0,0,0
"100132987",0,2,0,3,0,1,0,0,0,1,1,0
"100133050",1,0,0,0,0,0,1,0,0,0,0,0
"100133091",14,14,24,16,17,15,24,15,17,10,18,15
"100133121",0,0,0,0,0,0,0,1,0,0,0,0
"100133161",2,8,0,4,1,3,11,6,5,4,6,7
"100133172",0,0,0,0,0,1,0,0,0,0,0,0
"100133182",39,17,8,11,4,3,25,7,8,7,5,3
"100133220",0,0,0,0,1,0,3,0,0,0,0,0
"100133234",0,0,0,1,0,0,0,0,0,0,0,0
"100133308",0,0,0,0,0,0,0,0,0,0,0,0
"100133311",0,1,0,1,0,2,0,0,0,1,0,1
"100133315",7,4,8,4,18,6,19,23,0,4,24,10
"100133331",13,12,21,9,21,17,14,13,7,12,32,3
"100133445",15,13,11,1,5,2,4,4,28,1,2,3
"100133545",0,0,0,0,0,0,0,0,0,0,0,0
"100133612",1,4,0,0,0,0,1,1,0,0,0,0
"100133669",1,0,0,0,2,2,0,0,0,0,0,1
"100133941",260,193,192,70,72,86,8,9,8,35,2,34
"100133957",5,3,1,5,1,1,1,0,1,0,1,0
"100133985",0,0,1,1,0,1,0,1,0,0,0,1
"100133991",29,22,5,32,59,21,40,35,36,19,36,15
"100134015",2,3,0,3,2,1,1,0,0,1,3,1
"100134040",1,0,0,0,0,0,1,0,0,0,2,0
"100134229",94,212,64,34,10,15,44,68,68,33,32,17
"100134259",0,2,0,0,1,0,0,0,0,0,0,0
"100134317",0,0,0,1,1,0,0,0,0,0,3,0
"100134368",0,0,0,0,1,0,0,1,0,0,0,0
"100134391",0,0,0,0,0,0,1,0,0,0,0,0
"100134444",0,0,0,0,0,0,0,0,1,0,0,0
"100134713",9,11,10,7,8,7,11,5,35,1,5,7
"100134822",14,7,3,8,2,2,8,2,5,5,5,3
"100134869",5,2,6,3,2,4,7,3,0,1,6,3
"100134934",0,0,0,0,0,0,0,0,0,0,0,0
"100134938",0,0,0,0,0,0,0,0,0,0,0,0
"100137047",5,3,14,2,10,7,13,16,19,11,31,8
"100137049",0,0,0,0,0,0,0,0,0,0,0,0
"100141515",0,0,0,0,0,0,1,0,6,0,0,1
"100142659",1,0,1,2,1,0,0,0,0,0,0,1
"100144603",0,0,0,0,0,0,1,2,0,0,3,0
"100144748",6,9,17,3,2,0,2,1,34,0,1,1
"100147744",0,0,0,0,0,0,0,0,0,0,0,0
"100151683",0,0,0,0,0,0,0,0,0,0,0,0
"100151684",0,0,0,0,0,0,0,1,2,0,0,0
"100158262",3,4,3,1,5,6,3,3,6,1,7,2
"100169890",0,1,0,1,0,0,0,0,1,0,0,0
"100169989",0,1,0,2,0,1,0,1,0,3,0,0
"100170229",2,4,0,3,8,2,10,8,0,1,3,3
"100170765",0,0,0,0,0,0,0,0,0,0,1,0
"100170841",52,52,47,7,8,7,17,26,54,4,5,2
"100187828",0,0,0,18,0,8,1,0,0,30,0,4
"100188893",205,188,179,213,259,271,37,29,40,154,289,157
"100188917",0,2,0,0,0,1,0,0,0,0,0,0
"100188949",15,22,10,6,45,39,19,9,4,9,19,22
"100188953",0,2,3,0,0,0,2,2,0,0,0,0
"100188954",17,8,6,17,37,30,5,2,4,5,8,3
"100189005",0,0,0,0,0,0,0,0,0,0,0,0
"100189037",0,0,0,0,0,0,0,0,0,0,0,0
"100189071",0,0,0,0,0,0,0,0,0,0,0,0
"100189127",0,0,0,0,0,0,0,0,0,0,0,0
"100189130",0,0,0,0,0,0,0,0,0,0,0,0
"100189151",0,0,0,0,0,0,0,0,0,0,0,0
"100189163",0,0,0,0,0,0,0,0,0,0,0,0
"100189190",0,0,0,1,0,0,0,0,0,0,0,0
"100189213",0,0,0,0,0,0,0,0,0,0,0,0
"100189243",0,0,0,0,0,0,0,0,0,0,0,0
"100189263",0,0,0,0,0,0,0,0,0,0,0,0
"100189295",0,0,0,0,0,0,0,0,0,0,0,0
"100189306",0,0,0,0,0,0,0,0,0,0,0,0
"100189319",0,0,0,0,0,0,0,0,0,0,0,0
"100189339",0,0,0,0,0,0,0,0,0,0,0,0
"100189357",0,0,0,0,0,0,0,0,0,0,0,0
"100189387",0,0,0,0,0,0,0,0,0,0,0,0
"100189438",0,0,0,0,0,0,0,0,0,0,0,0
"100189589",0,0,0,0,0,0,0,0,1,0,0,0
"100190938",0,0,0,0,0,0,0,0,0,0,0,0
"100190939",14,13,22,2,2,3,13,12,7,5,9,1
"100190949",0,0,0,0,0,0,0,0,0,0,0,0
"100190986",0,0,0,0,1,0,0,0,0,0,0,0
"100191040",0,0,0,1,1,0,1,2,3,0,2,0
"100192204",0,1,1,1,3,5,2,3,0,1,4,1
"100192379",0,0,0,0,0,0,0,0,0,0,0,1
"100192386",0,0,0,0,0,0,0,0,0,0,0,0
"100216479",0,0,0,0,2,2,0,0,0,0,0,0
"100216545",321,400,722,218,264,194,497,490,901,127,246,94
"100216546",944,455,747,154,602,96,714,688,992,117,427,70
"100233209",94,122,210,30,38,49,207,136,97,176,458,194
"100240734",0,0,0,0,0,1,0,0,0,0,0,0
"100240735",3,0,0,1,0,1,1,2,0,1,3,4
"100268168",6,4,1,11,24,18,5,4,2,5,8,7
"100270680",0,0,0,0,0,0,0,0,0,0,1,0
"100270804",4,7,7,32,14,20,9,6,0,34,29,27
"100271702",0,0,0,0,0,0,1,0,0,0,1,0
"100271715",3,1,8,1,2,0,5,7,5,0,1,1
"100271722",0,0,0,0,2,0,0,0,0,0,0,0
"100271835",0,0,0,0,0,0,0,0,0,0,0,0
"100271836",558,255,428,250,416,201,591,345,284,173,229,109
"100271846",0,0,0,1,0,0,0,0,0,1,0,0
"100271849",0,0,0,0,0,0,0,0,0,0,0,0
"100271873",10,9,0,2,3,3,12,5,4,5,1,1
"100271874",0,0,0,1,1,0,0,0,0,0,0,0
"100271927",0,0,3,0,0,0,1,1,3,0,0,0
"100272147",6,5,4,11,10,12,13,5,1,9,7,12
"100272216",16,22,6,1,4,4,2,6,9,1,0,6
"100272217",3,3,0,0,0,1,3,6,0,1,3,0
"100272228",6,7,3,1,3,5,11,11,27,4,6,4
"100286844",5,2,9,5,15,2,7,8,6,5,20,1
"100286922",0,0,0,0,0,0,0,0,0,0,0,0
"100286938",9,10,12,7,9,11,14,14,15,10,8,4
"100286979",0,0,0,1,1,1,15,8,1,5,5,6
"100287015",3,0,5,4,7,2,3,2,20,2,0,0
"100287029",0,0,6,0,45,6,0,0,0,5,3,15
"100287042",213,110,118,68,75,67,61,66,53,34,49,14
"100287072",2,1,6,0,5,2,0,0,0,0,0,0
"100287098",1,0,0,1,0,0,2,1,0,0,0,0
"100287102",0,0,0,0,0,0,0,0,0,1,0,0
"100287166",1,2,0,0,0,0,0,0,0,0,0,1
"100287171",16,18,23,17,18,22,16,17,3,12,20,24
"100287175",0,0,0,0,0,0,0,0,0,0,0,1
"100287177",1,3,4,1,1,0,2,1,2,0,0,1
"100287216",2,0,0,6,0,1,0,4,0,5,16,6
"100287226",0,0,1,2,0,0,0,0,0,1,0,1
"100287227",10,36,31,13,9,18,19,8,16,12,16,12
"100287284",0,0,2,0,2,0,1,2,0,1,2,2
"100287314",0,2,0,0,0,0,0,0,0,0,0,0
"100287362",0,0,0,0,0,0,0,0,0,0,0,0
"100287413",0,0,0,0,0,0,0,0,0,0,0,0
"100287467",110,87,31,38,13,16,19,24,23,28,2,7
"100287477",0,0,0,0,0,0,2,0,1,0,0,0
"100287482",0,0,0,3,6,2,0,0,0,0,1,0
"100287497",113,34,85,40,96,63,94,66,52,29,78,38
"100287559",62,100,123,59,56,64,30,33,18,32,32,22
"100287569",2,6,29,10,0,3,2,2,0,6,0,1
"100287596",0,0,0,1,0,0,0,1,0,0,0,0
"100287616",0,6,2,7,7,7,9,13,11,14,43,21
"100287632",0,1,0,0,0,0,0,1,5,0,0,0
"100287718",0,0,0,0,0,0,0,0,0,0,0,0
"100287722",20,6,81,31,37,43,25,23,14,18,40,26
"100287765",6,4,1,4,12,8,5,7,1,9,17,4
"100287808",0,0,0,0,0,0,0,2,1,0,0,0
"100287814",0,0,1,0,2,0,2,0,0,1,0,1
"100287852",0,1,0,1,3,1,5,3,4,4,5,5
"100287879",0,0,0,0,0,0,0,0,4,0,0,0
"100287896",0,0,1,3,13,1,1,0,16,2,9,4
"100287898",0,0,0,0,0,1,2,0,2,0,1,2
"100287902",5,3,17,3,2,3,5,2,0,0,5,0
"100287922",0,0,0,0,0,0,1,3,0,0,0,2
"100287932",208,198,141,213,205,245,85,65,34,155,257,176
"100287934",3,5,6,4,15,0,12,4,1,4,9,6
"100287944",0,1,0,0,0,0,1,0,0,1,2,0
"100287948",0,0,0,0,0,0,1,0,0,0,0,0
"100288069",26,13,31,15,25,13,14,9,42,10,19,10
"100288077",0,0,0,0,0,0,0,0,0,0,0,0
"100288079",0,0,0,0,0,0,0,0,0,0,0,0
"100288102",9,2,7,11,6,4,3,2,7,3,8,7
"100288122",2,2,0,7,9,4,53,20,17,8,23,4
