"","Mean","SD","Range","pANOVA","Mean_Breast","Mean_CNS","Mean_Colon","Mean_Blood","Mean_Skin","Mean_Lung","Mean_Ovary","Mean_Prostate","Mean_Kidney"
"5151_PDE8A",6.57616666666667,0.60413852847002,2.74,0.000770057645825396,6.122,6.69333333333333,6.82857142857143,5.96,6.849,7.11555555555556,6.34,6.655,6.2525
"5157_PDGFRL",3.4125,0.611069151957924,2.72,0.0942622885917442,3.348,3.86833333333333,3.4,2.93833333333333,3.805,3.35222222222222,3.38142857142857,3.165,3.14375
"5158_PDE6B",3.09266666666667,0.529380407475767,2.92,0.135747568993281,2.974,2.935,2.89571428571429,3.42833333333333,2.89,3.13555555555556,3.58142857142857,2.87,3.03875
"5159_PDGFRB",2.43333333333333,0.47901617631886,2.69,0.261449994478533,2.72,2.83833333333333,2.22,2.35,2.242,2.47111111111111,2.33,2.65,2.4325
"5165_PDK3",4.122,0.410005374086317,2.59,0.00274596679995434,3.996,4.545,4.43428571428571,4.11833333333333,4.298,3.89888888888889,3.93857142857143,3.99,3.8375
"5166_PDK4",3.74133333333333,0.491167639118778,3.56,0.58286943414307,3.548,3.69666666666667,3.64857142857143,3.615,3.961,3.98555555555556,3.69,3.74,3.5675
"5168_ENPP2",2.988,0.619479825528877,3.28,6.08808414768577e-05,2.91,3.62166666666667,2.66714285714286,2.71666666666667,3.698,2.75111111111111,2.68285714285714,2.65,2.77625
"5170_PDPK1",6.89666666666667,0.500134445201324,2.25,0.575277054777109,6.79,6.985,7.05428571428571,7.06833333333333,7.041,6.75222222222222,6.93428571428571,6.355,6.715
"5172_SLC26A4",3.48966666666667,0.612372343436287,4.22,0.252736660807153,3.44,3.27833333333333,3.33571428571429,3.93833333333333,3.86,3.29444444444444,3.25285714285714,3.34,3.47875
"5176_SERPINF1",6.775,0.546863165731518,2.57,0.000694898384122909,6.564,6.48166666666667,6.80142857142857,7.00833333333333,7.454,6.49555555555556,6.64,6.485,6.585
"5178_PEG3",2.8835,0.367094986091555,2.13,0.513265577928065,2.812,2.94333333333333,2.80857142857143,2.88333333333333,2.856,3.16111111111111,2.74714285714286,2.905,2.785
"5184_PEPD",5.95983333333333,0.403100238476594,2.02,4.57304927274504e-06,5.638,5.88,5.94142857142857,5.7,6.543,5.85555555555556,5.93285714285714,6.27,5.76625
"5191_PEX7",3.89683333333333,0.649626989886274,4.23,0.00127462422551289,3.738,3.59,4.9,3.875,3.935,3.93222222222222,3.64285714285714,3.84,3.51375
"5193_PEX12",4.60716666666667,0.839400697565499,4.42,0.518039010620411,4.184,4.38666666666667,4.54142857142857,5.30166666666667,4.708,4.77222222222222,4.32428571428571,4.33,4.57875
"5194_PEX13",5.04783333333333,0.437384722504371,2.28,0.0226968113858472,4.86,5.275,5.32714285714286,5.11,4.631,5.19444444444444,5.08,4.765,5.1025
"5196_PF4",2.95633333333333,0.384121126141251,3.04,0.66165923735275,2.848,2.79,2.94571428571429,3.08666666666667,2.92,3.18777777777778,2.86142857142857,2.88,2.9475
"5203_PFDN4",7.431,0.355869429492697,2.17,0.16174106602947,7.454,7.30166666666667,7.21857142857143,7.23833333333333,7.444,7.70333333333333,7.48714285714286,7.685,7.40875
"5204_PFDN5",9.4495,0.48115477266077,2.61,0.0151785812768102,9.1,8.83333333333333,9.40142857142857,9.47833333333333,9.524,9.60555555555556,9.73857142857143,9.765,9.55
"5207_PFKFB1",8.13883333333333,0.631272837591026,2.84,0.72808937848336,8.024,7.88666666666667,7.95285714285714,8.08666666666667,8.123,8.21222222222222,8.42428571428571,8.795,8.125
"5209_PFKFB3",6.55283333333333,1.04073489626023,5.2,0.0625111671508354,6.718,6.985,5.63571428571429,6.12833333333333,6.676,6.42222222222222,6.30714285714286,6.575,7.44875
"5213_PFKM",6.93516666666667,0.633431578761078,3.03,0.00305011036907902,6.726,6.54166666666667,7.20714285714286,6.505,7.592,6.86555555555556,6.54571428571429,7.135,6.99375
"5217_PFN2",8.2155,1.76980648659677,7.04,5.50823917946232e-09,8.118,9.6,7.40571428571429,4.46,8.263,9.20777777777778,8.56285714285714,9.185,9.04125
"5218_CDK14",4.44833333333333,1.08634227940488,3.66,0.0243265238391915,4.182,5.70333333333333,3.51857142857143,4.32166666666667,4.153,4.58888888888889,4.22285714285714,4.615,4.94875
"5226_PGD",9.2065,0.66237841864868,3.24,0.00734430693845962,8.914,9.27666666666667,9.50714285714286,9.33333333333333,8.612,9.82444444444444,9.18428571428571,9.02,9.0925
"5228_PGF",5.28433333333333,0.457381518108619,2.6,0.183215660937857,5.482,5.47333333333333,5.14571428571429,4.99333333333333,5.559,5.07111111111111,5.36714285714286,5.135,5.22
"5230_PGK1",7.57433333333333,0.748576879574014,3.43,0.0112511319460552,7,8.22666666666667,7.41285714285714,7.53,8.146,7.35222222222222,7.06714285714286,7.905,7.515
"5236_PGM1",7.13316666666667,0.788718101058834,4.86,0.00390090833224411,6.628,7.48833333333333,6.79714285714286,6.235,7.783,6.99555555555556,7.24714285714286,7.295,7.3525
"5238_PGM3",3.23766666666667,0.392451515591921,2.29,0.00433122442433733,3.316,3.83166666666667,3.16,3.045,3.098,3.15888888888889,3.19428571428571,2.85,3.35375
"5243_ABCB1",3.42466666666667,0.547612589357293,3.84,0.38759315219556,3.288,3.31666666666667,3.51285714285714,3.49,3.247,3.22,3.77428571428571,3.1,3.6925
"5244_ABCB4",3.23933333333333,0.316917711966675,2.17,0.606432427045121,3.134,3.22333333333333,3.25428571428571,3.34166666666667,3.399,3.09222222222222,3.14285714285714,3.195,3.28875
"5252_PHF1",7.28666666666667,0.361473756773792,2.05,0.0773570371504677,7.588,7.40833333333333,7,7.09833333333333,7.206,7.38222222222222,7.47,7.385,7.2075
"5253_PHF2",5.12533333333333,0.452520124720256,2.18,0.0132933168872531,5.18,5.64,5.29428571428571,5.35,4.833,5.12222222222222,4.88,5.21,4.95125
"5264_PHYH",5.71766666666667,0.762627853502515,3.41,0.00217398897724077,5.572,5.27666666666667,5.65571428571429,4.95,5.786,6.46666666666667,5.41571428571429,5.44,6.175
"5265_SERPINA1",5.5905,1.15630097688817,7.14,0.502443695092547,5.77,4.98666666666667,5.49571428571429,6.42166666666667,5.295,5.43333333333333,5.40857142857143,6.44,5.88375
"5266_PI3",6.04666666666667,0.57537214682728,3.77,0.033513313408503,6.028,5.83666666666667,6.07428571428571,5.99333333333333,5.857,6.07333333333333,6.27142857142857,7.46,5.88875
"5268_SERPINB5",3.5575,1.09107414808077,4.81,2.35051135662632e-05,3.08,3.00833333333333,5.22,3.25666666666667,3.08,3.99,3.20571428571429,5.035,3.0875
"5269_SERPINB6",7.76416666666667,0.732801200101403,3.4,0.00077257524857193,7.838,7.98,8.04714285714286,6.49666666666667,7.641,7.81888888888889,7.9,8.42,8.06875
"5270_SERPINE2",6.789,2.06445683749947,7.25,0.000110415502546263,5.912,7.655,5.48857142857143,4.74333333333333,9.298,6.52111111111111,6.21142857142857,6.83,7.02
"5274_SERPINI1",3.67683333333333,0.560721362467744,2.23,0.139378040207602,3.656,3.63666666666667,3.95428571428571,4.15166666666667,3.608,3.72444444444444,3.36428571428571,4.015,3.3425
"5275_SERPINB13",3.62083333333333,0.374067390224514,2.36,0.913044400868824,3.666,3.76833333333333,3.63714285714286,3.73,3.66,3.59555555555556,3.48714285714286,3.45,3.525
"5281_PIGF",6.606,0.643915985676835,3,0.0358039348514964,5.928,6.39166666666667,6.69714285714286,6.62666666666667,6.763,7.17444444444444,6.51571428571429,6.635,6.33125
"5283_PIGH",5.65916666666667,0.565038746734005,2.55,2.31406431353685e-05,5.586,5.47,5.50428571428571,5.73333333333333,6.358,5.61777777777778,5.75428571428571,5.785,4.985
"5286_PIK3C2A",4.46616666666667,0.615371161711911,3.66,0.11899688487204,4.036,4.83333333333333,4.68571428571429,3.935,4.454,4.57111111111111,4.58142857142857,3.91,4.60125
"5287_PIK3C2B",5.16183333333333,0.508042076419296,2.52,0.000951397283490676,5.124,4.74,5.90571428571429,5.04,5.101,5.33777777777778,5.06428571428571,5.08,4.92625
"5289_PIK3C3",4.13866666666667,0.374195030570897,2.13,0.00133604497783457,4.42,3.94666666666667,4.02285714285714,4.13,4.561,4.03111111111111,3.93142857142857,3.86,4.05875
"5292_PIM1",7.23783333333333,0.524107285131283,3.22,0.0273439486644543,7.358,7.53,7.14857142857143,7.64833333333333,6.789,7.32444444444444,6.96714285714286,7.4,7.37375
"5294_PIK3CG",3.37683333333333,0.495551367864211,2.79,3.48334900166818e-13,3.164,3.23166666666667,3.22,4.64833333333333,3.249,3.20111111111111,3.34428571428571,3.07,3.265
"5304_PIP",3.65516666666667,0.661407056044393,5.29,0.178027153964357,4.594,3.465,3.59714285714286,3.64833333333333,3.593,3.55777777777778,3.53,3.57,3.585
"5307_PITX1",6.76,0.864528871404261,3.41,2.50637600327017e-05,7.774,6.97333333333333,7.06857142857143,6.22833333333333,5.843,6.72888888888889,7.44714285714286,7.495,6.49125
"5308_PITX2",3.624,0.53204816909495,3.22,0.00163452651361584,3.474,3.93833333333333,4.33285714285714,3.29666666666667,3.307,3.51777777777778,3.50714285714286,3.57,3.73875
"5315_PKM",11.3593333333333,0.480310163443732,2.7,0.000684142686318389,11.084,11.7083333333333,11.4,10.59,11.498,11.2922222222222,11.5171428571429,11.495,11.54125
"5317_PKP1",5.41033333333333,0.580321263061747,4.07,0.00185053411529961,5.364,5.19,5.58285714285714,5.285,5.305,5.21888888888889,5.34857142857143,7.16,5.51125
"5320_PLA2G2A",5.37,0.795559711295945,6.35,0.484514070993966,5.336,5.20333333333333,6.14142857142857,5.36333333333333,5.238,5.25,5.27,5.335,5.2425
"5327_PLAT",5.6295,1.00007020939973,4.76,0.000834205099888303,5.556,6.2,4.94142857142857,4.97,6.76,5.62777777777778,5.24285714285714,5.765,5.2375
"5328_PLAU",6.14783333333333,1.69382837029688,5.81,1.89667862228067e-06,6.142,7.59333333333333,5.10714285714286,4.76666666666667,4.496,6.56777777777778,6.61714285714286,8.64,7.5725
"5329_PLAUR",7.34716666666667,0.677135270932805,2.74,0.0221407638329389,7.338,8.15166666666667,7.20857142857143,6.71,7.191,7.48333333333333,7.11428571428571,7.5,7.55625
"5332_PLCB4",2.66066666666667,0.483286302017256,2.72,2.17143346421615e-07,2.48,2.49166666666667,2.38142857142857,2.38833333333333,2.537,2.47333333333333,2.90428571428571,2.635,3.5075
"5336_PLCG2",5.70833333333333,0.421523333759775,2.4,0.00671244414360414,5.496,5.36166666666667,5.95,6.22333333333333,5.686,5.58222222222222,5.83714285714286,5.44,5.6275
"5339_PLEC",8.68866666666667,0.812824050980966,3.56,0.000182511681296638,8.752,8.73166666666667,8.68714285714286,7.25666666666667,8.669,8.99333333333333,8.80857142857143,9.895,8.9675
"5341_PLEK",3.03216666666667,0.385324391916278,2.87,0.0173065752356874,3.082,2.82,3.00428571428571,3.57666666666667,2.936,2.94666666666667,2.86714285714286,2.95,3.1575
"5348_FXYD1",3.99616666666667,0.355876057584072,2.34,0.65627012317384,4.084,3.905,3.97142857142857,4.04333333333333,4.198,3.99,3.88714285714286,3.995,3.84625
"5349_FXYD3",7.65966666666667,0.485365375797037,2.23,0.417984733100517,7.838,7.545,7.43428571428571,7.43,7.798,7.81222222222222,7.57285714285714,8.19,7.6025
"5351_PLOD1",8.96616666666667,0.739743637835104,3.38,0.00160679508305603,9.08,9.65166666666667,8.59571428571429,8.01166666666667,9.439,8.76111111111111,9.02285714285714,9.01,9
"5352_PLOD2",6.00433333333333,1.63543843358792,6.51,0.000147775987963315,6.678,7.94833333333333,4.52,4.29166666666667,5.55,6.5,5.71,6.735,6.79375
"5354_PLP1",4.2575,1.99670544325362,6.39,7.09843484119747e-15,3.412,4.205,3.45,3.39,8.158,3.28,3.36285714285714,3.49,3.38125
"5355_PLP2",9.23316666666667,0.993694513072672,5.84,0.259137422790858,9.644,9.61,9.54,8.39666666666667,8.882,9.44555555555556,8.87714285714286,9.75,9.435
"5357_PLS1",4.08366666666667,0.445459072542848,2.5,0.0157505350676386,3.926,4.01,4.58,4.1,3.821,4.03222222222222,3.86428571428571,4.32,4.31
"5358_PLS3",7.86433333333333,1.05363513876945,4.29,5.48486940545142e-05,8.146,8.65833333333333,7.49285714285714,6.015,7.922,8.35333333333333,7.79,8.915,7.985
"5359_PLSCR1",6.40133333333333,1.15201145631466,6.02,0.0761715822931661,5.714,6.30333333333333,6.79285714285714,6.27,7.391,5.76,6.22,5.765,6.4625
"5360_PLTP",5.64666666666667,0.765647320382589,3.29,0.00312009020582917,5.436,4.96166666666667,5.29,5.44333333333333,6.416,5.32777777777778,5.81428571428571,5.77,5.97625
"5361_PLXNA1",6.47883333333333,0.448689586053397,2.21,6.32239755258076e-05,6.534,6.475,6.3,6.15833333333333,7.113,6.32888888888889,6.45142857142857,6.275,6.295
"5366_PMAIP1",3.45283333333333,0.799642063287401,3.39,0.522737426385096,3.394,3.29333333333333,3.38857142857143,3.98166666666667,3.05,3.62666666666667,3.25857142857143,3.505,3.73375
"5372_PMM1",7.28383333333333,0.47202805025336,3.04,0.00893092849949408,7.378,7.525,7.07285714285714,7.07,7.775,7.14,7.18714285714286,7.23,7.035
"5375_PMP2",3.66133333333333,0.579565783302587,2.96,0.00105071193174994,3.492,3.66166666666667,3.57142857142857,3.48833333333333,4.435,3.36888888888889,3.47,3.405,3.56875
"5376_PMP22",6.957,1.61122892354494,5.39,3.28823191981059e-07,7.114,9.09833333333333,5.95,5.43833333333333,8.602,6.72555555555556,5.77571428571429,6.7,6.575
"5387_PMS2P3",4.88266666666667,0.346810487333203,2.04,0.872605403676327,4.768,4.90666666666667,4.82714285714286,4.96666666666667,5.004,4.89222222222222,4.87285714285714,5.01,4.73625
"5393_EXOSC9",6.27483333333333,0.428234418880739,2.2,0.0237825650197844,6.074,6.44166666666667,6.38285714285714,6.83666666666667,6.071,6.18777777777778,6.18571428571429,6.01,6.25625
"5394_EXOSC10",6.22683333333333,0.599062803834334,3.15,0.533899260827308,6.078,6.535,6.07571428571429,6.65,6.31,6.02,6.09714285714286,6.01,6.2
"5396_PRRX1",3.36666666666667,0.827640441595849,3.98,0.00536448014244738,3.544,4.43333333333333,3.02857142857143,2.92,3.839,3.23,3.07857142857143,3.19,2.94625
"5412_UBL3",3.529,0.726544409971625,3.49,0.00838120690014849,4.05,3.56,3.44,3.145,4.239,3.18444444444444,3.52428571428571,3.2,3.1325
"5414_SEPT4",3.9005,0.531806722250207,3.38,0.116745504120077,3.752,4,3.75857142857143,3.78833333333333,4.42,3.74,3.76857142857143,3.815,3.795
"5420_PODXL",5.36783333333333,1.23788514522486,4.63,2.99894507106164e-06,5.322,5.30833333333333,5.8,4.47666666666667,4.261,5.74333333333333,7.31714285714286,5.47,4.96125
"5422_POLA1",5.6905,0.501869133458757,2.12,0.202322375552218,5.662,5.975,5.86428571428571,6.00833333333333,5.782,5.56222222222222,5.48428571428571,5.41,5.385
"5423_POLB",5.69216666666667,0.591585321057238,2.45,0.103713495554009,5.41,5.47333333333333,5.65285714285714,5.85333333333333,6.095,5.77,5.86285714285714,5.62,5.22375
"5430_POLR2A",8.58533333333333,0.416899234529655,2.15,0.654234892252776,8.432,8.55833333333333,8.78142857142857,8.68,8.616,8.70555555555556,8.55428571428572,8.39,8.36125
"5431_POLR2B",6.43983333333333,0.410702134079984,2.12,0.773641668405638,6.334,6.535,6.50428571428571,6.54333333333333,6.222,6.49222222222222,6.57428571428571,6.48,6.38625
"5435_POLR2F",9.2635,0.593729451027106,3.6,6.59712460522455e-05,9.076,9.00333333333333,9.18,9.48166666666667,10.057,9.10555555555556,9.21571428571429,9.03,8.77125
"5437_POLR2H",7.08416666666667,0.488610245237871,2.21,0.0802308836428834,7.24,6.86333333333333,7.23428571428571,7.46166666666667,7.191,7.09111111111111,6.94571428571429,7.32,6.65875
"5445_PON2",5.90783333333333,0.881287755131451,4.32,0.000111329718760449,5.3,6.06333333333333,5.72857142857143,4.565,6.198,6.47555555555556,5.68142857142857,5.875,6.54
"5446_PON3",4.95166666666667,0.599146756778497,3.07,0.245031694568677,5.3,4.70666666666667,5.08428571428571,4.79333333333333,4.772,5.34888888888889,4.66285714285714,5.165,4.8975
"5447_POR",6.902,0.470696562805899,2.16,0.191289272851807,6.804,6.76666666666667,7.34142857142857,6.55166666666667,6.928,6.99888888888889,6.77571428571429,6.895,6.91375
"5450_POU2AF1",2.66733333333333,0.636265232688133,4.97,0.0803738313532938,2.62,2.595,2.65142857142857,3.54666666666667,2.542,2.50222222222222,2.45,2.8,2.605
"5454_POU3F2",3.0355,0.587021857358778,2.68,8.18442918861828e-06,2.69,3.71333333333333,2.74142857142857,3.055,3.693,2.70666666666667,2.76857142857143,2.96,2.78625
"5464_PPA1",8.98483333333333,0.601321966457764,2.43,6.31921457111534e-06,8.658,8.575,9.60571428571428,9.68,8.438,9.02555555555556,9.17428571428571,9.345,8.81375
"5468_PPARG",3.9685,0.919026428494408,4.07,7.04051002165777e-05,3.744,3.31833333333333,5.05714285714286,3.39333333333333,3.412,4.16111111111111,3.77428571428571,5.525,4.335
"5473_PPBP",2.41516666666667,0.311102422867653,2.47,0.835949073373781,2.396,2.32833333333333,2.37571428571429,2.46,2.373,2.56777777777778,2.31428571428571,2.315,2.4875
"5476_CTSA",8.0965,0.662787705357365,2.81,8.6820390930986e-06,7.96,7.975,7.97285714285714,7.19833333333333,8.893,8.01,7.80142857142857,8.67,8.27125
"5479_PPIB",10.49,0.431956526375012,2.33,0.00295955496600566,10.234,10.7066666666667,10.8414285714286,10.5416666666667,10.651,10.5811111111111,10.2385714285714,9.74,10.245
"5480_PPIC",5.61816666666667,0.87410291382354,3.76,1.65837061603088e-05,6.136,6.25,5.72571428571429,4.205,5.153,5.73666666666667,6.10571428571429,4.86,5.9975
"5499_PPP1CA",8.31816666666667,0.589433775025866,3.23,0.0196413233551982,8.6,8.18333333333333,8.67428571428571,8.49666666666667,7.79,8.61888888888889,8.38714285714286,8.415,8.035
"5504_PPP1R2",4.94,0.555667258073494,2.54,0.0123729775075402,5.38,5.27833333333333,5.32571428571429,4.46833333333333,5.055,4.81444444444444,4.7,5,4.62
"5515_PPP2CA",6.4605,0.448728618299921,2.18,0.189552892215332,6.286,6.74666666666667,6.53142857142857,6.30166666666667,6.203,6.57777777777778,6.69571428571429,6.125,6.48
"5516_PPP2CB",7.13833333333333,0.653787314887146,3.18,0.094420017833321,7.174,7.54833333333333,6.99571428571429,6.56333333333333,6.909,7.07666666666667,7.64142857142857,7.22,7.26
"5520_PPP2R2A",7.6935,0.511328694577475,2.72,0.307925667422885,7.918,7.75333333333333,8.02857142857143,7.9,7.656,7.47555555555556,7.58857142857143,7.805,7.41625
"5523_PPP2R3A",3.47266666666667,0.451554252485627,2.19,1.01623709718919e-05,3.516,3.885,3.05142857142857,3.105,3.448,3.20666666666667,3.67428571428571,3.335,3.96875
"5527_PPP2R5C",5.28083333333333,0.466190081501522,2.23,0.00778371155123848,5.362,5.63,5.41571428571429,5.31666666666667,5.061,5.40222222222222,5.43714285714286,5.575,4.75125
"5529_PPP2R5E",5.40766666666667,0.472588855125362,2.33,0.564720274415112,5.614,5.39166666666667,5.11571428571429,5.375,5.28,5.49111111111111,5.67428571428571,5.46,5.39
"5530_PPP3CA",4.7765,0.700338477488455,3.22,0.119372338663728,4.978,5.13,4.84571428571429,4.32833333333333,4.378,4.76666666666667,4.72285714285714,4.475,5.2925
"5532_PPP3CB",4.83683333333333,0.721069101901832,3.83,0.263871740418904,5.006,5.305,4.66142857142857,5.03666666666667,4.389,4.82111111111111,4.64142857142857,5.5,4.96625
"5537_PPP6C",3.661,0.453265739394094,2.31,0.311913387138351,3.608,3.73833333333333,3.63285714285714,4,3.565,3.42111111111111,3.65714285714286,3.345,3.87875
"5547_PRCP",6.9255,0.486462237459987,2.34,0.498840789521104,7.024,7.085,6.75714285714286,6.535,6.989,6.88555555555556,7.11714285714286,6.74,7.02875
"5551_PRF1",6.96666666666667,0.615436090850142,4.9,0.195822449338282,6.962,6.84166666666667,7.06428571428571,7.72,6.891,6.79,6.85142857142857,6.82,6.84375
"5552_SRGN",3.875,1.94987917922094,6.58,0.0138331882697322,4.612,4.06,2.50142857142857,5.93666666666667,2.868,4.69666666666667,3.02714285714286,2.675,4.3075
"5553_PRG2",4.88766666666667,0.748882481936527,5.97,0.110873468049695,4.856,4.60666666666667,4.83285714285714,5.89333333333333,4.837,4.71222222222222,4.76857142857143,4.95,4.76125
"5557_PRIM1",5.9695,0.524156869390084,2.34,0.0324495146767964,5.792,5.60333333333333,6.40428571428571,6.445,5.899,6.01,5.79,6.17,5.7675
"5570_PKIB",4.536,1.04507432222931,4.98,0.439853077264248,4.984,4.2,4.78571428571429,4.85166666666667,4.238,4.38222222222222,4.28571428571429,6.035,4.4425
"5571_PRKAG1",7.372,0.384949039110198,2.06,0.0765428505823005,7.426,7.33333333333333,7.43,7.01666666666667,7.684,7.42555555555556,7.23571428571429,7.275,7.27625
"5576_PRKAR2A",5.09916666666667,0.593976235519218,2.94,0.898551592503803,5.132,5.47166666666667,5.02,4.90666666666667,5.17,5.08222222222222,5.09,5.055,4.9625
"5580_PRKCD",6.02266666666667,0.605536228721111,2.77,2.3199317996285e-06,5.894,5.52,5.97285714285714,6.015,6.938,5.65222222222222,5.83571428571429,5.985,5.975
"5581_PRKCE",4.7715,0.500700610839367,2.6,0.0188074420027597,4.746,4.50166666666667,4.49428571428571,4.83,5.094,4.66555555555556,4.52571428571429,4.44,5.2025
"5583_PRKCH",3.1075,0.639320680256309,3.2,0.498563964478837,2.93,3.00333333333333,3.16571428571429,3.67833333333333,3.002,3.27111111111111,2.97571428571429,3.095,2.88375
"5585_PKN1",5.2585,0.408315369142488,2.07,0.429725199497819,5.29,5.38833333333333,5.13428571428571,5.48166666666667,4.993,5.32222222222222,5.21571428571429,5.365,5.35375
"5586_PKN2",3.01883333333333,0.427222371607878,2.45,0.0601387777006136,3.176,3.14333333333333,3.00142857142857,2.50166666666667,2.895,3.11444444444444,3.29571428571429,3.1,3.015
"5588_PRKCQ",3.62616666666667,0.431143893030129,2.44,1.74695697214835e-09,3.482,3.53666666666667,3.54571428571429,4.65333333333333,3.46,3.46333333333333,3.59285714285714,3.415,3.55625
"5590_PRKCZ",4.871,0.556577617289625,2.34,0.000233431722993171,4.584,4.33666666666667,5.49714285714286,4.435,5,4.79,5.29428571428571,5.11,4.73
"5591_PRKDC",6.07483333333333,0.528494797904794,2.76,0.887408235128226,6.046,5.915,6.11571428571429,6.01833333333333,6.024,6.16222222222222,6.28857142857143,5.595,6.1175
"5596_MAPK4",3.57716666666667,0.37844952047535,2.3,0.0807616040943411,3.4,3.35666666666667,3.46571428571429,3.85666666666667,3.842,3.47,3.53428571428571,3.785,3.51625
"5603_MAPK13",3.6285,0.932552220558075,3.66,9.80639933218073e-06,4.416,3.09,5.12571428571429,3.30166666666667,3.033,3.66333333333333,3.45428571428571,3.675,3.32125
"5606_MAP2K3",7.26,0.433613121322511,2.18,0.00404964163632246,7.218,7.1,7.33142857142857,6.835,7.725,7.22333333333333,7.04857142857143,7.35,7.285
"5608_MAP2K6",4.29116666666667,0.505126571373299,2.54,0.258051665012846,3.996,3.99,4.64142857142857,4.29333333333333,4.524,4.30222222222222,4.25285714285714,4.155,4.1575
"5610_EIF2AK2",7.25,0.644325951831361,3.27,0.521915539164283,7.17,7.635,7.27428571428571,7.15,7.187,7.48555555555556,6.92857142857143,6.635,7.31375
"5618_PRLR",5.8525,0.304071941755092,2.6,0.105450076005597,6.296,5.75833333333333,5.80285714285714,5.77166666666667,5.854,5.76222222222222,5.84714285714286,5.77,5.875
"5621_PRNP",5.95,1.23037130953303,5.68,0.00222100081091488,5.618,6.64,5.64857142857143,4.29,6.753,6.56555555555556,5.45428571428571,5.795,5.925
"5625_PRODH",7.316,0.411768406193315,2.71,0.645903302999368,7.428,7.22833333333333,7.39142857142857,7.22333333333333,7.305,7.16444444444444,7.58428571428571,7.5,7.21875
"5627_PROS1",4.0225,0.58605149597301,2.53,8.53525012240528e-05,3.518,3.85666666666667,4.10857142857143,3.67,4.81,3.93,3.72714285714286,3.99,4.0375
"5629_PROX1",3.23183333333333,0.395369347451158,2.91,0.0269428151545443,3.124,3.16,3.79,3.185,3.22,3.13777777777778,3.11571428571429,3.145,3.14375
"5631_PRPS1",7.13316666666667,0.622287991715065,3.65,0.321117944054985,6.826,7.47666666666667,6.94428571428571,7.42333333333333,6.935,7.18,6.84857142857143,7.33,7.41
"5634_PRPS2",6.7015,0.564569207299254,2.93,0.654965164610282,6.296,6.91666666666667,6.86,6.77,6.704,6.84111111111111,6.46428571428571,6.495,6.7025
"5635_PRPSAP1",6.50466666666667,0.491595350568499,2.28,0.34667891849175,6.24,6.51833333333333,6.42428571428571,6.22166666666667,6.389,6.64777777777778,6.79571428571429,6.345,6.71125
"5636_PRPSAP2",4.0655,0.496971932502144,2.43,0.939649605550416,3.998,3.97,4.20714285714286,4.11666666666667,4.04,4.24666666666667,3.92,4.095,3.965
"5641_LGMN",7.19666666666667,0.559968723904659,3.87,0.941807648907097,7.156,6.98166666666667,7.45,7.11333333333333,7.23,7.09333333333333,7.24,7.125,7.27875
"5646_PRSS3",6.32016666666667,0.648438781310422,3.23,4.20423378915825e-08,6.03,6.30166666666667,7.47285714285714,6.12,5.992,6.09,6.15714285714286,7.565,6.1575
"5649_RELN",3.45216666666667,0.505971432390684,2.68,0.000277592318101865,3.252,3.14833333333333,3.32571428571429,3.91666666666667,3.238,3.19222222222222,3.42714285714286,4.04,4.0025
"5651_TMPRSS15",2.373,0.407615222350105,3.16,0.401067150644831,2.26,2.29666666666667,2.31857142857143,2.35,2.711,2.31666666666667,2.30428571428571,2.24,2.3
"5652_PRSS8",5.94333333333333,0.775485996697198,3.71,0.0415375802168973,6.156,5.63666666666667,6.89,5.68,5.654,5.98666666666667,6.06857142857143,5.645,5.6875
"5653_KLK6",6.431,1.03645206418625,5.66,7.65005814968572e-07,6.166,6.45833333333333,8.49857142857143,6.17833333333333,6.119,6.26666666666667,6.11142857142857,5.86,5.95375
"5654_HTRA1",5.72883333333333,1.6742446732747,6.34,0.00737935953189148,6.264,6.93333333333333,4.41428571428571,3.92833333333333,6.699,5.67555555555556,5.41142857142857,6.455,5.935
"5655_KLK10",3.16133333333333,1.00841117970034,4.82,7.54014987380103e-05,2.94,3.00166666666667,4.9,2.80833333333333,2.777,2.86777777777778,3.53285714285714,2.73,2.75625
"5657_PRTN3",5.08283333333333,0.940425600850202,7.57,0.293455885765304,4.914,4.77166666666667,5.05428571428571,6.185,5.018,4.94555555555556,4.89428571428571,5.115,5.0125
"5660_PSAP",9.57216666666667,0.577534478145095,2.63,0.000337872162220475,9.052,9.355,9.36714285714286,9.165,10.264,9.71777777777778,9.41,9.53,9.66875
"5664_PSEN2",6.03633333333333,0.607567996241159,3.74,0.0361234670992276,6.048,5.885,5.73142857142857,5.87666666666667,6.616,6.23555555555556,5.75714285714286,6.18,5.78875
"5682_PSMA1",9.47233333333333,0.466895141810587,2.24,0.0132109391757816,8.846,9.42,9.75285714285714,9.52833333333333,9.264,9.78333333333333,9.46857142857143,9.56,9.5075
"5686_PSMA5",7.01383333333333,0.42650766149125,2.22,0.652294558588591,6.844,7.19666666666667,7.01142857142857,7.25,6.848,6.96555555555556,7.00857142857143,6.84,7.1175
"5687_PSMA6",7.18333333333333,0.478509928227649,2.31,0.00103541678396008,7.028,6.77333333333333,7.16,7.55333333333333,6.855,7.34333333333333,7.58857142857143,7.755,7.06375
"5696_PSMB8",7.66766666666667,0.895147685318503,3.82,0.0832549096323148,7.252,7.70833333333333,7.69,8.24333333333333,7.809,7.12888888888889,7.27714285714286,7.19,8.33625
