ID	Symbol	chromosome	Length
66525	Timm50	7	1179
66526	Tceanc2	4	6243
66528	Smim5	11	940
66530	Ubxn6	17	1702
66531	Cmc2	8	1440
66532	Rep15	6	982
66533	2310050C09Rik	3	1067
66536	Nipsnap3b	4	1507
66537	Pomp	5	734
66538	Rps19bp1	15	830
66540	Fam107b	2	3148
66541	Immp1l	2	955
66548	Adamtsl5	10	3559
66549	Aggf1	13	3254
66552	Sppl2a	2	5612
66556	Drap1	19	1020
66557	Bpifb2	2	1730
66559	Metap1d	2	1259
66561	2310042E22Rik	16	1286
66566	Ntpcr	8	1155
66568	Rwdd3	3	1696
66569	Gdpd1	11	2484
66570	Cenpm	15	1328
66573	Dzip1	14	4476
66576	Uqcrh	4	546
66578	Mis18a	16	1300
66580	Esf1	2	3392
66583	Exosc1	19	1622
66585	Snrnp40	4	1588
66586	Crls1	2	2054
66587	Fastk	5	1840
66588	Cmpk1	4	1880
66589	Ube2v1	2	1950
66590	Farsa	8	1829
66591	Mad2l1bp	17	1272
66592	Stoml2	4	1548
66593	Diablo	5	1939
66594	Uqcr11	10	436
66595	Aste1	9	2824
66596	Gtf3a	5	1298
66597	Trim13	14	1698
66598	3110001I22Rik	16	1611
66599	Rdm1	11	1098
66601	Tmigd1	11	1366
66602	1700020I14Rik	2	1549
66603	Gemin2	12	1106
66605	1700017N19Rik	10	1690
66606	Lrrc57	2	2115
66607	Ms4a4d	19	1464
66609	Cryzl1	16	1792
66610	Abi3	11	4075
66611	Ribc1	X	1506
66612	Ormdl3	11	2023
66614	Gpatch4	3	2250
66615	Atg4b	1	2964
66616	Snx9	17	2037
66617	Ntmt1	2	1217
66618	Snrnp27	6	836
66620	2610207O16Rik	1	461
66622	Ubr7	12	3247
66624	Spcs2	7	2815
66625	Pnisr	4	4545
66626	Cdip1	16	3898
66627	Ogfod2	5	1548
66628	Thg1l	11	3968
66629	Golph3	15	2608
66631	Hiatl1	13	3472
66632	Dph6	2	2700
66634	Mcm8	2	3472
66637	Tsen15	1	1132
66641	Sike1	3	2798
66642	Ctnnbl1	2	2731
66643	Lix1	17	3103
66645	Pspc1	14	2375
66646	Rpe	1	2630
66647	Ndnl2	7	1391
66648	Tpgs2	18	6805
66650	Nepn	10	1823
66653	Brf2	8	1383
66654	Tex12	9	617
66656	Eef1d	15	3009
66658	Ccdc51	9	2397
66659	Acp6	3	1756
66660	Sltm	9	3783
66661	Srp72	5	3605
66662	Fbxl12os	9	2355
66663	Uba5	9	2402
66664	Tmem41a	16	1359
66665	Msantd3	4	1841
66667	Hspbap1	16	4606
66671	Ccnh	13	1976
66673	Sorcs3	19	5634
66674	Spryd7	14	1690
66676	Tmed7	18	3452
66679	Rae1	2	1742
66680	Oser1	2	1562
66681	Pgm1	5	2176
66682	Trappc5	8	2034
66684	Tceal8	X	2358
66686	Dcbld1	10	3025
66687	Tbc1d15	10	3779
66689	Klhl28	12	2854
66690	Tmem186	16	2878
66691	Gapvd1	2	5950
66694	Uqcrfs1	13	1313
66695	Aspn	13	2351
66696	Snx31	15	2695
66700	Chmp3	6	2592
66701	Spryd4	10	1568
66704	Rbm4b	19	1830
66705	Dnase1l2	17	1236
66706	Ndufaf3	9	1067
66707	Nkapl	13	1455
66708	Krtap3-2	11	1031
66711	Sbds	5	1479
66712	Spesp1	9	3013
66713	Actr2	11	3669
66714	4921524J17Rik	8	1595
66715	Henmt1	3	2131
66716	Ccer1	10	1868
66717	Ccdc96	5	3584
66720	Klhl10	11	2012
66722	Spag16	1	4892
66724	Tab3	X	6364
66725	Lrrk2	15	8230
66727	Hrasls5	19	1044
66729	Ankrd61	5	1496
66730	4921531C22Rik	2	1905
66732	4921530L21Rik	14	1156
66733	Kcng4	8	3806
66734	Map1lc3a	2	1045
66736	Emc2	15	1245
66737	4921534H16Rik	9	2838
66740	4931417E11Rik	6	1095
66742	Cypt1	X	673
66743	Rnf220	4	2891
66745	Trpd52l3	19	2231
66747	4933400A11Rik	X	1230
66748	Erich2	2	1749
66752	4933404O12Rik	5	3970
66753	Erlec1	11	3501
66755	4933415F23Rik	1	1780
66756	4933411K20Rik	8	4523
66757	Adat2	10	1453
66758	Zfp474	18	1930
66760	Sox5os3	6	904
66761	4933417A18Rik	13	1044
66763	4933425L06Rik	13	2157
66765	4933411K16Rik	19	1401
66766	Tmem239	2	1139
66768	Pacrgl	5	1464
66769	4933427E11Rik	15	1214
66770	4933429O19Rik	14	1629
66771	Gid4	11	4400
66772	Asb17	3	1048
66773	Gm17019	5	1171
66775	Ptplad2	4	2089
66776	Pisd-ps3	Y	2863
66779	4933432I09Rik	16	1536
66780	4933436I01Rik	X	1426
66784	Fam187a	11	1563
66785	4933433G08Rik	9	1846
66786	Olfr701	7	3063
66787	Gskip	12	2786
66789	Alg14	3	910
66790	Grtp1	8	1310
66793	Efcab1	16	1128
66795	Atg10	13	1609
66797	Cntnap2	6	7139
66799	Ube2w	1	4224
66801	Prkrip1	5	1654
66805	Tspan1	4	1971
66808	9030624G23Rik	12	2268
66809	Krt20	11	1930
66810	Rbm22	18	2079
66811	Duoxa2	2	1592
66812	Ppcdc	9	2755
66813	Bcl2l14	6	2220
66815	Ccdc109b	3	1318
66816	Thap2	10	3408
66817	Tmem170	8	1943
66818	Smim7	8	2842
66821	Bcs1l	1	1829
66822	Fbxo25	8	2008
66824	Pycard	7	2135
66825	Rnf186	4	1255
66826	Taz	X	1833
66827	Ttc1	11	1432
66830	Nacc1	8	4304
66832	Rsph3a	17	1960
66834	Acot13	13	686
66835	Snord123	15	88
66836	Tmem223	19	748
66838	0610009L18Rik	11	619
66839	0610009O20Rik	18	2404
66840	Wdr45b	11	2344
66841	Etfdh	3	2281
66844	Ormdl2	10	2055
66845	Mrpl33	5	466
66847	Hint3	10	696
66848	Fuca2	10	3954
66849	Ppp1r2	16	4074
66853	Pnpla2	7	2717
66854	Trim35	14	3684
66855	Tcf25	8	3879
66857	Plbd1	6	1974
66859	Slc16a9	10	3563
66860	Tanc1	2	7939
66861	Dnajc10	2	4054
66863	Lztr1	16	3108
66864	Clec14a	12	4539
66865	Pmpca	2	3125
66866	Nhlrc2	19	3934
66867	Hmg20a	9	3541
66868	Mfsd1	3	2978
66869	Zfp869	8	3491
66870	Serbp1	6	6685
66871	Cpne8	15	3715
66873	Tril	6	5358
66874	1200014J11Rik	11	6284
66875	Swt1	1	3668
66877	Crnkl1	2	3111
66878	Riok3	18	3661
66880	Rsrc1	3	3232
66881	Pcyox1	6	4291
66882	Bzw1	1	2833
66884	Appbp2	11	2405
66885	Acadsb	7	3348
66887	Lonp2	8	2944
66889	Rnf128	X	3294
66890	Lman2	13	4315
66892	Eif4e3	6	2513
66894	Wwp2	8	4281
66895	Pxdc1	13	1872
66897	Naa16	14	3875
66898	Baiap2l1	5	3248
66899	Fip1l1	5	3082
66901	Proz	8	2398
66902	Mtap	4	2558
66904	Pccb	9	2291
66905	Plin3	17	2159
66910	Tmem107	11	1265
66911	Nudt16l1	16	1269
66912	Bzw2	12	1871
66913	Kdelr2	5	1850
66914	Vps28	15	885
66915	Myeov2	1	711
66916	Ndufb7	8	533
66917	Chordc1	9	2205
66921	Prpf38b	3	3003
66922	Rras2	7	2275
66923	Pbrm1	14	8117
66925	Sdhd	9	1285
66926	Trmt6	2	2820
66928	Tmem261	4	722
66929	Asf1b	8	1599
66930	Fank1	7	1974
66931	1700010I14Rik	17	1878
66932	Rexo1	10	5249
66934	Dsn1	2	2283
66935	Cir1	2	1945
66938	Sh3d21	4	2328
66939	Aagab	9	2600
66940	Shisa5	9	2065
66942	Ddx18	1	2249
66943	Pqlc1	18	4866
66945	Sdha	13	2859
66948	Acad8	9	2864
66949	Trim59	3	2920
66950	Tmem206	1	4204
66952	2310030G06Rik	9	1242
66953	Cdca7	2	2361
66957	Serpinb11	1	1699
66958	Tmx2	2	2287
66959	Dusp26	8	1747
66960	Fam188a	2	2333
66961	Neat1	19	3177
66962	Swsap1	9	1846
66964	Golt1b	6	2796
66965	Ctu2	8	3066
66966	Trit1	4	2059
66967	Edem3	1	6604
66968	Plin5	17	2039
66970	Ssbp2	13	6656
66971	Cdk5rap1	2	1970
66972	Slc25a23	17	3362
66973	Mrps18b	17	1053
66975	Trappc13	13	4833
66977	Nuf2	1	2405
66978	Luc7l	17	6636
66979	Pole4	6	1694
66980	Zdhhc6	19	2289
66983	Zfp830	11	3278
66985	Rassf7	7	1525
66988	Lap3	5	2267
66989	Kctd20	17	2400
66990	Tmem134	19	1517
66991	Khdc3	9	1686
66993	Smarcd3	5	1725
66994	Cep19	16	1701
66995	Zcchc18	X	3327
66996	Ceacam11	7	1011
66997	Psmd12	11	1723
66998	Psmd5	2	2042
66999	Med28	5	4568
67000	Prl3a1	13	1282
67003	Uqcrc2	7	1882
67005	Polr3k	2	2921
67006	Cisd2	3	2869
67008	Yae1d1	13	3436
67009	Ttc23	7	4949
67010	Rbm7	9	1915
67011	Mettl6	14	1905
67013	Oma1	4	1866
67014	Mina	16	2149
67015	Ccdc91	6	2459
67016	Tbc1d2b	9	5934
67017	Fam210b	2	3605
67019	Actr6	10	1703
67020	Tmem88	11	1585
67023	Use1	8	1085
67025	Rpl11	4	594
67026	Thap4	1	2160
67027	Mkrn2	6	2240
67028	2610002M06Rik	X	5841
67030	Fancl	11	1782
67031	Upf3a	8	1401
67035	Dnajb4	3	2797
67036	Mrpl45	11	2431
67037	Pmf1	3	992
67038	2010109I03Rik	15	1887
67039	Rbm25	12	4244
67040	Ddx17	15	7071
67041	Oxct1	15	3482
67042	Ift27	15	1014
67043	Syap1	X	2316
67044	Higd2a	13	613
67045	Riok2	17	3197
67046	Tbc1d7	13	1261
67048	Vma21	X	4806
67049	Pus3	9	2012
67050	Nkap	X	4262
67052	Ndc80	17	2201
67053	Rpp14	14	2467
67054	Paics	5	2378
67057	Yaf2	15	2318
67059	Ola1	2	2304
67062	Slc25a53	X	3258
67063	Tmem246	4	2983
67064	Chmp1b	18	2529
67065	Polr3d	14	2156
67067	Romo1	2	630
67068	Dynlrb1	2	1009
67070	Lsm14a	7	2723
67071	Rps6ka6	X	4683
67072	Cdc37l1	19	2517
67073	Pi4k2b	5	3211
67074	Mon2	10	9303
67075	Magt1	X	4523
67077	Tex40	19	781
67078	Pgp	17	1032
67080	1700019D03Rik	1	834
67081	1700025F24Rik	10	894
67082	1700011H14Rik	14	1167
67084	Ceacam14	7	1024
67085	1700024G13Rik	14	398
67086	1700020N18Rik	1	547
67087	Ctnnbip1	4	2787
67088	Cand2	6	5453
67089	Psmc6	14	1564
67091	Trappc6a	7	768
67092	Gatm	2	2357
67095	Trak1	9	4885
67096	Mmachc	4	1930
67097	Rps10	17	573
67099	Mettl21a	1	2666
67101	2310039H08Rik	17	773
67102	D16Ertd472e	16	6160
67103	Ptgr1	4	2104
67105	Timm21	18	1315
67106	Zbtb8os	4	660
67109	Zfp787	7	1899
67111	Naaa	5	2424
67112	Fgf22	10	489
67115	Rpl14	9	935
67116	Cuedc2	19	1941
67117	Dynlt3	X	2153
67118	Bfar	16	3003
67119	Ccdc159	9	1545
67120	Ttc14	3	9548
67121	Mastl	2	4652
67122	Nrarp	2	2575
67123	Ubap1	4	2697
67125	Tspan31	10	1543
67126	Atp5e	2	414
67127	Lce1a1	3	708
67128	Ube2g1	11	3837
67130	Ndufa6	15	560
67131	Acbd4	11	2076
67133	Gp2	7	1978
67134	Nop56	2	1895
67135	Bpifa5	2	1085
67136	Kbtbd4	2	2393
67138	Herc6	6	5279
67139	Mis12	11	2766
67141	Fbxo5	10	1807
67143	Ikzf5	7	4390
67144	Lrrc40	3	2796
67145	Tomm34	2	2369
67148	Fam103a1	7	1423
67149	Nkain1	4	2552
67150	Rnf141	7	952
67151	Psmd9	5	2591
67153	Rnaseh2b	14	1457
67154	Mtdh	15	3680
67155	Smarca2	19	6086
67157	2610301B20Rik	4	2118
67158	Sft2d3	18	2810
67160	Eef1g	19	1565
67161	Sclt1	3	3020
67163	Ccdc47	11	3268
67164	Lipt2	7	1229
67166	Arl8b	6	2928
67168	Lpar6	14	2468
67169	Nradd	9	1164
67170	2610306M01Rik	6	1034
67171	Dram2	3	2722
67177	Cdt1	8	2191
67178	Zmat5	11	789
67179	Ccdc25	14	2227
67180	Yipf5	18	2329
67181	Ctdnep1	11	1614
67182	Pdzk1ip1	4	1129
67184	Ndufa13	8	1249
67186	Rplp2	7	441
67187	Zmynd19	2	1231
67188	2700046G09Rik	19	1641
67194	2700038G22Rik	5	1370
67196	Ube2t	1	1133
67197	Zcrb1	15	826
67198	Spats2l	1	4045
67199	Pfdn1	18	1077
67200	Ccdc77	6	2935
67201	Glod4	11	2523
67203	Nde1	16	2410
67204	Eif2s2	2	2513
67205	Utp11l	4	953
67207	Lsm1	8	2360
67210	Gatad1	5	2547
67211	Armc10	5	2014
67212	Mrpl55	11	780
67213	Cmtm6	9	3352
67216	Mboat2	12	2800
67217	L3hypdh	12	1705
67219	Med18	4	1677
67220	Plekho1	3	1362
67222	Srfbp1	18	1463
67223	Rrp15	1	1212
67224	Med29	7	2162
67225	Rnpc3	3	3888
67226	Tmem19	10	3009
67228	Dph7	2	2952
67229	Prpf18	2	3413
67230	Zfp329	7	7931
67231	Tbc1d20	2	1936
67235	Zkscan14	5	1981
67236	Cinp	12	2179
67238	Fam220a	5	2331
67239	Rpf2	10	1890
67241	Smc6	12	5603
67242	Gemin6	17	1086
67245	Peli1	11	3485
67246	2810474O19Rik	6	6149
67247	Marc2	1	1883
67248	Rpl39	X	394
67249	Tbc1d19	5	2688
67252	Cap2	13	3658
67254	2900011O08Rik	16	2355
67255	Zfp422	6	3165
67260	Cers4	8	3668
67261	2900005J15Rik	5	2033
67263	Zswim6	13	5457
67264	Ndufb8	19	641
67266	Fam69a	5	2724
67267	Uqcc2	17	473
67268	Myl12a	17	1779
67269	Agtpbp1	13	6074
67270	Mrpl42	10	666
67272	Cmtm5	14	890
67273	Ndufa10	1	1209
67276	Eri1	8	5067
67278	Pagr1a	7	1412
67279	Med31	11	1161
67280	3110009F21Rik	12	1621
67281	Rpl37	15	867
67282	Ccdc53	10	1379
67283	Slc25a19	11	2792
67285	Cwc27	13	1884
67286	Ift22	5	911
67287	Parp6	9	2714
67288	Srek1ip1	13	1688
67289	3110021A11Rik	6	824
67290	3110040N11Rik	7	857
67291	Ccdc137	11	2759
67292	Pigc	1	3301
67293	3110039M20Rik	12	854
67295	Rab3c	13	8500
67296	Socs4	14	2154
67298	Gprasp1	X	5959
67299	Dock7	4	7139
67300	Cltc	11	6144
67302	Zc3h13	14	6151
67303	3110045C21Rik	1	1135
67304	3110070M22Rik	13	1128
67305	Gpx7	4	1214
67306	Zc2hc1a	3	3361
67307	Pbld2	10	2211
67308	Mrpl46	7	1029
67310	Prl8a9	13	934
67311	Nanp	2	1375
67313	5730559C18Rik	1	3013
67315	Ceacam12	7	2624
67317	1700022I11Rik	4	3726
67319	1700041C23Rik	9	397
67320	Iqcf4	9	727
67321	1700044K03Rik	18	378
67323	1700042G07Rik	4	392
67325	1700034G24Rik	5	1081
67326	1700037H04Rik	2	1241
67328	Lyzl1	18	850
67329	1700018L02Rik	19	1247
67330	1700047M11Rik	1	686
67331	Atp8b3	10	4411
67332	Snrpd3	10	604
67333	Stk35	2	6193
67334	1700054O13Rik	X	554
67336	1700054K19Rik	6	451
67337	Cstf1	2	1820
67338	Rffl	11	4242
67340	1700052I22Rik	12	377
67341	Ascl4	10	1157
67342	Kcnmb4os1	10	753
67343	Tex43	18	564
67344	Tctex1d1	4	2262
67345	Herc4	10	4043
67350	1700084E18Rik	2	434
67351	Tmem132cos	5	869
67355	1700109G14Rik	14	798
67356	Tmco5	2	1187
67357	1700092C02Rik	8	358
67358	1700093K21Rik	11	1447
67360	1700095B10Rik	5	1047
67365	Hdhd1a	18	1044
67366	Tmed11	5	763
67367	Paxbp1	16	3809
67369	Qpctl	7	2100
67370	Zfp606	7	6424
67371	Gtf3c6	10	1020
67373	2210010C04Rik	6	2142
67374	Jam2	16	4817
67375	Qprt	7	1197
67378	Bbs2	8	2947
67379	Dedd2	7	1828
67381	Med4	14	1304
67382	Brd3	2	5565
67383	2410127L17Rik	19	2094
67384	Bag4	8	4797
67387	Unc50	1	1412
67388	1110008F13Rik	2	1050
67389	Fam132a	4	1321
67390	Rnmtl1	11	1492
67391	Fundc2	X	3261
67392	4833420G17Rik	13	2700
67393	Cxxc5	18	2272
67394	4930404I05Rik	16	978
67395	Ppp1r2-ps9	X	904
67397	Erp29	5	1243
67398	Srpr	9	2934
67399	Pdlim7	13	2994
67402	Txndc8	4	618
67405	Nts	10	1180
67407	Cylc1	X	1963
67410	4930449I24Rik	5	1168
67412	Soga3	10	3946
67414	Mfn1	3	4531
67416	Armcx2	X	3778
67417	Ears2	7	1846
67418	Ppil4	10	2896
67419	3632451O06Rik	14	2748
67420	Far1	7	4511
67422	Dhdds	4	3110
67425	Eps8l1	7	3894
67426	Adck3	1	4076
67427	Rps20	4	502
67429	Nudcd1	15	3447
67430	4921536K21Rik	11	2618
67432	Hoga1	19	1635
67433	Ccdc127	13	8615
67434	Ankrd33b	15	8600
67437	Ssr3	3	2885
67439	Xab2	8	2654
67440	Mtpap	18	2651
67441	Isoc2b	7	1065
67442	Retsat	6	1937
67443	Map1lc3b	8	1712
67444	Ilkap	1	1368
67445	C1qtnf4	2	1365
67446	Dusp28	1	1491
67448	Plxdc2	2	6947
67451	Pkp2	16	2891
67452	Pnpla8	12	4404
67453	Slc25a46	18	4371
67454	Ikbip	10	4110
67455	Klhl13	X	3522
67456	Ergic2	6	4127
67457	Frmd8	19	3166
67458	Ergic1	17	2733
67459	Nvl	1	3060
67460	Decr1	4	2959
67463	Poc5	13	3033
67464	Entpd4	14	6168
67465	Sf3a1	11	4916
67466	Pdcl	2	2858
67467	Gpalpp1	14	5448
67468	Mmd	11	2661
67469	Abhd5	9	3148
67470	Abcg8	17	3749
67471	Gpatch1	7	3057
67472	Mtfr1	3	3099
67473	Slc47a1	11	2634
67474	Snap29	16	3432
67475	Ero1lb	13	4239
67477	Abhd15	11	3249
67480	Cwc25	11	3307
67483	1700028P14Rik	19	868
67484	Eepd1	9	2673
67486	Polr3g	13	3060
67487	Dhx40	11	3724
67488	Calcoco1	15	2824
67489	Ap4b1	3	2910
67490	Ufl1	4	4335
67492	Zfand4	6	3145
67493	Mettl16	11	2718
67495	Tmem167b	3	2864
67498	Kcnv1	15	4496
67500	Ccar1	10	4478
67501	Ccdc50	16	7048
67503	1700001G17Rik	1	889
67504	Rnf151	17	1188
67505	Prl7c1	13	1016
67507	1700019N19Rik	19	923
67509	Saysd1	14	2304
67510	Tvp23b	11	1748
67511	Tmed9	13	1451
67512	Agpat2	2	1574
67513	2610002J02Rik	4	1519
67515	Ttc33	15	1828
67516	Kctd4	14	3015
67522	1700097N02Rik	17	845
67523	1700094J05Rik	10	997
67524	1700095A21Rik	4	1069
67525	Trim62	4	3198
67526	Atg12	18	2492
67528	Nudt7	8	3174
67529	Fgfr1op2	6	2828
67530	Uqcrb	13	503
67531	5730408K05Rik	19	384
67532	Mfap1a	2	3419
67533	Ppfibp1	6	4875
67534	Ttll4	1	4253
67537	Glipr1l2	10	1879
67538	Zswim3	2	2689
67542	Cog6	3	2920
67543	Pabpc6	17	3208
67544	Fam120b	17	5831
67547	Slc39a8	3	3919
67549	Gpr89	3	1765
67552	H2afy3	15	1911
67553	Gstcd	3	2619
67554	Slc25a30	14	1706
67555	4933434I20Rik	8	1292
67556	Pigm	1	7569
67557	Larp6	9	2308
67561	Wdr48	9	3821
67563	Narfl	17	2555
67564	Tmem35	X	1918
67568	Mrfap1	5	1630
67569	Mgat4c	10	4759
67573	Loxl4	19	5437
67574	Alg13	X	5405
67575	4930430A15Rik	2	1838
67576	4930429B21Rik	3	1950
67578	Patl2	2	2434
67579	Cpeb4	11	7641
67580	Lrrc18	14	2717
67581	Tbc1d23	16	3650
67582	Slc25a26	6	1919
67583	4930442L01Rik	3	2051
67585	4930455J16Rik	13	1627
67586	Ubxn11	4	1577
67588	Rnf41	10	4498
67590	Tctn3	19	2725
67591	Ubl4b	3	1376
67592	4930524B15Rik	11	1959
67593	4930519G04Rik	5	2041
67596	Tespa1	10	1694
67602	Necap1	6	2393
67603	Dusp6	10	2797
67604	Get4	5	2211
67605	Akt1s1	7	2254
67606	Fibin	2	2069
67607	Zfp788	7	3831
67608	Narf	11	4412
67609	4930453N24Rik	16	1331
67610	Rspry1	8	3849
67615	Ube2r2	4	3312
67618	Aasdhppt	9	2870
67619	Nob1	8	1647
67620	Lrp2bp	8	3420
67621	Bend5	4	1908
67622	Mxra7	11	1725
67623	Tm7sf3	6	3312
67628	Anp32b	4	1367
67629	Spc24	9	1349
67630	Samd8	14	6997
67634	Ftmt	18	1461
67636	Lyrm5	6	1623
67637	4930470P17Rik	2	1395
67638	4930483J18Rik	15	1094
67639	4930474N09Rik	12	1176
67640	4930465K10Rik	18	1262
67642	4930515G01Rik	5	1251
67645	Armc12	17	1103
67646	4930522H14Rik	4	968
67647	4930523C07Rik	1	5390
67651	4930527F14Rik	14	734
67652	Spaca1	4	1348
67653	4930544G11Rik	6	1444
67654	4930558C23Rik	3	734
67655	Ctdp1	18	3685
67656	4930548H24Rik	5	1427
67657	Rabl3	16	2022
67661	Ift172	5	5408
67663	4930549C01Rik	4	670
67664	Rnf125	18	1334
67665	Dctn4	18	3714
67666	Hapln3	7	1433
67667	Alkbh8	9	2269
67669	l7Rn6	7	3552
67671	Rpl38	11	369
67672	0610040B10Rik	5	440
67673	Tceb2	17	508
67674	Trmt112	19	1032
67675	Cuta	17	824
67676	Rpp21	17	500
67678	Lsm3	6	631
67680	Sdhb	4	1073
67681	Mrpl18	17	959
67683	Pbdc1	X	3423
67684	Luc7l3	11	3296
67685	Dyx1c1	9	1978
67687	1700011L22Rik	8	978
67689	Aldh3b1	19	1832
67690	Prss37	6	1049
67692	1700020N01Rik	10	1061
67693	Hypk	2	604
67694	Ift74	4	2626
67695	Ost4	5	641
67698	Fam174a	1	2107
67701	Wfdc2	2	708
67702	Rnf149	1	2434
67703	Kirrel3	9	4908
67704	1810037I17Rik	3	976
67705	1810058I24Rik	6	1302
67706	Tmem179b	19	848
67707	Mrpl24	3	949
67708	Pcnxl4	12	4420
67709	Reg4	3	1021
67710	Polr2g	19	868
67711	Nsmce1	7	1066
67712	Slc25a37	14	4162
67713	Dnajc19	3	2771
67715	2010106E10Rik	X	1287
67717	Lipf	19	1353
67718	Lce1h	3	706
67719	2310057J18Rik	10	1319
67722	Actl11	9	3993
67723	Cep83os	10	4135
67724	Pop1	15	3393
67725	Nudt13	14	2523
67726	Fam114a2	11	2611
67727	Stx17	4	5776
67728	Dph2	4	2526
67729	Mansc1	6	2376
67731	Fbxo32	15	6936
67732	Iah1	12	926
67733	Itgb3bp	4	2738
67735	4930528A17Rik	4	2122
67736	Ccdc130	8	2099
67737	Ttc39d	17	2023
67738	Ppid	3	1728
67739	Slc48a1	15	2526
67741	4930579F01Rik	3	1715
67742	Samsn1	16	1845
67745	4930583K01Rik	7	883
67746	4930577N17Rik	3	1647
67747	Ribc2	15	1652
67749	Mgarp	3	1429
67750	4930578I06Rik	14	1033
67752	Ppp1r32	19	1458
67753	Eqtn	4	1287
67755	Ddx47	6	1764
67758	Aadac	3	1294
67759	Plgrkt	19	843
67760	Slc38a2	15	4628
67763	Prpsap1	11	1868
67765	5830432E09Rik	7	1494
67767	Jagn1	6	1260
67768	N6amt1	16	1791
67769	Gpatch2	1	4549
67770	Caap1	4	2109
67771	Arpc5	1	1897
67772	Chd8	14	8190
67773	Kat8	7	1503
67774	Loh12cr1	6	1937
67775	Rtp4	16	1573
67776	Vwa5a	9	4157
67778	Zfp639	3	2061
67781	Ilf2	3	1973
67784	Plxnd1	6	6907
67785	Zmym4	4	7009
67788	Sfr1	19	1583
67789	Dalrd3	9	1737
67790	Rab39b	X	3402
67791	6530411M01Rik	17	1219
67792	Rgs8	1	5804
67795	Rnls	19	1629
67797	Snrnp48	13	1789
67800	Dgat2	7	2251
67801	Pllp	8	1889
67803	Limd2	11	2950
67804	Snx2	18	2013
67808	Tprgl	4	1742
67809	Rmdn3	2	2252
67811	Poldip2	11	1951
67812	Ubxn4	1	4093
67815	Sec14l2	11	2528
67819	Derl1	15	3145
67821	Atp1b4	X	4278
67824	Nmral1	16	1792
67826	Snap47	11	1837
67828	Lce1f	3	717
67830	Rer1	4	1518
67832	Brix1	15	2654
67834	Idh3a	9	2404
67836	Wdr83	8	1238
67838	Dnajb11	16	3236
67839	Gpsm1	2	3623
67840	Mrpl57	14	2321
67841	Atg3	16	2013
67842	Nop9	14	3828
67843	Slc35a4	18	2843
67844	Rab32	10	2054
67845	Rnf115	3	2265
67846	Tmem39a	16	2934
67847	Sncaip	18	3984
67848	Ddx55	5	2799
67849	Cdca5	19	1906
67850	1700007F19Rik	3	1642
67851	1700021F05Rik	10	898
67854	Slco6b1	1	2475
67855	Asprv1	6	1531
67856	Echdc3	2	1812
67857	Ppp6c	2	1558
67859	2310002J15Rik	2	781
67860	S100a16	3	1061
67861	Akr1b10	6	1341
67862	2310033P09Rik	11	1241
67863	Slc25a11	11	1861
67864	Yipf4	17	2133
67865	Rgs10	7	875
67866	Wfdc1	8	1169
67867	Lrrc28	7	4261
67868	Cela3b	4	897
67869	Paip2	18	1424
67870	Enoph1	5	1829
67871	Mrrf	2	2250
67872	Nsmce4a	7	1435
67873	Mri1	8	2149
67874	Rprm	2	1460
67876	Coq10b	1	1733
67877	Naa20	2	1172
67878	Tmem33	5	6404
67880	Dcxr	11	918
67881	Mdp1	14	1802
67883	Uxs1	1	1263
67884	1810043G02Rik	10	1696
67885	1500011K16Rik	2	811
67886	Camsap2	1	7823
67887	Tmem66	8	1899
67888	Tmem100	11	1764
67889	Rbm18	2	2548
67890	Ufm1	3	4867
67891	Rpl4	9	1422
67892	Coa6	8	763
67893	Tmem86a	7	1791
67894	Fam45a	19	2350
67895	Ppa1	10	1292
67896	Ccdc80	16	3648
67897	Rnmt	18	5008
67898	Pef1	4	1551
67899	Cmc1	9	1183
67900	Mtfp1	11	1396
67902	Sumf2	5	2161
67903	Gipc1	8	1616
67905	Ppm1m	9	2070
67909	Galntl5	5	1599
67911	Zfp169	13	4186
67912	1600012H06Rik	17	2756
67914	Coq9	8	1693
67916	Ppap2b	4	3162
67917	Zcchc3	2	3089
67920	Mak16	8	1857
67921	Ube2f	1	1363
67922	Fam32a	8	1921
67923	Tceb1	1	955
67926	Spert	14	1836
67927	1700096J18Rik	11	454
67928	Abca14	7	5384
67929	Ccdc70	8	1054
67931	Serpini2	3	1424
67932	1700129C05Rik	14	1067
67933	Hcfc2	10	2386
67934	1700124L16Rik	6	346
67935	Ces5a	8	1893
67936	Wdr55	18	1498
67937	Tmem59l	8	1491
67938	Myl12b	17	939
67939	Prorsd1	11	2128
67941	Rps27l	9	464
67942	Atp5g2	15	647
67943	Mesdc2	7	4492
67944	Tex13a	X	1317
67945	Rpl41	10	449
67946	Spata6	4	2438
67948	Fbxo28	1	4913
67949	Nifk	1	1894
67951	Tubb6	18	1744
67952	Tomm20	8	4986
67955	Sugt1	14	1951
67956	Setd8	5	2738
67958	U2surp	9	7736
67959	Puf60	15	1960
67963	Npc2	12	3262
67966	Zcchc10	11	1257
67967	Pold3	7	3002
67968	Ooep	9	1207
67971	Tppp3	8	1024
67972	Atp2b1	10	7130
67973	Mphosph10	7	2202
67974	Ccny	18	4017
67976	Trabd	15	2386
67978	Tctn2	5	2733
67979	Atad1	19	2813
67980	Gnpda2	5	1838
67981	Hormad1	3	1918
67983	Pdzd9	7	1615
67985	Ssxb1	X	875
67988	Tmx3	18	4611
67991	Nacc2	2	7016
