"","symbol","chromosome","length","num_transcript","N_Comp","Pval_Max","Pval_Meta","Abs_LogFC_Min","Abs_LogFC_Avg","B_Cell_Log2FC","T_Cell_Pval","Monocyte_Log2FC","B_Cell_Pval","T_Cell_Log2FC","Monocyte_Pval"
"9725","TMEM63A","chr1","3044.33333333333","3",3,0.000521737979553625,8.62126298989837e-27,1.44339047884226,1.75291447838421,-1.9479694274897,2.30992558906766e-06,-1.86738352882068,7.12452299747999e-06,-1.44339047884226,0.000521737979553625
"25939","SAMHD1","chr20","3574","2",3,0.0939818352963016,4.10664382650872e-49,1.05600492264271,2.20541768153815,-3.91829133090958,1.53589274869829e-19,1.05600492264271,0.0939818352963016,-1.64195679106217,4.16131179856372e-05
"1803","DPP4","chr2","3658.5","2",3,0.0180631064478674,7.9705965264783e-26,1.0004272168444,2.45224395686353,-3.03719839287834,6.35573167789808e-06,1.0004272168444,0.0180631064478674,-3.31910626086785,2.09166318552423e-07
"26034","IPCEF1","chr6","6378.625","8",3,0.0162704436636399,3.65266152832303e-24,1.23870671139625,1.93664908520599,-2.64711670379974,6.31645750986458e-07,1.23870671139625,0.0162704436636399,-1.92412384042198,1.37691215898024e-05
"3337","DNAJB1","chr19","2202.2","5",3,0.107739816034863,1.75012779275157e-53,0.644159494537853,2.25602398287546,-3.69013960101339,2.45911723208355e-19,-0.644159494537853,0.107739816034863,-2.43377285307513,2.45956692124908e-07
"3320","HSP90AA1","chr14","3623.5","2",3,0.260993703496926,2.41993040404695e-45,0.407550943141817,1.79230931579871,-2.47716847063199,8.15230599755417e-14,-0.407550943141817,0.260993703496926,-2.49220853362232,1.41307016502189e-09
"6252","RTN1","chr14","2506.5","2",3,0.103641606531278,1.51625510685792e-28,1.71640909165133,2.75667952370677,-4.82742692802058,5.46678803547446e-11,-1.72620255144839,0.103641606531278,-1.71640909165133,0.000235131880124225
"10376","TUBA1B","chr12","1753","1",3,0.199325431366949,1.25854322456526e-28,0.515785849234051,1.36853832893231,-2.05540148960413,6.25841317522171e-11,-0.515785849234051,0.199325431366949,-1.53442764795874,9.80180148717626e-05
"9531","BAG3","chr10","2581","2",3,0.0925662017995911,1.35780727723765e-34,0.774228447300333,1.94322621514708,-3.33929237475669,5.87196386800044e-13,-0.774228447300333,0.0925662017995911,-1.71615782338422,4.15298527324122e-05
"2533","FYB","chr5","3918.5","6",3,0.249237676360703,1.11237379628045e-31,0.442019768305709,1.73799709835073,-3.04577099571283,5.85388322407307e-12,-0.442019768305709,0.249237676360703,-1.72620053103364,3.3206895554205e-05
"911","CD1C","chr1","1968","2",3,0.31659454370963,1.60732369690486e-33,1.04079897572843,2.19822786285733,-4.09349525409372,1.50672053743333e-14,-1.04079897572843,0.31659454370963,-1.46038935874984,0.00146224930190606
"948","CD36","chr7","3371.625","8",3,0.0779039753831076,7.1805958626749e-33,1.46152095941817,2.14166354218937,-3.44541199306074,7.02688297727741e-14,-1.5180576740892,0.0779039753831076,-1.46152095941817,0.00252544432216335
"160364","CLEC12A","chr12","1451.33333333333","9",3,0.179854274006233,1.56791510417829e-29,1.20739407191139,2.30113638098824,-4.23907528771695,8.5649805622377e-13,-1.20739407191139,0.179854274006233,-1.45693978333638,0.00304530501795432
"120425","AMICA1","chr11","1954.14285714286","7",3,0.00046699878256639,1.51814052622972e-40,1.52731349727597,2.28921604682348,-3.74806189900918,3.3575185673662e-14,-1.5922727441853,0.00046699878256639,-1.52731349727597,0.000283449929711727
"10875","FGL2","chr7","4268","1",3,0.00290487627319843,1.24876517874824e-39,1.7405424859712,2.41166030232841,-3.67499427405955,2.92167080933166e-14,-1.81944414695449,0.00290487627319843,-1.7405424859712,0.000136148104403379
"3310","HSPA6","chr1","2652","1",3,0.00642442831006244,5.78159086043026e-43,2.65460861904186,3.55979229327432,-4.64667442351068,5.13957670816541e-13,-3.37809383727044,0.00642442831006244,-2.65460861904186,1.08091676701137e-07
"64231","MS4A6A","chr11","1509.41666666667","12",3,0.00282427478161742,1.29820419565975e-39,1.74505070714561,2.97447089512635,-4.35497433184017,6.74641694930087e-13,-2.82338764639328,0.00282427478161742,-1.74505070714561,6.17219477008358e-06
"3552","IL1A","chr2","2928","1",3,0.0312386086446214,6.88072921702314e-34,1.63097434206583,3.34217088836915,-5.34590732629319,2.23844512171263e-12,-3.04963099674842,6.77064720049495e-05,-1.63097434206583,0.0312386086446214
"100302650","BRE-AS1","chr2","1659","1",3,0.00328900528275164,2.46028262901689e-37,1.537867095459,2.31176851980096,-3.18783405982681,2.82109800362443e-13,-2.20960440411706,0.00013720332168343,-1.537867095459,0.00328900528275164
"123879","DCUN1D3","chr16","2868","1",3,0.0095480388607439,1.12022858080113e-36,0.976863171712039,2.1978527970969,-3.61417831891203,1.19584789957546e-13,-2.00251690066662,0.0002221864908386,-0.976863171712039,0.0095480388607439
"55809","TRERF1","chr6","7154","9",3,0.0202956841934317,3.18809849682892e-34,0.846569121186088,1.95225631665092,-3.43332046143836,5.78848057193962e-13,-1.57687936732831,0.000283646536969111,-0.846569121186088,0.0202956841934317
"6916","TBXAS1","chr7","2125.5","6",3,0.013714942218702,1.54372315668641e-33,0.920632528747398,2.03708070144513,-3.42139255379685,3.7737923861387e-14,-1.76921702179112,0.013714942218702,-0.920632528747398,0.0132304767523125
"23328","SASH1","chr6","7346.5","4",3,0.0127822503047787,2.64206345102694e-31,1.08754552985069,2.55182233901484,-4.32252833139731,4.74928616219217e-13,-2.24539315579652,0.0118625492588082,-1.08754552985069,0.0127822503047787
"2081","ERN1","chr17","6065","2",3,0.0059245233627229,2.73711952668185e-29,0.950005886015941,1.74416703763703,-3.06419496720975,6.30905715596059e-11,-1.21830025968541,0.00162141105877842,-0.950005886015941,0.0059245233627229
"5806","PTX3","chr3","1938","1",3,0.0161234666940746,6.50844345464939e-28,1.19609257518965,2.61923446630895,-4.46415116237203,2.41616470500556e-11,-2.19745966136518,0.00669044252931427,-1.19609257518965,0.0161234666940746
"2117","ETV3","chr1","2959","3",3,0.0118179687837029,2.947262526987e-29,0.88662017957514,1.38393383755548,-2.33288874473812,9.28648337350025e-12,-0.88662017957514,0.0118179687837029,-0.932292588353161,0.00571331407158758
"7130","TNFAIP6","chr2","1424","1",3,0.00669571422447352,1.12592240951765e-28,1.80361347482398,2.81253296926984,-4.58374573345002,2.59806087275103e-11,-2.05023969953553,0.00667769122883092,-1.80361347482398,0.00669571422447352
"3759","KCNJ2","chr17","5388","1",3,0.366789213984356,1.61100993416112e-47,0.550101055562674,2.51486019569354,-4.7364135267446,1.04259848100603e-21,-2.25806600477335,0.00820069278770459,-0.550101055562674,0.366789213984356
"7185","TRAF1","chr9","4156","3",3,0.276854841494217,5.39336212934143e-36,0.741140488308505,1.92789190575804,-3.68639270233814,1.84852091915527e-15,-1.35614252662748,0.00101379939013492,-0.741140488308505,0.276854841494217
"3949","LDLR","chr19","4618.5","6",3,0.0122558982113714,1.95116148005455e-55,1.11023339480977,2.09947069420245,-3.91709383246,1.03350658863491e-23,-1.27108485533758,0.0122558982113714,-1.11023339480977,0.00684153981770236
"2321","FLT1","chr13","4625.25","4",3,0.0374093042101251,3.96581037976042e-41,0.839889050443278,2.37430662916259,-4.5242933258069,1.85673515156735e-16,-0.839889050443278,0.0374093042101251,-1.75873751123758,0.000348283116957916
"1808","DPYSL2","chr8","4513","3",3,0.0323192331905683,5.33851652661533e-42,1.23485373465197,1.92301655597577,-3.19137886111602,4.64600808871672e-18,-1.34281707215933,0.0323192331905683,-1.23485373465197,0.00649792660073153
"51816","CECR1","chr22","4460.57142857143","7",3,0.0394252933839309,1.67116353531128e-36,0.714376605534676,1.58780068560149,-2.84889063124393,4.30991599429725e-16,-1.20013482002586,0.0179110206309774,-0.714376605534676,0.0394252933839309
"9590","AKAP12","chr6","8614.2","5",3,0.576123409676646,3.29758764859832e-36,0.332626393983007,2.43115099469508,-3.48000293440239,1.63328335929107e-08,-0.332626393983007,0.576123409676646,3.48082365569986,4.40715491454346e-11
"222487",NA,NA,NA,NA,3,0.127061955302454,4.75905013827418e-35,0.975532483120857,2.17758012685696,-0.975532483120857,0.127061955302454,2.1324468161472,0.0246625158940132,3.42476108130281,4.46568520208531e-16
"3554","IL1R1","chr2","4713.55555555556","9",3,0.536635767294856,4.0940254395119e-33,0.341474880512135,2.23595933448218,-0.341474880512135,0.536635767294856,3.61320952929773,1.56984428303375e-05,2.75319359363667,1.26931783711945e-12
"241","ALOX5AP","chr13","1066.5","2",3,0.0120001960315892,1.58202792020715e-25,1.1095290805969,1.59184407582815,-1.1095290805969,0.0120001960315892,1.61100976065446,0.000576795300873891,2.0549933862331,4.76533062967082e-09
"6354","CCL7","chr17","815","1",3,0.00011552864238918,2.31469769038388e-59,3.31875454172916,5.74909786502601,3.31875454172916,0.00011552864238918,8.41519945922783,5.87009509981082e-11,5.51333959412105,2.22680978091607e-15
"8613","PPAP2B","chr1","3308","1",3,0.0480252987715214,2.00317264578194e-59,1.01300224931005,3.14043985668272,1.01300224931005,0.0480252987715214,4.0857120551307,0.00210788025009534,4.3226052656074,1.39831520590776e-25
"27242","TNFRSF21","chr6","3642","1",3,0.000589659050120121,3.84864288331889e-62,1.78065890105801,3.04771226133762,1.78065890105801,0.000589659050120121,3.09807581213233,9.96866207125807e-05,4.26440207082252,1.46776523325162e-23
"6383","SDC2","chr8","3168","4",3,0.0306819668538278,6.23095076653183e-52,1.58397027612848,3.20704580789454,1.58397027612848,0.0306819668538278,3.90768071795679,2.31945554127718e-05,4.12948642959836,4.55595620953935e-20
"249","ALPL","chr1","2308.66666666667","6",3,0.00830142158052872,1.35737735756201e-32,2.14829527084694,4.75017504577507,2.14829527084694,0.00830142158052872,6.37014096368518,0.00190509079056041,5.7320889027931,1.16966978051735e-12
"84815","MGC12916","chr17","2006","1",3,0.103156512574077,1.15710421174217e-31,1.03159755524341,1.84336577631581,1.03159755524341,0.103156512574077,1.26357705313938,0.00272229692282164,3.23492272056464,1.75669462595999e-13
"1910","EDNRB","chr13","3390.4","5",3,0.152541115994457,2.23767560089245e-32,2.67106626942014,4.32352513610768,2.67106626942014,0.152541115994457,5.9417483756477,0.00616091063214227,4.35776076325519,2.47411551067744e-14
"4233","MET","chr7","6184.16666666667","6",3,0.23654421559806,1.91546898879559e-37,0.884031625538748,3.1912063762201,0.884031625538748,0.23654421559806,5.12899817693003,2.03372619309226e-05,3.56058932619153,2.36163757998809e-14
"6347","CCL2","chr17","749","1",3,0.0241447117591458,2.34272523760019e-31,2.32394922742702,3.50201940043307,2.32394922742702,0.0241447117591458,4.30706491716454,1.14396235306376e-05,3.87504405670765,2.46744816846409e-10
"9672","SDC3","chr1","5121","1",3,0.68403755938226,5.36895448041878e-47,0.199657388790873,2.52318628262679,4.39576757738495,5.18924843088009e-22,2.97413388170454,0.0151996917107019,0.199657388790873,0.68403755938226
"6935","ZEB1","chr10","6154.90909090909","11",3,0.00188100083894567,2.42873257902551e-45,1.50819817351649,2.10151555528636,3.14674930394228,4.71577418986646e-17,1.50819817351649,0.00188100083894567,1.64959918840031,0.00033950327235143
"83648","FAM167A","chr8","4207.5","2",3,0.0525731361572266,1.19512037976508e-38,1.19788121172166,2.43418017573019,3.65073282172001,1.0532047142627e-15,2.45392649374889,0.000581688263937389,1.19788121172166,0.0525731361572266
"10252","SPRY1","chr4","2624","5",3,0.0167591133601545,4.87565953234002e-31,1.26746921290297,1.93585644184651,3.05273179170608,6.44374525171858e-13,1.26746921290297,0.0167591133601545,1.48736832093048,0.00883071724882674
"9886","RHOBTB1","chr10","3773.85714285714","14",3,0.0141009962524072,8.24632786165448e-27,2.14292049228609,2.94098048957391,3.79231343934159,2.04207306646869e-09,2.88770753709404,0.0141009962524072,2.14292049228609,0.000292122583195444
"10795","ZNF268","chr12","5608","9",3,0.0192306540631878,5.41019682157323e-24,0.978106984517741,1.63972933842419,2.28313105239387,2.69844273295694e-08,0.978106984517741,0.0192306540631878,1.65794997836095,0.000327309450040506
"7978",NA,NA,NA,NA,3,0.000245248604319628,4.29672077644964e-29,1.52382102650908,1.81935461919793,2.28884054159241,1.39981254250005e-08,1.64540228949231,0.000245248604319628,1.52382102650908,0.000217218494064745
"54680","ZNHIT6","chr1","4845.33333333333","3",3,0.00172620016161391,1.3328801984845e-27,1.2643237131258,1.55968159496345,1.90332821456491,3.25503326505144e-08,1.2643237131258,0.00172620016161391,1.51139285719964,6.45549509318936e-05
"100887750","MRPS31P5","chr13","2776.25","4",3,0.000459717943009901,2.72997354903003e-33,1.89899131101042,2.2599925946544,2.89683211792971,3.66625517979387e-10,1.89899131101042,5.27178566869984e-05,1.98415435502308,0.000459717943009901
"23268","DNMBP","chr10","5285.33333333333","3",3,0.00401341229766743,1.79833079070746e-26,1.29539867447477,1.69167040830754,2.21602808599331,1.75605787597235e-08,1.56358446445454,0.000171119127990815,1.29539867447477,0.00401341229766743
"79009","DDX50","chr10","2560.5","2",3,0.00721823013888404,1.54715227323386e-28,0.89898074653517,1.58108840342238,1.92104696389202,7.64788143019524e-08,1.92323749983995,2.43578784198253e-06,0.89898074653517,0.00721823013888404
"2553","GABPB1","chr15","2438","11",3,0.0120472289896202,1.76805425836828e-28,0.930400188278916,1.69709408079366,2.21563474420212,3.27913836788792e-08,1.94524730989995,3.61952701959299e-06,0.930400188278916,0.0120472289896202
"9950","GOLGA5","chr14","2969","1",3,0.000732671349904963,1.72499331849948e-24,1.19307951683643,1.53539061940061,1.76447941032594,2.12331983060581e-06,1.64861293103946,6.41982011652146e-05,1.19307951683643,0.000732671349904963
"55153","SDAD1","chr4","3052.2","5",3,0.0023235924868147,4.67116396153129e-24,1.19590072373373,1.55620858266688,1.87494776094558,6.64919866252262e-07,1.59777726332133,0.000102680442757308,1.19590072373373,0.0023235924868147
"54471","MIEF1","chr22","5700.5","2",3,0.00665305296601516,3.65877667636214e-25,1.05630335118312,1.58345301732975,1.87896777122261,9.23163008604837e-07,1.81508792958351,7.91999129777891e-06,1.05630335118312,0.00665305296601516
"90321","ZNF766","chr19","2926.5","2",3,0.0010798572175638,2.66323934701155e-26,1.7577684309012,1.97700440187787,1.9408603310993,1.28307492245822e-06,2.2323844436331,1.04370515989629e-05,1.7577684309012,0.0010798572175638
"10168","ZNF197","chr3","4018.25","4",3,0.00233081876482391,1.91861132383014e-24,1.47035316137633,2.0074660871055,2.04727377320726,2.01785792642563e-06,2.50477132673292,2.23099761667375e-05,1.47035316137633,0.00233081876482391
"100874222","RNF219-AS1","chr13","2418","1",3,0.000340154184007784,1.11336704353487e-21,1.73774093910492,1.77456790992862,1.76913810824515,8.60123238481224e-05,1.81682468243579,0.000340154184007784,1.73774093910492,6.9577759307653e-05
"79596","RNF219","chr13","3429","2",3,0.000162776743028562,1.28422720626471e-24,1.52401609559049,1.71923643829027,1.52401609559049,7.46355009743309e-05,1.9051513456687,7.16841834148393e-06,1.72854187361161,0.000162776743028562
"10199","MPHOSPH10","chr2","2485","1",3,0.000525797685422016,6.01903815361378e-23,1.2970955775078,1.44541698595289,1.40287621938412,2.08494699654325e-05,1.63627916096674,4.75516896321163e-05,1.2970955775078,0.000525797685422016
"2960","GTF2E1","chr3","3033","1",3,3.08170321413565e-06,2.17682422450562e-36,2.1740291555282,2.71123934581114,3.1288499146655,4.07157785470571e-08,2.83083896723972,2.73568801724947e-06,2.1740291555282,3.08170321413565e-06
"92344","GORAB","chr1","2345.2","5",3,3.14238386119687e-05,3.67615255116367e-31,1.72820537744077,2.10411565953644,2.55920025390516,1.3827860609446e-07,2.02494134726339,3.14238386119687e-05,1.72820537744077,1.92818499304345e-05
"100129842","ZNF737","chr19","2715.25","8",3,6.20714580190733e-05,2.63104784050973e-30,1.95355771267051,2.14996488777354,2.36565713146379,5.11576563275508e-07,1.95355771267051,6.20714580190733e-05,2.13067981918631,6.50768159345929e-06
"134510","UBLCP1","chr5","2392","1",3,1.29399774012655e-05,2.17803398161636e-29,1.59628970254741,1.93572707448211,1.59628970254741,1.29399774012655e-05,2.58955662399041,7.0246898979236e-06,1.62133489690851,6.00246445389877e-06
"81545","FBXO38","chr5","4185.6","5",3,3.27629422047231e-05,2.97415808108548e-28,1.41956888212982,1.58690118125111,1.43540849499077,8.02193766593588e-06,1.90572616663276,6.91287808663453e-06,1.41956888212982,3.27629422047231e-05
"91664","ZNF845","chr19","3933.6","5",3,2.14624892484084e-05,9.04264116745344e-28,1.77423676937576,2.00405163582307,2.16344968329156,6.62984867396651e-06,2.07446845480189,2.14624892484084e-05,1.77423676937576,2.13154344295945e-05
"51429","SNX9","chr6","4059.5","2",3,0.000176299546567746,2.33872665848109e-30,1.40534029027114,1.72419123075748,1.96116146261269,2.83080489032244e-07,1.80607193938862,3.92275020825699e-06,1.40534029027114,0.000176299546567746
"84549","MAK16","chr8","3574","1",3,7.2893174551082e-05,1.87258770634232e-28,1.44555035057099,1.64052297078859,1.7699146368197,2.81496511190019e-07,1.70610392497509,7.15526533004565e-05,1.44555035057099,7.2893174551082e-05
"90338","ZNF160","chr19","4670.25","8",3,6.89873246241057e-05,8.71965926263447e-28,1.51660013080857,1.67603233377163,1.79164090646954,8.58122761826152e-07,1.71985596403677,5.03821340976689e-05,1.51660013080857,6.89873246241057e-05
"6627","SNRPA1","chr15","1027.5","2",3,0.000127105530720358,5.06297374373602e-27,1.37128862774488,1.65951448664653,1.84826983715209,1.36484969446979e-06,1.75898499504262,3.87076941579254e-05,1.37128862774488,0.000127105530720358
"101928527",NA,NA,NA,NA,3,0.00323474318242887,3.74669960577724e-25,1.43833544957265,1.98320638898484,1.48719232973651,0.00323474318242887,3.02409138764536,3.51601740158042e-08,1.43833544957265,0.000432428123592467
"400720","ZNF772","chr19","4658.75","4",3,0.00389179999975231,2.09260954058785e-25,1.91271860590522,2.36643957793556,1.91271860590522,0.000548523878622935,1.95287289462691,0.00389179999975231,3.23372723327454,1.75884881125901e-08
"22875","ENPP4","chr6","4680","1",3,0.0094780743496308,1.56491386901103e-25,1.20078565329475,1.86711581389601,1.20078565329475,0.00108975618449364,1.34087631475986,0.0094780743496308,3.05968547363342,3.17735501724279e-09
"124961","ZFP3","chr17","4995","1",3,0.0160726326890458,1.77654742658546e-25,1.3303564679374,2.01857600125149,2.11624161879896,4.03440168491109e-06,1.3303564679374,0.0160726326890458,2.60912991701811,5.3674131268216e-07
"85865","GTPBP10","chr7","7423.5","2",3,0.00208771137396977,2.01391972141606e-26,1.49971685243873,1.77203381233207,1.82757489045478,2.00298086289028e-06,1.49971685243873,0.00208771137396977,1.9888096941027,3.039027969156e-06
"11108","PRDM4","chr12","3436.33333333333","3",3,0.00899733947250118,1.72797510157486e-23,1.05849439580627,1.54114708721615,2.06087756001223,1.06940780696911e-06,1.05849439580627,0.00899733947250118,1.50406930582995,3.02960510599095e-05
"10863","ADAM28","chr8","2885.09090909091","11",3,0.00543686748366466,7.2266025274674e-23,1.81898085680436,2.09054735186366,1.97347884854135,5.19649578175222e-06,2.47918235024526,0.00543686748366466,1.81898085680436,2.00925577178043e-05
