"","Collection","Gene_Set","Size","N_Comp","Pval_Max","Pval_Meta","Abs_NES_Min","Abs_NES_Avg","B_Cell_NES","T_Cell_Pval","Monocyte_NES","B_Cell_Pval","T_Cell_NES","Monocyte_Pval"
"1185","C2_Chemical_and_genetic_perturbations","C2_CGP_1585_HANSON_HRAS_SIGNALING_VIA_NFKB",21,3,0.5416667,3.89820205512767e-05,0.9391793,1.25233634333333,-1.874892,0.001,-0.94293773,0.5294118,-0.9391793,0.5416667
"1186","C7_Immunologic_signatures","C7_ALL_1071_GSE24634_IL4_VS_CTRL_TREATED_NAIVE_CD4_TCELL_DAY3_UP",198,3,0.85507244,5.30808438155502e-05,0.85335314,1.25031978,-1.8748577,0.001,-0.85335314,0.85507244,1.0227485,0.39807692
"1187","C0_Hallmark","H_ALL_38_HALLMARK_UV_RESPONSE_UP",158,3,0.005328597,1.8015047932871e-14,1.4886848,1.66501216666667,-1.8746101,0.001,-1.4886848,0.005328597,-1.6317416,0.001
"1188","C2_Chemical_and_genetic_perturbations","C2_CGP_333_GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_DN",93,3,0.70851064,5.355920449155e-05,0.89354914,1.24876834666667,-1.874411,0.001,0.89354914,0.70851064,-0.9783449,0.4828283
"1189","C4_Cancer_modules","C4_CM_206_MODULE_221",30,3,0.90457255,3.57142914605998e-08,0.7147908,1.43281383333333,-1.8744049,0.001,0.7147908,0.90457255,-1.7092458,0.007736944
"1190","REACTOME","1183538_REACT_355462_IRAK4_DEFICIENCY_TLR2_4_",10,3,0.6811881,0.000490867448167646,0.82898164,1.21450059666667,-1.8742592,0.0033500837,-0.82898164,0.6811881,-0.94026095,0.5285996
"1191","C2_Chemical_and_genetic_perturbations","C2_CGP_2012_ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM",63,3,0.9917864,4.22665091005908e-06,0.6829186,1.27809706666667,-1.8742414,0.001,1.2771312,0.0861678,0.6829186,0.9917864
"1192","WikiPathways","672448_WP2059_ALZHEIMERS_DISEASE",77,3,0.8632163,1.3780225685997e-05,0.7946751,1.27245493333333,-1.874228,0.001,-0.7946751,0.8632163,-1.1484617,0.18762475
"1193","C4_Cancer_modules","C4_CM_336_MODULE_401",13,3,0.87814313,5.01360489125146e-05,0.7009156,1.2086015,-1.8736476,0.001,-0.7009156,0.87814313,1.0512413,0.37550202
"1194","C2_Chemical_and_genetic_perturbations","C2_CGP_311_ELVIDGE_HYPOXIA_UP",171,3,0.772242,9.81243102493398e-05,0.88282645,1.22957713,-1.8735946,0.001,-0.88282645,0.772242,-0.93231034,0.6216814
"1195","GO_MF","490244_GO_0004953_ICOSANOID_RECEPTOR_ACTIVITY",16,3,0.8181818,4.8080461692497e-05,0.7449677,1.32240196666667,-1.8732498,0.0031007752,1.3489884,0.12698413,0.7449677,0.8181818
"1196","C7_Immunologic_signatures","C7_ALL_1479_GSE360_L_DONOVANI_VS_B_MALAYI_HIGH_DOSE_MAC_UP",196,3,0.95571095,0.000288012631673123,0.80840683,1.16427765333333,-1.8732152,0.001,0.80840683,0.95571095,0.81121093,0.9269231
"1197","C2_Chemical_and_genetic_perturbations","C2_CGP_1582_ZHAN_MULTIPLE_MYELOMA_DN",41,3,0.4653846,1.85975882342755e-06,0.9941551,1.38245726666667,-1.8730575,0.001,1.2801592,0.118421055,0.9941551,0.4653846
"1198","GO_BP","488591_GO_0002718_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE",50,3,0.5187377,8.66564698389877e-06,0.9640393,1.32954976666667,-1.8723495,0.001,-1.1522605,0.24264705,-0.9640393,0.5187377
"1199","C2_Chemical_and_genetic_perturbations","C2_CGP_2303_MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN",22,3,0.3365019,3.90915296187646e-08,1.0768303,1.54084436666667,-1.8721759,0.001,-1.0768303,0.3365019,-1.6735269,0.021786492
"1200","GO_BP","503310_GO_0034104_NEGATIVE_REGULATION_OF_TISSUE_REMODELING",15,3,0.7282609,2.26081703475517e-05,0.7928749,1.27134536666667,-1.8721627,0.001,0.7928749,0.7282609,1.1489985,0.29158512
"1201","GO_BP","500601_GO_0031342_NEGATIVE_REGULATION_OF_CELL_KILLING",13,3,0.9771784,0.00046329086339028,0.560782,1.06472713333333,-1.8721378,0.0015600624,-0.560782,0.9771784,-0.7612616,0.76508623
"1202","C7_Immunologic_signatures","C7_ALL_1523_GSE36476_CTRL_VS_TSST_ACT_16H_MEMORY_CD4_TCELL_OLD_UP",196,3,0.9168111,6.4866575108292e-10,0.81372464,1.38083154666667,-1.8716539,0.001,-0.81372464,0.9168111,-1.4571161,0.001
"1203","C7_Immunologic_signatures","C7_ALL_1043_GSE24142_ADULT_VS_FETAL_DN2_THYMOCYTE_UP",196,3,0.4712838,7.40577659090093e-10,0.99924994,1.44307781333333,-1.8716322,0.001,-0.99924994,0.4712838,-1.4583513,0.002079002
"1204","GO_BP","488165_GO_0002292_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE",23,3,0.64,1.69412264040879e-05,0.87529033,1.28494901,-1.8714936,0.001,-1.1080631,0.28326997,-0.87529033,0.64
"1205","WikiPathways","198880_WP558_COMPLEMENT_AND_COAGULATION_CASCADES",51,3,0.7525355,6.87146449682955e-05,0.8459792,1.22896878333333,-1.8714244,0.001,0.96950275,0.52238804,0.8459792,0.7525355
"1206","C6_Oncogenic_signatures","C6_ALL_154_STK33_NOMO_UP",284,3,0.9872449,7.51837894944051e-10,0.79613036,1.44010765333333,-1.8712884,0.001,0.79613036,0.9872449,1.6529042,0.001
"1207","C7_Immunologic_signatures","C7_ALL_1687_GSE3982_BASOPHIL_VS_EFF_MEMORY_CD4_TCELL_UP",200,3,0.9209979,9.26469219857405e-07,0.83468765,1.32653298333333,-1.8712113,0.001,1.2737,0.04136253,-0.83468765,0.9209979
"1208","GO_BP","488561_GO_0002688_REGULATION_OF_LEUKOCYTE_CHEMOTAXIS",82,3,0.26174498,6.43028121546718e-08,1.1023586,1.4446073,-1.8708223,0.001,1.1023586,0.26174498,1.360641,0.036190476
"1209","KEGG_compound","C01176_17ALPHA_HYDROXYPROGESTERONE_17ALPHA_HYDROXY_4_PREGNENE_3_20_DIONE_PREGN_4_ENE_3_20_DIONE_17_OL_17ALPHA_HYDROXY_PROGESTERONE",6,3,0.2,1.10818423441191e-06,1.2750022,1.5478506,-1.8707774,0.0034129692,1.2750022,0.2,1.4977722,0.061349694
"1210","C2_Chemical_and_genetic_perturbations","C2_CGP_2628_SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE",101,3,1,3.01905335330664e-09,0.6419134,1.3415665,-1.8707362,0.001,0.6419134,1,-1.5120499,0.0019880715
"1211","C7_Immunologic_signatures","C7_ALL_1340_GSE30962_PRIMARY_VS_SECONDARY_CHRONIC_LCMV_INF_CD8_TCELL_DN",196,3,0.45962733,1.70875401866876e-07,0.996097,1.383672,-1.8707261,0.001,-1.2841929,0.034188036,-0.996097,0.45962733
"1212","GO_MF","490372_GO_0046875_EPHRIN_RECEPTOR_BINDING",29,3,0.15932915,2.9324583105061e-07,1.2399108,1.46510663333333,-1.8703175,0.001,-1.2850916,0.13068181,-1.2399108,0.15932915
"1213","C7_Immunologic_signatures","C7_ALL_637_GSE17721_PAM3CSK4_VS_GADIQUIMOD_1H_BMDM_UP",192,3,0.09355509,5.18332926547975e-08,1.1776761,1.414973,-1.8695486,0.001,-1.1976943,0.09060403,-1.1776761,0.09355509
"1214","C2_Chemical_and_genetic_perturbations","C2_CGP_3111_WIERENGA_STAT5A_TARGETS_UP",216,3,0.3782837,2.93620418804566e-06,1.0344249,1.3435884,-1.8692855,0.001,-1.0344249,0.3782837,-1.1270548,0.18585859
"1215","GO_BP","487515_GO_0007157_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES",32,3,0.66462165,6.50946159682132e-05,0.8601034,1.2167789,-1.8691589,0.001,-0.9210744,0.5738636,-0.8601034,0.66462165
"1216","GO_CC","499432_GO_0042101_T_CELL_RECEPTOR_COMPLEX",14,3,0.07036247,1.38207844599601e-07,1.4063739,1.5793081,-1.868905,0.0030487804,1.4063739,0.07036247,-1.4626454,0.06560636
"1217","KEGG_pathway","HSA04145_PHAGOSOME",146,3,0.9547619,0.000149900294076339,0.7661951,1.18529258333333,-1.8688344,0.001,0.7661951,0.9547619,0.92084825,0.6388889
"1218","C4_Cancer_modules","C4_CM_417_MODULE_543",14,3,0.8134172,0.000628347939021302,0.7564529,1.18586366666667,-1.8687725,0.0031347962,-0.9323656,0.54653466,0.7564529,0.8134172
"1219","WikiPathways","198795_WP306_FOCAL_ADHESION",181,3,0.9883991,0.000177321428764972,0.7485877,1.1784994,-1.8686941,0.001,0.7485877,0.9883991,0.9182164,0.67898834
"1220","C2_Chemical_and_genetic_perturbations","C2_CGP_1442_ZHAN_MULTIPLE_MYELOMA_CD1_UP",45,3,0.51140684,1.15774405252425e-07,0.9644013,1.43040413333333,-1.868534,0.001,-0.9644013,0.51140684,-1.4582771,0.025104603
"1221","C4_Cancer_modules","C4_CM_264_MODULE_300",33,3,0.9539347,6.68219786589799e-05,0.64907575,1.18423788333333,-1.8682424,0.001,-0.64907575,0.9539347,-1.0353955,0.40571427
"1222","GO_BP","488322_GO_0002449_LYMPHOCYTE_MEDIATED_IMMUNITY",120,3,0.99787235,3.26217022414166e-05,0.6908334,1.21931123333333,-1.867734,0.001,0.6908334,0.99787235,-1.0993663,0.26041666
"1223","GO_BP","512159_GO_0051271_NEGATIVE_REGULATION_OF_CELLULAR_COMPONENT_MOVEMENT",199,3,0.8861386,2.88438235371549e-05,0.8401053,1.2602154,-1.8676801,0.001,-0.8401053,0.8861386,1.0728608,0.274
"1224","GO_BP","508019_GO_0045671_NEGATIVE_REGULATION_OF_OSTEOCLAST_DIFFERENTIATION",21,3,0.70881224,7.08539330133284e-06,0.8361695,1.3480519,-1.8674911,0.0015649452,-0.8361695,0.70881224,1.3404951,0.10176125
"1225","GO_BP","488572_GO_0002699_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS",152,3,0.35008666,2.36161054601376e-06,1.0429713,1.3506064,-1.8670133,0.001,-1.0429713,0.35008666,-1.1418346,0.17878193
"1226","GO_BP","500607_GO_0031348_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE",124,3,1,0.000327315019869524,0.6654795,1.10699442333333,-1.8669488,0.001,0.78855497,0.95364237,0.6654795,1
"1227","GO_BP","488694_GO_0002821_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE",81,3,0.028688524,1.58131355700196e-10,1.4555306,1.5953843,-1.8668295,0.001,-1.4637928,0.015789473,-1.4555306,0.028688524
"1228","REACTOME","106036_REACT_1695_GPVI_MEDIATED_ACTIVATION_CASCADE",49,3,0.9692029,7.0857349710877e-05,0.65739626,1.20918382,-1.8667799,0.0014265336,-0.65739626,0.9692029,-1.1033753,0.2892562
"1229","GO_BP","501835_GO_0032609_INTERFERON_GAMMA_PRODUCTION",18,3,0.5363458,2.3705857743519e-05,0.9438784,1.27729706666667,-1.8666422,0.001,-0.9438784,0.5363458,-1.0213706,0.40636703
"1230","C2_Chemical_and_genetic_perturbations","C2_CGP_488_WANG_BARRETTS_ESOPHAGUS_DN",22,3,0.86170214,6.9946582448858e-05,0.72900456,1.19885952,-1.8662797,0.001,0.72900456,0.86170214,1.0012943,0.4607646
"1231","REACTOME","106503_REACT_11051_RHO_GTPASE_CYCLE",123,3,0.19279279,8.06682551695557e-07,1.141215,1.38940976666667,-1.8662552,0.001,-1.1607591,0.19279279,-1.141215,0.18367347
"1232","C7_Immunologic_signatures","C7_ALL_1840_GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_AT_DX_DN",189,3,0.46746987,9.34065550955129e-08,0.9937354,1.41705873333333,-1.8662012,0.001,0.9937354,0.46746987,1.3912396,0.02457467
"1233","C2_Chemical_and_genetic_perturbations","C2_CGP_480_WANG_BARRETTS_ESOPHAGUS_AND_ESOPHAGUS_CANCER_DN",34,3,0.66342413,9.35860193430166e-07,0.87483287,1.37814295666667,-1.8660634,0.001,-1.3935326,0.05772812,-0.87483287,0.66342413
"1234","GO_BP","501889_GO_0032663_REGULATION_OF_INTERLEUKIN_2_PRODUCTION",46,3,0.5120594,2.48418150711938e-05,0.9607166,1.2792086,-1.8656315,0.001,-0.9607166,0.5120594,-1.0112777,0.4367347
"1235","REACTOME","106153_REACT_11047_MINERALOCORTICOID_BIOSYNTHESIS",6,3,0.5441767,1.43211820364523e-05,0.9309313,1.37154773333333,-1.8652015,0.0016666667,0.9309313,0.5441767,1.3185104,0.18236473
"1236","REACTOME","730312_REACT_150361_TRIF_MEDIATED_PROGRAMMED_CELL_DEATH",10,3,0.95809525,0.000287099664313959,0.5680125,1.01589485666667,-1.8650366,0.001,-0.5680125,0.95809525,0.61463547,0.9229287
"1237","C7_Immunologic_signatures","C7_ALL_1377_GSE3337_CTRL_VS_16H_IFNG_IN_CD8POS_DC_UP",197,3,0.8548951,0.000100617662556697,0.85489976,1.22579883,-1.8643504,0.001,-0.85489976,0.8548951,-0.95814633,0.56956524
"1238","C7_Immunologic_signatures","C7_ALL_175_GSE13411_PLASMA_CELL_VS_MEMORY_BCELL_UP",191,3,0.11340206,7.51721523614029e-09,1.1695571,1.44372093333333,-1.8640804,0.001,-1.1695571,0.11340206,-1.2975253,0.02783726
"1239","GO_BP","516724_GO_0071801_REGULATION_OF_PODOSOME_ASSEMBLY",10,3,0.4319066,0.000101258924252768,1.0125644,1.31857643333333,-1.8639812,0.0032520324,-1.0791837,0.34790874,-1.0125644,0.4319066
"1240","C6_Oncogenic_signatures","C6_ALL_63_CAMP_UP_V1_DN",199,3,0.739726,1.29132699625106e-06,0.9048274,1.33724876666667,-1.8638341,0.001,-0.9048274,0.739726,-1.2430848,0.06138614
"1241","GO_BP","507765_GO_0045408_REGULATION_OF_INTERLEUKIN_6_BIOSYNTHETIC_PROCESS",14,3,0.5598377,4.39374973451208e-07,0.93919253,1.45684661,-1.8631368,0.0015625,-1.5682105,0.029411765,-0.93919253,0.5598377
"1242","C2_Chemical_and_genetic_perturbations","C2_CGP_1415_SHIPP_DLBCL_VS_FOLLICULAR_LYMPHOMA_UP",45,3,1,8.68262006043936e-08,0.46510372,1.28386477333333,-1.8630956,0.001,0.46510372,1,-1.523395,0.011061947
"1243","GO_BP","506657_GO_0043627_RESPONSE_TO_ESTROGEN",157,3,0.5983051,3.28328185871869e-06,0.9425333,1.3240742,-1.8628509,0.001,-0.9425333,0.5983051,1.1668384,0.12474849
"1244","KEGG_compound","C00060_CARBOXYLATE_R_COOH_MONOCARBOXYLATE_CARBOXYLIC_ACID",18,3,0.7376033,5.48590447935086e-05,0.8154272,1.22429996666667,-1.8627826,0.001,0.8154272,0.7376033,0.9946901,0.47001934
"1245","REACTOME","106061_REACT_641_DISSOLUTION_OF_FIBRIN_CLOT",13,3,0.88160676,1.98000406523433e-05,0.69663393,1.28760854333333,-1.8626648,0.0015037594,0.69663393,0.88160676,1.3035269,0.14893617
"1246","C2_Chemical_and_genetic_perturbations","C2_CGP_3114_WIERENGA_STAT5A_TARGETS_GROUP2",60,3,0.91847825,0.000247403091210874,0.7380827,1.12869022,-1.86258,0.001,-0.7380827,0.91847825,-0.78540796,0.88385826
"1247","GO_MF","487469_GO_0001530_LIPOPOLYSACCHARIDE_BINDING",16,3,0.7192308,1.65066462042046e-05,0.8067294,1.28139956666667,-1.8616323,0.001,-0.8067294,0.7192308,-1.175837,0.24850895
"1248","C2_Chemical_and_genetic_perturbations","C2_CGP_401_CASTELLANO_NRAS_TARGETS_UP",65,3,0.58127207,6.22956981866982e-08,0.93511045,1.42064438333333,-1.8615676,0.001,-0.93511045,0.58127207,-1.4652551,0.016032064
"1249","GO_MF","490030_GO_0004714_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY",64,3,0.29956895,1.24418526619861e-06,1.0904036,1.38985236666667,-1.861402,0.001,-1.2177515,0.14862385,-1.0904036,0.29956895
"1250","C2_Chemical_and_genetic_perturbations","C2_CGP_518_MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP",168,3,0.88601035,6.93475168934872e-05,0.82481134,1.22898968,-1.8613329,0.001,-0.82481134,0.88601035,1.0008248,0.4459725
"1251","C7_Immunologic_signatures","C7_ALL_1580_GSE3982_DC_VS_MAC_LPS_STIM_DN",197,3,0.7569444,2.73617045534838e-08,0.88247705,1.37965175,-1.8611399,0.001,-0.88247705,0.7569444,-1.3953383,0.008064516
"1252","C2_Chemical_and_genetic_perturbations","C2_CGP_897_WANG_RESPONSE_TO_BEXAROTENE_DN",29,3,0.44396552,9.45717976167678e-06,0.9833763,1.35666473333333,-1.8610997,0.0014430014,0.9833763,0.44396552,-1.2255182,0.20600858
"1253","GO_BP","518998_GO_2000352_NEGATIVE_REGULATION_OF_ENDOTHELIAL_CELL_APOPTOTIC_PROCESS",25,3,0.9050505,1.96864106807077e-05,0.6802188,1.2393687,-1.8610997,0.001,0.6802188,0.9050505,1.1767876,0.21747573
"1254","C7_Immunologic_signatures","C7_ALL_1139_GSE2706_2H_VS_8H_LPS_STIM_DC_UP",194,3,0.37719297,1.0943710023638e-10,1.0301199,1.6602384,-1.861076,0.001,-1.0301199,0.37719297,-2.0895193,0.001
"1255","REACTOME","105724_REACT_6913_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES",19,3,0.47151276,1.98252937341139e-05,0.98386836,1.29066142,-1.8606534,0.001,0.98386836,0.47151276,-1.0274625,0.41904762
"1256","C1_Positional","C1_ALL_197_CHR13Q21",9,3,0.9419087,0.000137864651224056,0.6137717,1.12096256666667,-1.8605256,0.001,0.6137717,0.9419087,-0.8885904,0.61759084
"1257","REACTOME","1127692_REACT_264548_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE",34,3,0.5362319,8.2240400973253e-06,0.94481075,1.32204011666667,-1.8604268,0.001,0.94481075,0.5362319,-1.1608828,0.2281746
"1258","GO_BP","491989_GO_0007189_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY",69,3,0.66511625,5.20717780196776e-05,0.89972895,1.24433086666667,-1.8600861,0.001,0.89972895,0.66511625,-0.97317755,0.5063291
"1259","GO_BP","500386_GO_0031099_REGENERATION",110,3,0.69877046,5.58165023623053e-05,0.8966151,1.2448612,-1.8599921,0.001,-0.9779764,0.50094515,-0.8966151,0.69877046
"1260","C2_Chemical_and_genetic_perturbations","C2_CGP_2853_CAIRO_HEPATOBLASTOMA_DN",259,3,0.7863105,2.0333194689177e-06,0.8944846,1.31229353333333,-1.8599377,0.001,-0.8944846,0.7863105,-1.1824583,0.07349666
"1261","GO_BP","502066_GO_0032844_REGULATION_OF_HOMEOSTATIC_PROCESS",337,3,0.72572815,7.67906087924718e-05,0.9248111,1.24926706666667,-1.8598833,0.001,0.9248111,0.72572815,-0.9631068,0.5764463
"1262","C2_Chemical_and_genetic_perturbations","C2_CGP_1155_LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT",101,3,0.8961625,9.06838761029549e-05,0.8079607,1.21557801,-1.8595499,0.001,0.8079607,0.8961625,-0.97922343,0.512476
"1263","C3_TF_targets","C3_TFT_456_V_AP1_Q2_01",270,3,0.049382716,1.7676020291447e-12,1.2310324,1.53298516666667,-1.8594722,0.001,-1.5084509,0.001,-1.2310324,0.049382716
"1264","C2_Chemical_and_genetic_perturbations","C2_CGP_1708_YAMAZAKI_TCEB3_TARGETS_UP",174,3,0.83623695,0.000138245503841281,0.8587181,1.21042211666667,-1.8593645,0.001,-0.8587181,0.83623695,-0.91318375,0.6967213
"1265","GO_BP","487444_GO_0001505_REGULATION_OF_NEUROTRANSMITTER_LEVELS",151,3,0.2460457,3.18279503184674e-09,1.0948137,1.46989946666667,-1.8593376,0.001,-1.0948137,0.2460457,-1.4555471,0.008298756
"1266","C6_Oncogenic_signatures","C6_ALL_15_HINATA_NFKB_IMMU_INF",14,3,0.3135246,4.02993855426499e-06,1.1196318,1.41620686666667,-1.859328,0.0015847861,-1.2696608,0.16765286,-1.1196318,0.3135246
"1267","GO_BP","507489_GO_0045089_POSITIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE",189,3,1,6.85524059950028e-06,0.6159508,1.21472693333333,-1.8592734,0.001,0.6159508,1,-1.1689566,0.11088296
"1268","C2_Chemical_and_genetic_perturbations","C2_CGP_1481_HSIAO_LIVER_SPECIFIC_GENES",236,3,0.14137931,1.77269632485633e-07,1.1490932,1.39251066666667,-1.8592218,0.001,-1.1490932,0.14137931,-1.169217,0.11328976
"1269","GO_BP","500115_GO_0030816_POSITIVE_REGULATION_OF_CAMP_METABOLIC_PROCESS",90,3,0.45535713,1.16355834884104e-05,0.9984668,1.3035362,-1.8588164,0.001,0.9984668,0.45535713,1.0533254,0.3243762
"1270","C4_Cancer_modules","C4_CM_127_MODULE_132",13,3,0.13840155,1.49140953033114e-07,1.3171235,1.5127711,-1.8587984,0.001,-1.3171235,0.13840155,-1.3623914,0.105788425
"1271","C4_Cancer_modules","C4_CM_359_MODULE_433",58,3,0.50395256,4.55707318974366e-06,0.98418653,1.34095137666667,-1.8587687,0.001,-1.1798989,0.17657657,0.98418653,0.50395256
"1272","GO_BP","752381_GO_0086009_MEMBRANE_REPOLARIZATION",15,3,0.107074566,3.7114917562535e-08,1.3703966,1.5732093,-1.8585088,0.001,-1.4907225,0.06666667,-1.3703966,0.107074566
"1273","GO_MF","496892_GO_0031072_HEAT_SHOCK_PROTEIN_BINDING",69,3,0.50276244,3.38808163982521e-10,0.9764101,1.66825086666667,-1.8583735,0.0013175231,-0.9764101,0.50276244,-2.169969,0.001
"1274","GO_BP","488556_GO_0002683_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS",332,3,0.9325301,9.15431896308206e-05,0.85665506,1.23416855333333,-1.8580052,0.001,0.85665506,0.9325301,0.9878454,0.49510762
"1275","GO_BP","509070_GO_0046850_REGULATION_OF_BONE_REMODELING",38,3,0.98703706,0.000106386539941406,0.5824827,1.1373798,-1.8576331,0.001,-0.5824827,0.98703706,0.9720236,0.5090543
"1276","C7_Immunologic_signatures","C7_ALL_1328_GSE30083_SP1_VS_SP3_THYMOCYTE_DN",196,3,0.9154676,1.05551545166697e-08,0.8130023,1.34867496666667,-1.8574833,0.001,-0.8130023,0.9154676,-1.3755393,0.0040983604
"1277","C6_Oncogenic_signatures","C6_ALL_3_E2F1_UP_V1_DN",190,3,0.21627408,1.35250628315692e-07,1.0944425,1.40055306666667,-1.8574643,0.001,-1.2497524,0.064347826,-1.0944425,0.21627408
"1278","GO_BP","501969_GO_0032743_POSITIVE_REGULATION_OF_INTERLEUKIN_2_PRODUCTION",31,3,0.82889736,0.000328388922089966,0.77238834,1.13746294666667,-1.857237,0.0014367816,-0.77238834,0.80225986,-0.7827635,0.82889736
"1279","C2_Chemical_and_genetic_perturbations","C2_CGP_1929_ZAMORA_NOS2_TARGETS_DN",92,3,0.5307517,7.90674001074406e-06,0.95383143,1.31322934333333,-1.8571332,0.001,0.95383143,0.5307517,-1.1287234,0.22567287
"1280","C4_Cancer_gene_neighborhoods","C4_CGN_313_GNF2_RRM2",40,3,0.84686345,5.53648692730184e-10,0.7690029,1.49024153333333,-1.8568859,0.001,-0.7690029,0.84686345,-1.8448358,0.001
"1281","GO_BP","487864_GO_0001974_BLOOD_VESSEL_REMODELING",32,3,0.8333333,0.000176625299695266,0.766609,1.144269,-1.8568677,0.001,0.8093303,0.803532,0.766609,0.8333333
"1282","C7_Immunologic_signatures","C7_ALL_1452_GSE360_L_DONOVANI_VS_B_MALAYI_LOW_DOSE_DC_DN",200,3,0.88927335,4.85540081147514e-07,0.834751,1.33682943333333,-1.8567722,0.001,-0.834751,0.88927335,-1.3189651,0.030487806
"1283","C4_Cancer_gene_neighborhoods","C4_CGN_295_GNF2_ESPL1",35,3,0.7572614,8.98757758955368e-08,0.8278804,1.440809,-1.8565254,0.0014662757,0.8278804,0.7572614,-1.6380212,0.010141988
"1284","WikiPathways","755436_WP2100_AHR_PATHWAY",26,3,0.19379845,4.40658438042772e-07,1.1983993,1.44800266666667,-1.8564126,0.001,-1.2891961,0.1329588,-1.1983993,0.19379845
"1285","C2_BioCarta_Pathways","C2_CP_BIOCARTA_40_BIOCARTA_TID_PATHWAY",19,3,0.36153847,3.32223226606382e-07,1.0749365,1.52124706666667,-1.8562332,0.0030674846,-1.0749365,0.36153847,-1.6325715,0.02004008
"1286","GO_BP","511766_GO_0050798_ACTIVATED_T_CELL_PROLIFERATION",10,3,0.96161616,0.000424457988100446,0.5454829,1.07301553333333,-1.8560629,0.0016528926,0.5454829,0.96161616,-0.8175008,0.6973948
"1287","REACTOME","1183587_REACT_355542_RHO_GTPASES_ACTIVATE_PKNS",89,3,0.007142857,1.32265772136691e-12,1.5310605,1.65340816666667,-1.8558406,0.001,-1.5310605,0.007142857,-1.5733234,0.006
"1288","GO_BP","491546_GO_0006658_PHOSPHATIDYLSERINE_METABOLIC_PROCESS",26,3,0.5616162,6.56765626202066e-05,0.9320624,1.26832573333333,-1.8558015,0.0015015015,0.9320624,0.5616162,1.0171133,0.45454547
"1289","GO_BP","492325_GO_0042267_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",24,3,0.9708738,0.00129034653246812,0.5849074,1.14051738333333,-1.8554912,0.0044776117,-0.5849074,0.9708738,-0.98115355,0.49094567
"1290","C7_Immunologic_signatures","C7_ALL_1608_GSE3982_MAST_CELL_VS_DC_DN",198,3,0.32605043,8.4272947892066e-08,1.0522184,1.39542756666667,-1.8554504,0.001,-1.0522184,0.32605043,-1.2786139,0.033407573
"1291","GO_BP","500116_GO_0030817_REGULATION_OF_CAMP_BIOSYNTHETIC_PROCESS",112,3,0.55263156,4.11386976981501e-08,0.9448637,1.43654556666667,-1.85521,0.001,-0.9448637,0.55263156,1.509563,0.013618677
"1292","REACTOME","771577_REACT_160123_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS",84,3,0.9901575,4.9798929915381e-06,0.6678411,1.2692134,-1.8549976,0.001,-0.6678411,0.9901575,-1.2848015,0.094262294
"1293","GO_BP","755343_GO_2001237_NEGATIVE_REGULATION_OF_EXTRINSIC_APOPTOTIC_SIGNALING_PATHWAY",93,3,0.88653845,0.000208216111042318,0.79040617,1.15514629,-1.8549099,0.001,-0.8201228,0.8296296,0.79040617,0.88653845
"1294","C4_Cancer_gene_neighborhoods","C4_CGN_401_GNF2_RAP1B",36,3,0.9088937,9.37415512910979e-06,0.73286533,1.30116174333333,-1.8548542,0.0014224751,0.73286533,0.9088937,-1.3157657,0.10159363
"1295","KEGG_pathway","HSA05144_MALARIA",48,3,0.1527495,2.80080327246245e-07,1.2398498,1.4453476,-1.8548086,0.001,1.2398498,0.1527495,-1.2413844,0.13307984
"1296","GO_CC","490805_GO_0005775_VACUOLAR_LUMEN",76,3,0.7469244,1.98846034909924e-06,0.8757076,1.3376733,-1.854685,0.001,-0.8757076,0.7469244,1.2826273,0.07645875
"1297","GO_BP","518794_GO_2000146_NEGATIVE_REGULATION_OF_CELL_MOTILITY",186,3,0.9149306,7.32505456380425e-05,0.81332904,1.22407081333333,-1.8541254,0.001,-0.81332904,0.9149306,1.004758,0.4453125
"1298","C6_Oncogenic_signatures","C6_ALL_8_ERB2_UP_V1_UP",190,3,0.8784067,0.000119085482995374,0.8568117,1.21973343333333,-1.8536012,0.001,0.9487874,0.60958904,-0.8568117,0.8784067
