id	chromosome	start	end	transcript	gene
exon_328683	chr5	87910631	87910690	rna29779	494497
exon_328684	chr5	87911613	87911645	rna29779	494497
exon_328685	chr5	87912901	87913107	rna29779	494497
exon_328686	chr5	87914085	87914171	rna29779	494497
exon_329732	chr5	90414392	90414795	rna29857	102639766
exon_329733	chr5	90426228	90426312	rna29857	102639766
exon_329734	chr5	90438175	90438690	rna29857	102639766
exon_329735	chr5	90414392	90414795	rna29858	102639766
exon_329736	chr5	90426228	90426312	rna29858	102639766
exon_329737	chr5	90427677	90427847	rna29858	102639766
exon_329753	chr5	90490714	90490865	rna29860	11576
exon_329754	chr5	90491698	90491749	rna29860	11576
exon_329755	chr5	90492650	90492770	rna29860	11576
exon_329756	chr5	90495964	90496175	rna29860	11576
exon_329757	chr5	90497197	90497329	rna29860	11576
exon_329758	chr5	90498265	90498362	rna29860	11576
exon_329759	chr5	90499600	90499729	rna29860	11576
exon_329760	chr5	90501407	90501621	rna29860	11576
exon_329761	chr5	90503574	90503706	rna29860	11576
exon_329762	chr5	90504331	90504428	rna29860	11576
exon_329763	chr5	90504950	90505088	rna29860	11576
exon_329764	chr5	90506521	90506744	rna29860	11576
exon_329765	chr5	90507798	90507930	rna29860	11576
exon_329766	chr5	90508430	90508484	rna29860	11576
exon_329767	chr5	90508717	90508907	rna29860	11576
exon_330144	chr5	91282996	91283076	rna29904	100503265
exon_330145	chr5	91281420	91281618	rna29904	100503265
exon_330146	chr5	91279724	91280902	rna29904	100503265
exon_330147	chr5	91273737	91274001	rna29904	100503265
exon_330148	chr5	91264633	91264709	rna29904	100503265
exon_330149	chr5	91257571	91258625	rna29904	100503265
exon_330156	chr5	91449683	91449889	rna29906	105246913
exon_330157	chr5	91431432	91431627	rna29906	105246913
exon_330158	chr5	91430352	91430477	rna29906	105246913
exon_330159	chr5	91428108	91428443	rna29906	105246913
exon_330160	chr5	91424312	91424510	rna29906	105246913
exon_331742	chr5	95305923	95306028	rna30085	100041296
exon_331743	chr5	95309221	95309323	rna30085	100041296
exon_331744	chr5	95340184	95340477	rna30085	100041296
exon_331745	chr5	95340969	95341559	rna30085	100041296
exon_331746	chr5	95342371	95343575	rna30085	100041296
exon_331747	chr5	95305969	95306028	rna30086	100041296
exon_331748	chr5	95340184	95340477	rna30086	100041296
exon_331749	chr5	95342371	95342938	rna30086	100041296
exon_332336	chr5	98138479	98138996	rna30160	105246926
exon_332337	chr5	98137311	98137413	rna30160	105246926
exon_332338	chr5	98137055	98137167	rna30160	105246926
exon_332339	chr5	98135055	98136304	rna30160	105246926
exon_332340	chr5	98138479	98138996	rna30161	105246926
exon_332341	chr5	98137311	98137413	rna30161	105246926
exon_332342	chr5	98136522	98137167	rna30161	105246926
exon_332344	chr5	98167198	98167499	rna30162	77630
exon_332345	chr5	98180980	98181112	rna30162	77630
exon_332346	chr5	98183289	98183509	rna30162	77630
exon_332347	chr5	98184461	98184689	rna30162	77630
exon_332348	chr5	98185024	98187454	rna30162	77630
exon_332349	chr5	98180869	98181112	rna30163	77630
exon_332350	chr5	98183289	98183509	rna30163	77630
exon_332351	chr5	98184461	98184689	rna30163	77630
exon_332352	chr5	98185024	98187448	rna30163	77630
exon_332355	chr5	98183269	98183509	rna30165	77630
exon_332356	chr5	98184461	98184689	rna30165	77630
exon_332357	chr5	98185024	98187454	rna30165	77630
exon_332358	chr5	98183420	98183509	rna30166	77630
exon_332359	chr5	98184598	98184689	rna30166	77630
exon_332360	chr5	98185024	98187454	rna30166	77630
exon_332861	chr5	100108795	100110238	rna30258	102639984
exon_332862	chr5	100110571	100110764	rna30258	102639984
exon_332863	chr5	100111218	100113010	rna30258	102639984
exon_332864	chr5	100108795	100110238	rna30259	102639984
exon_332865	chr5	100110571	100110764	rna30259	102639984
exon_332866	chr5	100111218	100111335	rna30259	102639984
exon_332867	chr5	100111445	100113010	rna30259	102639984
exon_332868	chr5	100108795	100110238	rna30260	102639984
exon_332869	chr5	100110571	100110643	rna30260	102639984
exon_332870	chr5	100111218	100113010	rna30260	102639984
exon_332871	chr5	100108795	100110238	rna30261	102639984
exon_332872	chr5	100110571	100110643	rna30261	102639984
exon_332873	chr5	100111223	100113010	rna30261	102639984
exon_332880	chr5	100279725	100279754	rna30264	105246935
exon_332881	chr5	100287774	100287877	rna30264	105246935
exon_332882	chr5	100288391	100288507	rna30264	105246935
exon_332883	chr5	100290013	100290039	rna30264	105246935
exon_332884	chr5	100279725	100279754	rna30265	105246935
exon_332885	chr5	100287774	100287877	rna30265	105246935
exon_332886	chr5	100288391	100289553	rna30265	105246935
exon_335134	chr5	103629110	103629168	rna30396	75750
exon_335135	chr5	103618356	103618474	rna30396	75750
exon_335136	chr5	103617631	103617719	rna30396	75750
exon_335137	chr5	103612370	103612542	rna30396	75750
exon_335138	chr5	103608981	103609138	rna30396	75750
exon_335139	chr5	103605707	103606747	rna30396	75750
exon_335140	chr5	103628856	103629403	rna30397	75750
exon_335141	chr5	103618356	103618474	rna30397	75750
exon_335142	chr5	103617631	103617719	rna30397	75750
exon_335143	chr5	103612370	103612542	rna30397	75750
exon_335144	chr5	103608981	103609138	rna30397	75750
exon_335145	chr5	103605711	103606747	rna30397	75750
exon_335372	chr5	104170712	104170768	rna30430	666279
exon_335373	chr5	104174008	104174083	rna30430	666279
exon_335374	chr5	104174896	104174982	rna30430	666279
exon_335375	chr5	104175137	104176078	rna30430	666279
exon_335376	chr5	104176859	104180127	rna30430	666279
exon_335493	chr5	104603949	104609558	rna30449	102633424
exon_335494	chr5	104635859	104635985	rna30449	102633424
exon_335495	chr5	104636228	104636288	rna30449	102633424
exon_335496	chr5	104637539	104642488	rna30449	102633424
exon_335497	chr5	104603949	104609558	rna30450	102633424
exon_335498	chr5	104635859	104635985	rna30450	102633424
exon_335499	chr5	104637539	104642488	rna30450	102633424
exon_335500	chr5	104635481	104635985	rna30451	102633424
exon_335501	chr5	104637539	104642488	rna30451	102633424
exon_335502	chr5	104635663	104635674	rna30452	102633424
exon_335503	chr5	104635859	104635985	rna30452	102633424
exon_335504	chr5	104637539	104642488	rna30452	102633424
exon_335506	chr5	104661552	104662477	rna30453	100505397
exon_335507	chr5	104688783	104688909	rna30453	100505397
exon_335508	chr5	104689152	104689212	rna30453	100505397
exon_335509	chr5	104690463	104692065	rna30453	100505397
exon_335510	chr5	104662447	104662477	rna30454	100505397
exon_335511	chr5	104688783	104688909	rna30454	100505397
exon_335512	chr5	104690463	104692065	rna30454	100505397
exon_335513	chr5	104688405	104688909	rna30455	100505397
exon_335514	chr5	104690463	104692065	rna30455	100505397
exon_335515	chr5	104688587	104688598	rna30456	100505397
exon_335516	chr5	104688783	104688909	rna30456	100505397
exon_335517	chr5	104690463	104692065	rna30456	100505397
exon_335530	chr5	104859667	104860068	rna30460	626391
exon_335531	chr5	104817308	104817352	rna30460	626391
exon_335532	chr5	104816997	104817123	rna30460	626391
exon_335533	chr5	104816699	104816759	rna30460	626391
exon_335534	chr5	104813168	104815435	rna30460	626391
exon_335775	chr5	105157839	105158052	gene12561	675363
exon_335776	chr5	105158938	105159131	gene12561	675363
exon_335777	chr5	105159460	105159562	gene12561	675363
exon_335778	chr5	105160522	105160728	gene12561	675363
exon_335779	chr5	105161388	105161668	gene12561	675363
exon_335780	chr5	105162659	105162904	gene12561	675363
exon_335781	chr5	105171655	105171851	gene12561	675363
exon_335782	chr5	105172035	105172144	gene12561	675363
exon_335783	chr5	105182161	105182283	gene12561	675363
exon_335899	chr5	105401226	105401627	rna30494	102634580
exon_335900	chr5	105401817	105402105	rna30494	102634580
exon_335901	chr5	105405394	105406964	rna30494	102634580
exon_335902	chr5	105401226	105401414	rna30495	102634580
exon_335903	chr5	105401553	105401627	rna30495	102634580
exon_335904	chr5	105401817	105402105	rna30495	102634580
exon_335905	chr5	105405394	105405714	rna30495	102634580
exon_336110	chr5	106321531	106321587	rna30543	102635702
exon_336111	chr5	106321091	106321124	rna30543	102635702
exon_336112	chr5	106299556	106299701	rna30543	102635702
exon_336113	chr5	106295339	106296703	rna30543	102635702
exon_336114	chr5	106322361	106322494	rna30544	102635702
exon_336115	chr5	106321091	106321124	rna30544	102635702
exon_336116	chr5	106299210	106299701	rna30544	102635702
exon_336117	chr5	106321531	106321587	rna30545	102635702
exon_336118	chr5	106321091	106321124	rna30545	102635702
exon_336119	chr5	106299210	106299701	rna30545	102635702
exon_339039	chr5	108694229	108694532	rna30813	116701
exon_339040	chr5	108694895	108695118	rna30813	116701
exon_339041	chr5	108703286	108703558	rna30813	116701
exon_339042	chr5	108704667	108704747	rna30813	116701
exon_339043	chr5	108704855	108705139	rna30813	116701
exon_339044	chr5	108705219	108705572	rna30813	116701
exon_339045	chr5	108705816	108706950	rna30813	116701
exon_339046	chr5	108694229	108694532	rna30814	116701
exon_339047	chr5	108694895	108695118	rna30814	116701
exon_339048	chr5	108704667	108704747	rna30814	116701
exon_339049	chr5	108704855	108705139	rna30814	116701
exon_339050	chr5	108705219	108705572	rna30814	116701
exon_339051	chr5	108705816	108706950	rna30814	116701
exon_339107	chr5	109097665	109097864	rna30823	627569
exon_339108	chr5	109092763	109093045	rna30823	627569
exon_339109	chr5	109091409	109092212	rna30823	627569
exon_339110	chr5	109090364	109090585	rna30823	627569
exon_339111	chr5	109087852	109087975	rna30823	627569
exon_339112	chr5	109085849	109086711	rna30823	627569
exon_339119	chr5	109224423	109224622	rna30825	231591
exon_339120	chr5	109221223	109221505	rna30825	231591
exon_339121	chr5	109219835	109220641	rna30825	231591
exon_339122	chr5	109218838	109219062	rna30825	231591
exon_339123	chr5	109217568	109217691	rna30825	231591
exon_339124	chr5	109215502	109216409	rna30825	231591
exon_339759	chr5	110269652	110269899	rna30906	72542
exon_339760	chr5	110267087	110267265	rna30906	72542
exon_339761	chr5	110265911	110266036	rna30906	72542
exon_339762	chr5	110265740	110265828	rna30906	72542
exon_339763	chr5	110265512	110265642	rna30906	72542
exon_339764	chr5	110259135	110260437	rna30906	72542
exon_339765	chr5	110269652	110269899	rna30907	72542
exon_339766	chr5	110267087	110267265	rna30907	72542
exon_339767	chr5	110265911	110266036	rna30907	72542
exon_339768	chr5	110265740	110265828	rna30907	72542
exon_339769	chr5	110265512	110265645	rna30907	72542
exon_339770	chr5	110259135	110260437	rna30907	72542
exon_340351	chr5	110653223	110653382	rna30951	100608
exon_340352	chr5	110653011	110653131	rna30951	100608
exon_340353	chr5	110652313	110652419	rna30951	100608
exon_340354	chr5	110651679	110651786	rna30951	100608
exon_340355	chr5	110651312	110651461	rna30951	100608
exon_340356	chr5	110651112	110651211	rna30951	100608
exon_340357	chr5	110650945	110650979	rna30951	100608
exon_340358	chr5	110650534	110650584	rna30951	100608
exon_340359	chr5	110650335	110650446	rna30951	100608
exon_340360	chr5	110650072	110650132	rna30951	100608
exon_340361	chr5	110649804	110649914	rna30951	100608
exon_340362	chr5	110649533	110649693	rna30951	100608
exon_340363	chr5	110649332	110649414	rna30951	100608
exon_340364	chr5	110649066	110649179	rna30951	100608
exon_340365	chr5	110648419	110648983	rna30951	100608
exon_341856	chr5	111473209	111474215	rna31021	105246964
exon_341857	chr5	111470896	111472829	rna31021	105246964
exon_341858	chr5	111470741	111470815	rna31021	105246964
exon_341859	chr5	111473209	111474215	rna31022	105246964
exon_341860	chr5	111471220	111472829	rna31022	105246964
exon_341861	chr5	111470750	111470815	rna31022	105246964
exon_342017	chr5	112228609	112228948	rna31064	330166
exon_342018	chr5	112228309	112228356	rna31064	330166
exon_342019	chr5	112228055	112228178	rna31064	330166
exon_342020	chr5	112224208	112224356	rna31064	330166
exon_342021	chr5	112220925	112221874	rna31064	330166
exon_342022	chr5	112220583	112220679	rna31064	330166
exon_342023	chr5	112213228	112220235	rna31064	330166
exon_342024	chr5	112228609	112228948	rna31065	330166
exon_342025	chr5	112228301	112228356	rna31065	330166
exon_342026	chr5	112228055	112228214	rna31065	330166
exon_342027	chr5	112224208	112224356	rna31065	330166
exon_342028	chr5	112220925	112221874	rna31065	330166
exon_342029	chr5	112220583	112220679	rna31065	330166
exon_342030	chr5	112213228	112220235	rna31065	330166
exon_342125	chr5	112326369	112326473	rna31082	54723
exon_342126	chr5	112327485	112327670	rna31082	54723
exon_342127	chr5	112327962	112328182	rna31082	54723
exon_342128	chr5	112329366	112329519	rna31082	54723
exon_342129	chr5	112329747	112329903	rna31082	54723
exon_342130	chr5	112331091	112331218	rna31082	54723
exon_342131	chr5	112331868	112332020	rna31082	54723
exon_342132	chr5	112332964	112333491	rna31082	54723
exon_342133	chr5	112333575	112333681	rna31082	54723
exon_342134	chr5	112334317	112334485	rna31082	54723
exon_342135	chr5	112334860	112335103	rna31082	54723
exon_342136	chr5	112335573	112335715	rna31082	54723
exon_342137	chr5	112336015	112336180	rna31082	54723
exon_342138	chr5	112336986	112338073	rna31082	54723
exon_342971	chr5	113650221	113650390	rna31180	14747
exon_342972	chr5	113616528	113616616	rna31180	14747
exon_342973	chr5	113612355	113614940	rna31180	14747
exon_342974	chr5	113650221	113650450	rna31181	14747
exon_342975	chr5	113627702	113627872	rna31181	14747
exon_342976	chr5	113616528	113616616	rna31181	14747
exon_342977	chr5	113613581	113614940	rna31181	14747
exon_342978	chr5	113627529	113627610	rna31182	14747
exon_342979	chr5	113616528	113616616	rna31182	14747
exon_342980	chr5	113613581	113614940	rna31182	14747
exon_342981	chr5	113627215	113627443	rna31183	14747
exon_342982	chr5	113616528	113616616	rna31183	14747
exon_342983	chr5	113613581	113614940	rna31183	14747
exon_343079	chr5	113830349	113830501	rna31198	20345
exon_343080	chr5	113817798	113820248	rna31198	20345
exon_343081	chr5	113832429	113832638	rna31199	20345
exon_343082	chr5	113818549	113820248	rna31199	20345
exon_343083	chr5	113830349	113830504	rna31200	20345
exon_343084	chr5	113819184	113820248	rna31200	20345
exon_343085	chr5	113818549	113818846	rna31200	20345
exon_344582	chr5	115119225	115119346	rna31331	11409
exon_344583	chr5	115117565	115117728	rna31331	11409
exon_344584	chr5	115113064	115113213	rna31331	11409
exon_344585	chr5	115112765	115112876	rna31331	11409
exon_344586	chr5	115112240	115112391	rna31331	11409
exon_344587	chr5	115111857	115112027	rna31331	11409
exon_344588	chr5	115111637	115111774	rna31331	11409
exon_344589	chr5	115111319	115111414	rna31331	11409
exon_344590	chr5	115111094	115111150	rna31331	11409
exon_344591	chr5	115110299	115111006	rna31331	11409
exon_344704	chr5	115279666	115279914	rna31345	52064
exon_344705	chr5	115283566	115283715	rna31345	52064
exon_344706	chr5	115284391	115284612	rna31345	52064
exon_344707	chr5	115290934	115291040	rna31345	52064
exon_344708	chr5	115295666	115295777	rna31345	52064
exon_344709	chr5	115295865	115296974	rna31345	52064
exon_344710	chr5	115279702	115279914	rna31346	52064
exon_344711	chr5	115283566	115283715	rna31346	52064
exon_344712	chr5	115284391	115284612	rna31346	52064
exon_344713	chr5	115290934	115291040	rna31346	52064
exon_344714	chr5	115294827	115294915	rna31346	52064
exon_344715	chr5	115295666	115295777	rna31346	52064
exon_344716	chr5	115295865	115296972	rna31346	52064
exon_344731	chr5	115327161	115327499	rna31352	108014
exon_344732	chr5	115330498	115330658	rna31352	108014
exon_344733	chr5	115332117	115332289	rna31352	108014
exon_344734	chr5	115332576	115332624	rna31352	108014
exon_344735	chr5	115332658	115333084	rna31352	108014
exon_344736	chr5	115327177	115327499	rna31353	108014
exon_344737	chr5	115330498	115330658	rna31353	108014
exon_344738	chr5	115331450	115331539	rna31353	108014
exon_344739	chr5	115332117	115332289	rna31353	108014
exon_344740	chr5	115332576	115333080	rna31353	108014
exon_344741	chr5	115327177	115327499	rna31354	108014
exon_344742	chr5	115330498	115330658	rna31354	108014
exon_344743	chr5	115332117	115332289	rna31354	108014
exon_344744	chr5	115332576	115333080	rna31354	108014
exon_345020	chr5	115559467	115559539	rna31394	11837
exon_345021	chr5	115559787	115559888	rna31394	11837
exon_345022	chr5	115560741	115561004	rna31394	11837
exon_345023	chr5	115561099	115561245	rna31394	11837
exon_345024	chr5	115561333	115561518	rna31394	11837
exon_345025	chr5	115562426	115562566	rna31394	11837
exon_345026	chr5	115563283	115563729	rna31394	11837
exon_346151	chr5	115923383	115923636	rna31434	102640009
exon_346152	chr5	115920360	115920531	rna31434	102640009
exon_346153	chr5	115918631	115919544	rna31434	102640009
exon_346154	chr5	115922061	115923636	rna31435	102640009
exon_346155	chr5	115920360	115920531	rna31435	102640009
exon_346156	chr5	115918631	115919544	rna31435	102640009
exon_347087	chr5	118161138	118161185	rna31510	102632455
exon_347088	chr5	118161563	118162011	rna31510	102632455
exon_347089	chr5	118162787	118162899	rna31510	102632455
exon_347090	chr5	118164588	118165023	rna31510	102632455
exon_347091	chr5	118161138	118161185	rna31511	102632455
exon_347092	chr5	118161563	118162011	rna31511	102632455
exon_347093	chr5	118164588	118165023	rna31511	102632455
exon_347434	chr5	119300138	119300417	rna31551	102633342
exon_347435	chr5	119290209	119290265	rna31551	102633342
exon_347436	chr5	119282149	119282277	rna31551	102633342
exon_347437	chr5	119280244	119280538	rna31551	102633342
exon_347438	chr5	119300138	119300390	rna31552	102633342
exon_347439	chr5	119290209	119290265	rna31552	102633342
exon_347440	chr5	119280244	119280538	rna31552	102633342
exon_347441	chr5	119300138	119300403	rna31553	102633342
exon_347442	chr5	119290209	119290265	rna31553	102633342
exon_347443	chr5	119286221	119286509	rna31553	102633342
exon_347444	chr5	119325999	119326159	rna31554	105246777
exon_347445	chr5	119326980	119328034	rna31554	105246777
exon_347446	chr5	119328375	119330526	rna31554	105246777
exon_347447	chr5	119325999	119326159	rna31555	105246777
exon_347448	chr5	119326980	119328034	rna31555	105246777
exon_347449	chr5	119328375	119328481	rna31555	105246777
exon_347450	chr5	119329623	119330526	rna31555	105246777
exon_347669	chr5	120431886	120432453	rna31597	16873
exon_347670	chr5	120434491	120434714	rna31597	16873
exon_347671	chr5	120435351	120435628	rna31597	16873
exon_347672	chr5	120436308	120436473	rna31597	16873
exon_347673	chr5	120439958	120441457	rna31597	16873
exon_347714	chr5	120503287	120503623	rna31603	71772
exon_347715	chr5	120498997	120499090	rna31603	71772
exon_347716	chr5	120494378	120494536	rna31603	71772
exon_347717	chr5	120493052	120493152	rna31603	71772
exon_347718	chr5	120492665	120492879	rna31603	71772
exon_347719	chr5	120491126	120491223	rna31603	71772
exon_347720	chr5	120488410	120488570	rna31603	71772
exon_347721	chr5	120487672	120487767	rna31603	71772
exon_347722	chr5	120487430	120487501	rna31603	71772
exon_347723	chr5	120486648	120486800	rna31603	71772
exon_347724	chr5	120486040	120486202	rna31603	71772
exon_347725	chr5	120483893	120485838	rna31603	71772
exon_350394	chr5	121867369	121868212	rna31748	102635110
exon_350395	chr5	121893233	121893314	rna31748	102635110
exon_350396	chr5	121894361	121894495	rna31748	102635110
exon_350397	chr5	121894734	121895140	rna31748	102635110
exon_350398	chr5	121867369	121868212	rna31749	102635110
exon_350399	chr5	121894361	121894495	rna31749	102635110
exon_350400	chr5	121894734	121895140	rna31749	102635110
exon_350401	chr5	121891008	121893314	rna31750	102635110
exon_350402	chr5	121894361	121894495	rna31750	102635110
exon_350403	chr5	121894734	121894829	rna31750	102635110
exon_350404	chr5	121895061	121895145	rna31750	102635110
exon_350405	chr5	121891008	121893314	rna31751	102635110
exon_350406	chr5	121894361	121894495	rna31751	102635110
exon_350407	chr5	121894734	121895140	rna31751	102635110
exon_350819	chr5	122392539	122394088	rna31799	102635549
exon_350820	chr5	122390882	122390996	rna31799	102635549
exon_350821	chr5	122380057	122380139	rna31799	102635549
exon_350822	chr5	122392539	122394088	rna31800	102635549
exon_350823	chr5	122390882	122391017	rna31800	102635549
exon_350824	chr5	122380057	122380139	rna31800	102635549
exon_351397	chr5	122850162	122850298	rna31845	80751
exon_351398	chr5	122863987	122864394	rna31845	80751
exon_351399	chr5	122866802	122866906	rna31845	80751
exon_351400	chr5	122867120	122867321	rna31845	80751
exon_351401	chr5	122868037	122868945	rna31845	80751
exon_351402	chr5	122850188	122850298	rna31846	80751
exon_351403	chr5	122861689	122861907	rna31846	80751
exon_351404	chr5	122863987	122864394	rna31846	80751
exon_351405	chr5	122866802	122866906	rna31846	80751
exon_351406	chr5	122867120	122867321	rna31846	80751
exon_351407	chr5	122868037	122868945	rna31846	80751
exon_351934	chr5	123344448	123344721	rna31900	77045
exon_351935	chr5	123351867	123351948	rna31900	77045
exon_351936	chr5	123355941	123356037	rna31900	77045
exon_351937	chr5	123361191	123361358	rna31900	77045
exon_351938	chr5	123369333	123369454	rna31900	77045
exon_351939	chr5	123371018	123374083	rna31900	77045
exon_351940	chr5	123344626	123344721	rna31901	77045
exon_351941	chr5	123347631	123347717	rna31901	77045
exon_351942	chr5	123351867	123351948	rna31901	77045
exon_351943	chr5	123355941	123356037	rna31901	77045
exon_351944	chr5	123361191	123361358	rna31901	77045
exon_351945	chr5	123369333	123369454	rna31901	77045
exon_351946	chr5	123371018	123374082	rna31901	77045
exon_353927	chr5	124229725	124230025	rna32029	75927
exon_353928	chr5	124230466	124230697	rna32029	75927
exon_353929	chr5	124233296	124233443	rna32029	75927
exon_353930	chr5	124234543	124234709	rna32029	75927
exon_353931	chr5	124236168	124236344	rna32029	75927
exon_353932	chr5	124236545	124237137	rna32029	75927
exon_355024	chr5	124977828	124977914	rna32093	105244769
exon_355025	chr5	124977402	124977505	rna32093	105244769
exon_355026	chr5	124969006	124969051	rna32093	105244769
exon_355027	chr5	124954244	124955671	rna32093	105244769
exon_355028	chr5	124977828	124977914	rna32094	105244769
exon_355029	chr5	124977402	124977505	rna32094	105244769
exon_355030	chr5	124972134	124972230	rna32094	105244769
exon_355031	chr5	124969006	124969051	rna32094	105244769
exon_355032	chr5	124954244	124955671	rna32094	105244769
exon_355033	chr5	124977828	124977914	rna32095	105244769
exon_355034	chr5	124977402	124977505	rna32095	105244769
exon_355035	chr5	124972134	124972242	rna32095	105244769
exon_355036	chr5	124969006	124969051	rna32095	105244769
exon_355037	chr5	124954244	124955671	rna32095	105244769
exon_356182	chr5	125252291	125252407	rna32124	102635182
exon_356183	chr5	125248070	125248247	rna32124	102635182
exon_356184	chr5	125239869	125239937	rna32124	102635182
exon_356185	chr5	125238320	125238731	rna32124	102635182
exon_356186	chr5	125240219	125240260	rna32125	102635182
exon_356187	chr5	125239869	125239937	rna32125	102635182
exon_356188	chr5	125238320	125238731	rna32125	102635182
exon_356250	chr5	125303232	125303429	rna32131	102635335
exon_356251	chr5	125305597	125306149	rna32131	102635335
exon_356252	chr5	125309373	125309501	rna32131	102635335
exon_356253	chr5	125310458	125312664	rna32131	102635335
exon_356254	chr5	125316449	125321150	rna32131	102635335
exon_356255	chr5	125303232	125303429	rna32132	102635335
exon_356256	chr5	125305602	125306149	rna32132	102635335
exon_356257	chr5	125309373	125309501	rna32132	102635335
exon_356258	chr5	125310458	125314064	rna32132	102635335
exon_356416	chr5	126513527	126513554	rna32164	105244778
exon_356417	chr5	126502771	126504288	rna32164	105244778
exon_356418	chr5	126512148	126512275	rna32165	105244778
exon_356419	chr5	126502771	126504288	rna32165	105244778
exon_356420	chr5	126504746	126504975	rna32166	105244778
exon_356421	chr5	126502771	126504288	rna32166	105244778
exon_356479	chr5	127170565	127170609	rna32181	75916
exon_356480	chr5	127174118	127174291	rna32181	75916
exon_356481	chr5	127177622	127177777	rna32181	75916
exon_356482	chr5	127177958	127178256	rna32181	75916
exon_356483	chr5	127184100	127184356	rna32181	75916
exon_357195	chr5	129493231	129493777	rna32250	102637732
exon_357196	chr5	129495213	129495302	rna32250	102637732
exon_357197	chr5	129497304	129497417	rna32250	102637732
exon_357200	chr5	129494081	129494600	rna32252	102637732
exon_357201	chr5	129495213	129495302	rna32252	102637732
exon_357202	chr5	129497304	129497417	rna32252	102637732
exon_357583	chr5	129908540	129908921	rna32293	69034
exon_357584	chr5	129910898	129910946	rna32293	69034
exon_357585	chr5	129911085	129911213	rna32293	69034
exon_357586	chr5	129911321	129911404	rna32293	69034
exon_357587	chr5	129913601	129913789	rna32293	69034
exon_357588	chr5	129908540	129908921	rna32294	69034
exon_357589	chr5	129910898	129910946	rna32294	69034
exon_357590	chr5	129911085	129911281	rna32294	69034
exon_357679	chr5	130029306	130029407	rna32305	12909
exon_357680	chr5	130034912	130034948	rna32305	12909
exon_357681	chr5	130037820	130037918	rna32305	12909
exon_357682	chr5	130042206	130042300	rna32305	12909
exon_357683	chr5	130048926	130048983	rna32305	12909
exon_357684	chr5	130059705	130060787	rna32305	12909
exon_357999	chr5	132756300	132756468	rna32354	102640478
exon_358000	chr5	132756074	132756125	rna32354	102640478
exon_358001	chr5	132750625	132750908	rna32354	102640478
exon_358002	chr5	132756300	132756469	rna32355	102640478
exon_358003	chr5	132756074	132756125	rna32355	102640478
exon_358004	chr5	132753999	132754025	rna32355	102640478
exon_358028	chr5	134089405	134089532	rna32362	105244791
exon_358029	chr5	134068242	134068296	rna32362	105244791
exon_358030	chr5	134062723	134063158	rna32362	105244791
exon_358031	chr5	134089405	134089532	rna32363	105244791
exon_358032	chr5	134068242	134068296	rna32363	105244791
exon_358033	chr5	134066719	134066780	rna32363	105244791
exon_358036	chr5	134099748	134100151	rna32365	80909
exon_358037	chr5	134125872	134125942	rna32365	80909
exon_358038	chr5	134135151	134135344	rna32365	80909
exon_358039	chr5	134135580	134135712	rna32365	80909
exon_358040	chr5	134136105	134136228	rna32365	80909
exon_358041	chr5	134137050	134137160	rna32365	80909
exon_358042	chr5	134137464	134137546	rna32365	80909
exon_358043	chr5	134138036	134138130	rna32365	80909
exon_358044	chr5	134138229	134141782	rna32365	80909
exon_361156	chr5	135572900	135573043	rna32568	56221
exon_361157	chr5	135572576	135572693	rna32568	56221
exon_361158	chr5	135569937	135570963	rna32568	56221
exon_361159	chr5	135572900	135573122	rna32569	56221
exon_361160	chr5	135572576	135572693	rna32569	56221
exon_361161	chr5	135570762	135570963	rna32569	56221
exon_361162	chr5	135570575	135570670	rna32569	56221
exon_361163	chr5	135572900	135573122	rna32570	56221
exon_361164	chr5	135572576	135572693	rna32570	56221
exon_361165	chr5	135570762	135570963	rna32570	56221
exon_361166	chr5	135570575	135570682	rna32570	56221
exon_361360	chr5	135778649	135778801	rna32596	17448
exon_361361	chr5	135783305	135783473	rna32596	17448
exon_361362	chr5	135784184	135784267	rna32596	17448
exon_361363	chr5	135785929	135786038	rna32596	17448
exon_361364	chr5	135786233	135786358	rna32596	17448
exon_361365	chr5	135787541	135787618	rna32596	17448
exon_361366	chr5	135789201	135789300	rna32596	17448
exon_361367	chr5	135789626	135789777	rna32596	17448
exon_361368	chr5	135790077	135790386	rna32596	17448
exon_361796	chr5	136136145	136136294	rna32641	72041
exon_361797	chr5	136139338	136139535	rna32641	72041
exon_361798	chr5	136140179	136141619	rna32641	72041
exon_361799	chr5	136136151	136136294	rna32642	72041
exon_361800	chr5	136139462	136139535	rna32642	72041
exon_361801	chr5	136140179	136141619	rna32642	72041
exon_361802	chr5	136136163	136136399	rna32643	72041
exon_361803	chr5	136139338	136139535	rna32643	72041
exon_361804	chr5	136140179	136141619	rna32643	72041
exon_361805	chr5	136136305	136136399	rna32644	72041
exon_361806	chr5	136139462	136139535	rna32644	72041
exon_361807	chr5	136140179	136141802	rna32644	72041
exon_361808	chr5	136138781	136138983	rna32645	72041
exon_361809	chr5	136139462	136139535	rna32645	72041
exon_361810	chr5	136140179	136141615	rna32645	72041
exon_362210	chr5	136634031	136634087	rna32679	105242534
exon_362211	chr5	136636635	136636768	rna32679	105242534
exon_362212	chr5	136675124	136675425	rna32679	105242534
exon_362213	chr5	136634031	136634087	rna32680	105242534
exon_362214	chr5	136636635	136636768	rna32680	105242534
exon_362215	chr5	136645866	136646023	rna32680	105242534
exon_362507	chr5	137072129	137072272	rna32725	18787
